"Year Level","Qualification","Region","Academic Year","Typical Level Flag","Cumulative Year Attainment Rate","Current Year Attainment Rate","Cumulative Year Attainment","Current Year Attainment","Total Student Count","Cohort Warning"
"11","Level 1 Literacy","Auckland","2015","1","0.841","0.835","17138","17003","20374",""
"11","Level 1 Literacy","Auckland","2016","1","0.84","0.833","17105","16963","20359",""
"11","Level 1 Literacy","Auckland","2017","1","0.851","0.843","16696","16549","19628",""
"11","Level 1 Literacy","Auckland","2018","1","0.854","0.844","17031","16839","19949",""
"11","Level 1 Literacy","Auckland","2019","1","0.85","0.839","17140","16924","20162",""
"11","Level 1 Literacy","Auckland","2020","1","0.839","0.822","16958","16616","20215",""
"11","Level 1 Literacy","Auckland","2021","1","0.814","0.795","16699","16316","20526",""
"11","Level 1 Literacy","Auckland","2022","1","0.801","0.779","17250","16768","21537",""
"11","Level 1 Literacy","Auckland","2023","1","0.82","0.787","18797","18046","22920",""
"11","Level 1 Literacy","Auckland","2024","1","0.757","0.552","17602","12840","23264",""
"11","Level 1 Literacy","Bay of Plenty","2015","1","0.885","0.86","3618","3515","4089",""
"11","Level 1 Literacy","Bay of Plenty","2016","1","0.879","0.86","3563","3486","4053",""
"11","Level 1 Literacy","Bay of Plenty","2017","1","0.885","0.865","3531","3451","3990",""
"11","Level 1 Literacy","Bay of Plenty","2018","1","0.869","0.846","3416","3322","3929",""
"11","Level 1 Literacy","Bay of Plenty","2019","1","0.878","0.854","3542","3443","4033",""
"11","Level 1 Literacy","Bay of Plenty","2020","1","0.891","0.873","3701","3626","4152",""
"11","Level 1 Literacy","Bay of Plenty","2021","1","0.874","0.844","3702","3574","4234",""
"11","Level 1 Literacy","Bay of Plenty","2022","1","0.85","0.816","3717","3567","4371",""
"11","Level 1 Literacy","Bay of Plenty","2023","1","0.868","0.829","3882","3711","4474",""
"11","Level 1 Literacy","Bay of Plenty","2024","1","0.816","0.724","3716","3297","4552",""
"11","Level 1 Literacy","Canterbury","2015","1","0.907","0.902","6457","6426","7123",""
"11","Level 1 Literacy","Canterbury","2016","1","0.903","0.893","6407","6341","7099",""
"11","Level 1 Literacy","Canterbury","2017","1","0.907","0.901","6505","6461","7170",""
"11","Level 1 Literacy","Canterbury","2018","1","0.894","0.887","6348","6294","7097",""
"11","Level 1 Literacy","Canterbury","2019","1","0.897","0.889","6608","6545","7364",""
"11","Level 1 Literacy","Canterbury","2020","1","0.894","0.887","6532","6478","7305",""
"11","Level 1 Literacy","Canterbury","2021","1","0.891","0.883","6505","6447","7299",""
"11","Level 1 Literacy","Canterbury","2022","1","0.868","0.86","6796","6729","7827",""
"11","Level 1 Literacy","Canterbury","2023","1","0.868","0.837","7149","6893","8239",""
"11","Level 1 Literacy","Canterbury","2024","1","0.829","0.755","6910","6299","8340",""
"11","Level 1 Literacy","Gisborne","2015","1","0.876","0.862","560","551","639",""
"11","Level 1 Literacy","Gisborne","2016","1","0.824","0.807","573","561","695",""
"11","Level 1 Literacy","Gisborne","2017","1","0.835","0.799","594","568","711",""
"11","Level 1 Literacy","Gisborne","2018","1","0.834","0.796","588","561","705",""
"11","Level 1 Literacy","Gisborne","2019","1","0.827","0.799","559","540","676",""
"11","Level 1 Literacy","Gisborne","2020","1","0.817","0.805","541","533","662",""
"11","Level 1 Literacy","Gisborne","2021","1","0.813","0.782","579","557","712",""
"11","Level 1 Literacy","Gisborne","2022","1","0.795","0.76","543","519","683",""
"11","Level 1 Literacy","Gisborne","2023","1","0.794","0.76","560","536","705",""
"11","Level 1 Literacy","Gisborne","2024","1","0.719","0.645","513","460","713",""
"11","Level 1 Literacy","Hawke's Bay","2015","1","0.903","0.891","2096","2067","2321",""
"11","Level 1 Literacy","Hawke's Bay","2016","1","0.89","0.877","2088","2057","2345",""
"11","Level 1 Literacy","Hawke's Bay","2017","1","0.902","0.874","2149","2082","2382",""
"11","Level 1 Literacy","Hawke's Bay","2018","1","0.888","0.871","1944","1906","2189",""
"11","Level 1 Literacy","Hawke's Bay","2019","1","0.89","0.879","2031","2007","2283",""
"11","Level 1 Literacy","Hawke's Bay","2020","1","0.882","0.872","2044","2021","2318",""
"11","Level 1 Literacy","Hawke's Bay","2021","1","0.879","0.86","1931","1890","2197",""
"11","Level 1 Literacy","Hawke's Bay","2022","1","0.883","0.855","2104","2038","2383",""
"11","Level 1 Literacy","Hawke's Bay","2023","1","0.877","0.846","2152","2077","2454",""
"11","Level 1 Literacy","Hawke's Bay","2024","1","0.832","0.727","1966","1717","2362",""
"11","Level 1 Literacy","Manawatu-Whanganui","2015","1","0.886","0.87","2681","2633","3026",""
"11","Level 1 Literacy","Manawatu-Whanganui","2016","1","0.885","0.871","2774","2730","3134",""
"11","Level 1 Literacy","Manawatu-Whanganui","2017","1","0.892","0.873","2679","2621","3002",""
"11","Level 1 Literacy","Manawatu-Whanganui","2018","1","0.863","0.844","2523","2469","2924",""
"11","Level 1 Literacy","Manawatu-Whanganui","2019","1","0.836","0.816","2625","2561","3139",""
"11","Level 1 Literacy","Manawatu-Whanganui","2020","1","0.84","0.83","2480","2453","2954",""
"11","Level 1 Literacy","Manawatu-Whanganui","2021","1","0.84","0.828","2647","2608","3151",""
"11","Level 1 Literacy","Manawatu-Whanganui","2022","1","0.818","0.8","2510","2455","3069",""
"11","Level 1 Literacy","Manawatu-Whanganui","2023","1","0.827","0.806","2816","2745","3406",""
"11","Level 1 Literacy","Manawatu-Whanganui","2024","1","0.748","0.648","2520","2183","3367",""
"11","Level 1 Literacy","Marlborough","2015","1","0.881","0.875","437","434","496",""
"11","Level 1 Literacy","Marlborough","2016","1","0.869","0.865","406","404","467",""
"11","Level 1 Literacy","Marlborough","2017","1","0.868","0.864","382","380","440",""
"11","Level 1 Literacy","Marlborough","2018","1","0.886","0.875","426","421","481",""
"11","Level 1 Literacy","Marlborough","2019","1","0.848","0.842","428","425","505",""
"11","Level 1 Literacy","Marlborough","2020","1","0.874","0.868","390","387","446",""
"11","Level 1 Literacy","Marlborough","2021","1","0.869","0.86","452","447","520",""
"11","Level 1 Literacy","Marlborough","2022","1","0.834","0.827","391","388","469",""
"11","Level 1 Literacy","Marlborough","2023","1","0.85","0.831","454","444","534",""
"11","Level 1 Literacy","Marlborough","2024","1","0.75","0.72","424","407","565",""
"11","Level 1 Literacy","Nelson","2015","1","0.936","0.928","784","778","838",""
"11","Level 1 Literacy","Nelson","2016","1","0.9","0.894","733","728","814",""
"11","Level 1 Literacy","Nelson","2017","1","0.926","0.914","687","678","742",""
"11","Level 1 Literacy","Nelson","2018","1","0.927","0.924","695","693","750",""
"11","Level 1 Literacy","Nelson","2019","1","0.901","0.893","699","693","776",""
"11","Level 1 Literacy","Nelson","2020","1","0.881","0.874","697","691","791",""
"11","Level 1 Literacy","Nelson","2021","1","0.905","0.896","711","704","786",""
"11","Level 1 Literacy","Nelson","2022","1","0.869","0.859","665","657","765",""
"11","Level 1 Literacy","Nelson","2023","1","0.879","0.871","758","751","862",""
"11","Level 1 Literacy","Nelson","2024","1","0.828","0.797","695","669","839",""
"11","Level 1 Literacy","Northland","2015","1","0.831","0.815","1917","1881","2307",""
"11","Level 1 Literacy","Northland","2016","1","0.845","0.828","1935","1895","2290",""
"11","Level 1 Literacy","Northland","2017","1","0.834","0.82","1770","1741","2122",""
"11","Level 1 Literacy","Northland","2018","1","0.836","0.825","1806","1782","2161",""
"11","Level 1 Literacy","Northland","2019","1","0.829","0.809","1813","1770","2187",""
"11","Level 1 Literacy","Northland","2020","1","0.823","0.807","1701","1668","2068",""
"11","Level 1 Literacy","Northland","2021","1","0.814","0.799","1803","1770","2214",""
"11","Level 1 Literacy","Northland","2022","1","0.798","0.771","1936","1869","2425",""
"11","Level 1 Literacy","Northland","2023","1","0.781","0.731","1846","1728","2364",""
"11","Level 1 Literacy","Northland","2024","1","0.763","0.637","1907","1592","2499",""
"11","Level 1 Literacy","Otago","2015","1","0.926","0.921","2253","2242","2433",""
"11","Level 1 Literacy","Otago","2016","1","0.932","0.928","2352","2342","2524",""
"11","Level 1 Literacy","Otago","2017","1","0.939","0.929","2263","2240","2411",""
"11","Level 1 Literacy","Otago","2018","1","0.922","0.92","2246","2240","2435",""
"11","Level 1 Literacy","Otago","2019","1","0.929","0.924","2273","2261","2447",""
"11","Level 1 Literacy","Otago","2020","1","0.921","0.917","2331","2322","2532",""
"11","Level 1 Literacy","Otago","2021","1","0.917","0.911","2258","2244","2463",""
"11","Level 1 Literacy","Otago","2022","1","0.901","0.892","2370","2347","2631",""
"11","Level 1 Literacy","Otago","2023","1","0.91","0.887","2484","2423","2731",""
"11","Level 1 Literacy","Otago","2024","1","0.88","0.823","2461","2302","2797",""
"11","Level 1 Literacy","Other","2015","1","0.351","0.329","445","417","1269",""
"11","Level 1 Literacy","Other","2016","1","0.32","0.294","404","371","1263",""
"11","Level 1 Literacy","Other","2017","1","0.307","0.287","335","313","1091",""
"11","Level 1 Literacy","Other","2018","1","0.277","0.254","339","311","1223",""
"11","Level 1 Literacy","Other","2019","1","0.255","0.243","390","372","1531",""
"11","Level 1 Literacy","Other","2020","1","0.21","0.192","322","294","1531",""
"11","Level 1 Literacy","Other","2021","1","0.203","0.187","366","338","1806",""
"11","Level 1 Literacy","Other","2022","1","0.205","0.179","454","397","2218",""
"11","Level 1 Literacy","Other","2023","1","0.277","0.241","682","593","2460",""
"11","Level 1 Literacy","Other","2024","1","0.224","0.147","642","420","2860",""
