Secondary Subject,Level,Ethnicity,Academic Year,Provider Count,Students Assessed in 1+ Credits Count,Students Assessed in 1+ Credits Rate,Students Assessed in 14+ Credits Count,Students Assessed in 14+ Credits Rate,Assessed Count,Not Achieved Rate,Achieved Rate,Merit Rate,Excellence Rate,Not Achieved Count,Achieved Count,Merit Count,Excellence Count,Cohort Warning
Home Economics,Level 3,M?ori,2017,110,400,0.041,215,0.033,1007,0.349,0.417,0.152,0.082,351,420,153,83,
Home Economics,Level 3,M?ori,2018,102,365,0.037,188,0.03,912,0.298,0.374,0.185,0.143,272,341,169,130,
Home Economics,Level 3,M?ori,2019,105,308,0.031,170,0.027,794,0.314,0.382,0.189,0.116,249,303,150,92,
Home Economics,Level 3,M?ori,2020,88,291,0.029,143,0.025,686,0.274,0.372,0.204,0.15,188,255,140,103,
Home Economics,Level 3,M?ori,2021,100,335,0.034,156,0.026,781,0.301,0.415,0.163,0.122,235,324,127,95,
Home Economics,Level 3,M?ori,2022,81,247,0.024,120,0.021,592,0.272,0.405,0.213,0.11,161,240,126,65,
Home Economics,Level 3,M?ori,2023,82,264,0.027,140,0.023,647,0.289,0.396,0.192,0.124,187,256,124,80,
Home Economics,Level 3,M?ori,2024,81,272,0.024,159,0.023,692,0.318,0.368,0.189,0.124,220,255,131,86,
Home Economics,Level 3,Middle Eastern/Latin American/African,2015,31,46,0.047,27,0.034,127,0.291,0.417,0.165,0.126,37,53,21,16,
Home Economics,Level 3,Middle Eastern/Latin American/African,2016,27,40,0.04,27,0.034,115,0.287,0.4,0.183,0.13,33,46,21,15,
Home Economics,Level 3,Middle Eastern/Latin American/African,2017,22,31,0.029,26,0.031,96,0.219,0.563,0.073,0.146,21,54,7,14,
Home Economics,Level 3,Middle Eastern/Latin American/African,2018,20,27,0.023,18,0.02,77,0.325,0.39,0.156,0.13,25,30,12,10,
Home Economics,Level 3,Middle Eastern/Latin American/African,2019,19,27,0.023,17,0.019,71,0.282,0.366,0.183,0.169,20,26,13,12,
Home Economics,Level 3,Middle Eastern/Latin American/African,2020,23,34,0.027,30,0.032,112,0.161,0.339,0.25,0.25,18,38,28,28,
Home Economics,Level 3,Middle Eastern/Latin American/African,2021,20,22,0.017,11,0.012,50,0.3,0.44,0.14,0.12,15,22,7,6,
Home Economics,Level 3,Middle Eastern/Latin American/African,2022,32,38,0.028,23,0.023,104,0.317,0.337,0.202,0.144,33,35,21,15,
Home Economics,Level 3,Middle Eastern/Latin American/African,2023,25,37,0.028,22,0.022,98,0.276,0.378,0.204,0.143,27,37,20,14,
Home Economics,Level 3,Middle Eastern/Latin American/African,2024,25,43,0.027,27,0.023,118,0.305,0.373,0.169,0.153,36,44,20,18,
Home Economics,Level 3,Pacific Peoples,2015,63,168,0.029,85,0.02,419,0.43,0.387,0.131,0.053,180,162,55,22,
Home Economics,Level 3,Pacific Peoples,2016,67,186,0.031,89,0.021,452,0.392,0.434,0.126,0.049,177,196,57,22,
Home Economics,Level 3,Pacific Peoples,2017,58,148,0.024,94,0.021,397,0.388,0.398,0.121,0.093,154,158,48,37,
Home Economics,Level 3,Pacific Peoples,2018,56,184,0.029,101,0.022,453,0.36,0.413,0.132,0.095,163,187,60,43,
Home Economics,Level 3,Pacific Peoples,2019,56,152,0.023,91,0.02,401,0.377,0.374,0.17,0.08,151,150,68,32,
Home Economics,Level 3,Pacific Peoples,2020,53,128,0.019,66,0.015,296,0.304,0.395,0.193,0.108,90,117,57,32,
Home Economics,Level 3,Pacific Peoples,2021,59,153,0.023,72,0.016,355,0.358,0.389,0.186,0.068,127,138,66,24,
Home Economics,Level 3,Pacific Peoples,2022,39,122,0.018,62,0.015,293,0.403,0.386,0.137,0.075,118,113,40,22,
Home Economics,Level 3,Pacific Peoples,2023,55,138,0.02,77,0.017,338,0.364,0.388,0.145,0.104,123,131,49,35,
Home Economics,Level 3,Pacific Peoples,2024,49,128,0.017,83,0.017,339,0.345,0.372,0.168,0.115,117,126,57,39,
Indonesian,Level 1,Pacific Peoples,2023,,,,,,3,,,,,,,,,Small Cohort
Indonesian,Level 2,Pacific Peoples,2015,,,,,,1,,,,,,,,,Small Cohort
Indonesian,Level 3,M?ori,2017,,,,,,1,,,,,,,,,Small Cohort
Indonesian,Level 3,Pacific Peoples,2017,,,,,,1,,,,,,,,,Small Cohort
Japanese,Level 1,Asian,2015,120,586,0.057,500,0.059,2321,0.053,0.142,0.312,0.492,124,330,725,1142,
Japanese,Level 1,Asian,2016,121,631,0.06,531,0.061,2461,0.06,0.178,0.252,0.509,148,439,621,1253,
Japanese,Level 1,Asian,2017,111,642,0.059,506,0.057,2340,0.057,0.175,0.279,0.489,133,410,653,1144,
Japanese,Level 1,Asian,2018,122,661,0.059,517,0.057,2390,0.061,0.198,0.31,0.432,145,473,740,1032,
Japanese,Level 1,Asian,2019,117,682,0.051,500,0.056,2400,0.054,0.175,0.311,0.459,130,421,747,1102,
Japanese,Level 1,Asian,2020,112,742,0.05,565,0.064,2590,0.063,0.2,0.288,0.449,163,518,745,1164,
Japanese,Level 1,Asian,2021,110,600,0.044,455,0.059,2132,0.046,0.175,0.252,0.526,98,374,538,1122,
Japanese,Level 1,Asian,2022,99,538,0.038,410,0.052,1874,0.064,0.213,0.264,0.459,119,400,495,860,
Japanese,Level 1,Asian,2023,111,745,0.046,593,0.062,2628,0.057,0.185,0.309,0.449,149,486,813,1180,
Japanese,Level 1,Asian,2024,99,625,0.05,364,0.05,1654,0.113,0.221,0.271,0.395,187,365,448,654,
Japanese,Level 1,European,2015,126,798,0.018,718,0.019,3255,0.127,0.339,0.28,0.255,412,1102,910,831,
Japanese,Level 1,European,2016,133,852,0.02,744,0.02,3374,0.148,0.324,0.263,0.265,499,1093,887,895,
Japanese,Level 1,European,2017,119,881,0.021,749,0.021,3394,0.167,0.321,0.269,0.243,566,1089,913,826,
Japanese,Level 1,European,2018,125,933,0.022,750,0.021,3397,0.118,0.326,0.293,0.263,400,1108,995,894,
Japanese,Level 1,European,2019,110,895,0.017,714,0.02,3220,0.132,0.307,0.293,0.268,426,989,943,862,
Japanese,Level 1,European,2020,116,1020,0.018,718,0.021,3341,0.139,0.299,0.279,0.283,464,999,931,947,
Japanese,Level 1,European,2021,119,876,0.015,657,0.019,3053,0.127,0.313,0.273,0.287,388,955,834,876,
Japanese,Level 1,European,2022,104,928,0.016,657,0.019,3014,0.152,0.322,0.265,0.261,457,971,800,786,
Japanese,Level 1,European,2023,111,944,0.017,703,0.02,3169,0.165,0.328,0.27,0.236,523,1040,857,749,
Japanese,Level 1,European,2024,99,892,0.023,555,0.021,2443,0.228,0.347,0.251,0.175,556,847,612,428,
Japanese,Level 1,M?ori,2015,71,193,0.011,164,0.013,724,0.207,0.338,0.243,0.211,150,245,176,153,
Japanese,Level 1,M?ori,2016,85,201,0.011,164,0.013,723,0.242,0.36,0.237,0.162,175,260,171,117,
Japanese,Level 1,M?ori,2017,78,173,0.01,135,0.011,614,0.305,0.331,0.213,0.151,187,203,131,93,
Japanese,Level 1,M?ori,2018,83,208,0.013,152,0.013,703,0.181,0.397,0.262,0.161,127,279,184,113,
Japanese,Level 1,M?ori,2019,78,199,0.01,110,0.009,564,0.238,0.381,0.25,0.131,134,215,141,74,
Japanese,Level 1,M?ori,2020,89,248,0.011,145,0.013,723,0.203,0.378,0.241,0.178,147,273,174,129,
Japanese,Level 1,M?ori,2021,86,221,0.01,126,0.011,665,0.202,0.352,0.269,0.177,134,234,179,118,
Japanese,Level 1,M?ori,2022,71,225,0.01,137,0.011,650,0.262,0.345,0.243,0.151,170,224,158,98,
Japanese,Level 1,M?ori,2023,78,222,0.009,156,0.012,700,0.23,0.376,0.24,0.154,161,263,168,108,
Japanese,Level 1,M?ori,2024,71,224,0.012,116,0.011,567,0.31,0.399,0.182,0.109,176,226,103,62,
Japanese,Level 1,Middle Eastern/Latin American/African,2015,11,11,0.008,10,0.009,47,0.191,0.149,0.34,0.319,9,7,16,15,
Japanese,Level 1,Middle Eastern/Latin American/African,2016,19,20,0.015,16,0.014,74,0.149,0.297,0.27,0.284,11,22,20,21,
Japanese,Level 1,Middle Eastern/Latin American/African,2017,13,15,0.011,9,0.008,45,0.156,0.333,0.2,0.311,7,15,9,14,
Japanese,Level 1,Middle Eastern/Latin American/African,2018,21,26,0.02,21,0.019,102,0.098,0.235,0.333,0.333,10,24,34,34,
Japanese,Level 1,Middle Eastern/Latin American/African,2019,29,34,0.018,22,0.019,112,0.143,0.366,0.259,0.232,16,41,29,26,
Japanese,Level 1,Middle Eastern/Latin American/African,2020,24,33,0.015,17,0.014,93,0.108,0.301,0.28,0.312,10,28,26,29,
Japanese,Level 1,Middle Eastern/Latin American/African,2021,22,32,0.015,27,0.023,120,0.092,0.258,0.342,0.308,11,31,41,37,
Japanese,Level 1,Middle Eastern/Latin American/African,2022,32,36,0.016,29,0.025,125,0.168,0.256,0.296,0.28,21,32,37,35,
Japanese,Level 1,Middle Eastern/Latin American/African,2023,30,38,0.017,30,0.022,130,0.123,0.208,0.354,0.315,16,27,46,41,
Japanese,Level 1,Middle Eastern/Latin American/African,2024,29,35,0.021,22,0.022,91,0.121,0.374,0.231,0.275,11,34,21,25,
Japanese,Level 1,Pacific Peoples,2015,51,112,0.012,102,0.015,455,0.193,0.402,0.229,0.176,88,183,104,80,
Japanese,Level 1,Pacific Peoples,2016,45,98,0.011,82,0.012,382,0.251,0.33,0.246,0.173,96,126,94,66,
Japanese,Level 1,Pacific Peoples,2017,46,106,0.012,88,0.012,408,0.189,0.375,0.228,0.208,77,153,93,85,
Japanese,Level 1,Pacific Peoples,2018,54,126,0.015,88,0.013,439,0.164,0.355,0.271,0.21,72,156,119,92,
Japanese,Level 1,Pacific Peoples,2019,46,140,0.014,96,0.014,430,0.263,0.407,0.202,0.128,113,175,87,55,
Japanese,Level 1,Pacific Peoples,2020,59,172,0.014,95,0.014,499,0.202,0.353,0.251,0.194,101,176,125,97,
Japanese,Level 1,Pacific Peoples,2021,59,156,0.013,95,0.014,483,0.17,0.298,0.261,0.271,82,144,126,131,
Japanese,Level 1,Pacific Peoples,2022,48,110,0.008,76,0.011,359,0.214,0.292,0.267,0.226,77,105,96,81,
Japanese,Level 1,Pacific Peoples,2023,51,131,0.009,101,0.013,445,0.204,0.422,0.234,0.139,91,188,104,62,
Japanese,Level 1,Pacific Peoples,2024,60,141,0.014,80,0.013,361,0.269,0.343,0.219,0.169,97,124,79,61,
Japanese,Level 2,Asian,2015,108,448,0.041,369,0.044,1749,0.062,0.188,0.274,0.476,108,329,480,832,
Japanese,Level 2,Asian,2016,125,415,0.035,351,0.04,1645,0.035,0.131,0.302,0.533,58,215,496,876,
Japanese,Level 2,Asian,2017,115,483,0.039,408,0.044,1896,0.06,0.158,0.288,0.494,113,300,546,937,
Japanese,Level 2,Asian,2018,114,501,0.04,404,0.044,1894,0.058,0.211,0.304,0.427,110,400,576,808,
Japanese,Level 2,Asian,2019,112,491,0.037,394,0.042,1822,0.06,0.221,0.272,0.447,110,402,495,815,
Japanese,Level 2,Asian,2020,110,532,0.042,407,0.044,1943,0.05,0.183,0.26,0.507,98,355,505,985,
Japanese,Level 2,Asian,2021,102,466,0.038,391,0.044,1733,0.045,0.167,0.267,0.522,78,289,462,904,
Japanese,Level 2,Asian,2022,96,407,0.035,334,0.041,1520,0.078,0.18,0.281,0.461,119,273,427,701,
Japanese,Level 2,Asian,2023,103,463,0.034,378,0.039,1731,0.061,0.205,0.263,0.471,106,355,455,815,
Japanese,Level 2,Asian,2024,110,582,0.035,465,0.039,2097,0.098,0.205,0.256,0.442,205,429,536,927,
Japanese,Level 2,European,2015,104,422,0.01,379,0.012,1698,0.218,0.316,0.224,0.243,370,536,380,412,
Japanese,Level 2,European,2016,116,409,0.009,378,0.012,1672,0.161,0.275,0.264,0.3,269,459,442,502,
Japanese,Level 2,European,2017,100,464,0.011,421,0.013,1876,0.18,0.296,0.267,0.256,338,556,501,481,
Japanese,Level 2,European,2018,107,430,0.01,367,0.012,1669,0.17,0.309,0.254,0.268,283,515,424,447,
Japanese,Level 2,European,2019,104,481,0.011,407,0.013,1816,0.19,0.292,0.252,0.265,345,531,458,482,
Japanese,Level 2,European,2020,92,488,0.011,397,0.013,1744,0.203,0.276,0.24,0.282,354,481,418,491,
Japanese,Level 2,European,2021,103,437,0.01,347,0.012,1561,0.134,0.259,0.274,0.333,209,404,428,520,
Japanese,Level 2,European,2022,95,432,0.01,337,0.011,1533,0.187,0.275,0.232,0.306,287,421,356,469,
Japanese,Level 2,European,2023,97,514,0.012,426,0.014,1814,0.181,0.294,0.24,0.284,329,534,436,515,
Japanese,Level 2,European,2024,104,565,0.012,452,0.014,1975,0.21,0.285,0.247,0.259,414,562,487,512,
Japanese,Level 2,M?ori,2015,47,74,0.005,65,0.007,276,0.272,0.272,0.203,0.254,75,75,56,70,
Japanese,Level 2,M?ori,2016,62,106,0.007,91,0.009,406,0.256,0.241,0.249,0.254,104,98,101,103,
Japanese,Level 2,M?ori,2017,52,91,0.006,78,0.008,351,0.319,0.291,0.219,0.171,112,102,77,60,
Japanese,Level 2,M?ori,2018,42,75,0.005,54,0.006,248,0.351,0.339,0.133,0.177,87,84,33,44,
Japanese,Level 2,M?ori,2019,61,99,0.007,73,0.008,337,0.329,0.306,0.199,0.166,111,103,67,56,
Japanese,Level 2,M?ori,2020,41,72,0.005,46,0.005,220,0.282,0.327,0.2,0.191,62,72,44,42,
Japanese,Level 2,M?ori,2021,57,86,0.006,58,0.007,271,0.162,0.38,0.31,0.148,44,103,84,40,
Japanese,Level 2,M?ori,2022,53,95,0.006,54,0.007,278,0.237,0.327,0.227,0.209,66,91,63,58,
Japanese,Level 2,M?ori,2023,51,101,0.006,69,0.008,291,0.296,0.344,0.265,0.096,86,100,77,28,
Japanese,Level 2,M?ori,2024,55,122,0.007,84,0.009,383,0.303,0.36,0.185,0.151,116,138,71,58,
Japanese,Level 2,Middle Eastern/Latin American/African,2015,2,2,0.001,2,0.002,8,0,0.375,0,0.625,0,3,0,5,Small Cohort
Japanese,Level 2,Middle Eastern/Latin American/African,2016,6,6,0.004,6,0.006,26,0.115,0.115,0.462,0.308,3,3,12,8,Small Cohort
Japanese,Level 2,Middle Eastern/Latin American/African,2017,7,8,0.005,8,0.007,34,0.059,0.294,0.382,0.265,2,10,13,9,
Japanese,Level 2,Middle Eastern/Latin American/African,2018,4,4,0.003,4,0.004,16,0.25,0.313,0.188,0.25,4,5,3,4,Small Cohort
Japanese,Level 2,Middle Eastern/Latin American/African,2019,16,19,0.012,15,0.014,73,0.219,0.329,0.192,0.26,16,24,14,19,
Japanese,Level 2,Middle Eastern/Latin American/African,2020,14,14,0.009,10,0.009,51,0.235,0.098,0.314,0.353,12,5,16,18,
Japanese,Level 2,Middle Eastern/Latin American/African,2021,10,10,0.006,9,0.008,41,0.195,0.195,0.268,0.341,8,8,11,14,
Japanese,Level 2,Middle Eastern/Latin American/African,2022,10,12,0.007,10,0.009,47,0.191,0.234,0.298,0.277,9,11,14,13,
Japanese,Level 2,Middle Eastern/Latin American/African,2023,17,20,0.011,17,0.013,74,0.095,0.216,0.351,0.338,7,16,26,25,
Japanese,Level 2,Middle Eastern/Latin American/African,2024,19,22,0.01,20,0.014,79,0.139,0.177,0.304,0.38,11,14,24,30,
Japanese,Level 2,Pacific Peoples,2015,31,62,0.007,59,0.01,255,0.294,0.306,0.227,0.173,75,78,58,44,
Japanese,Level 2,Pacific Peoples,2016,34,59,0.007,50,0.008,230,0.296,0.278,0.261,0.165,68,64,60,38,
Japanese,Level 2,Pacific Peoples,2017,26,54,0.006,51,0.008,213,0.38,0.286,0.155,0.178,81,61,33,38,
Japanese,Level 2,Pacific Peoples,2018,34,73,0.008,56,0.009,265,0.272,0.343,0.181,0.204,72,91,48,54,
Japanese,Level 2,Pacific Peoples,2019,37,82,0.009,58,0.01,258,0.372,0.306,0.147,0.174,96,79,38,45,
Japanese,Level 2,Pacific Peoples,2020,24,61,0.007,31,0.005,178,0.354,0.365,0.163,0.118,63,65,29,21,
Japanese,Level 2,Pacific Peoples,2021,31,66,0.007,39,0.007,200,0.24,0.335,0.27,0.155,48,67,54,31,
Japanese,Level 2,Pacific Peoples,2022,30,48,0.005,39,0.007,175,0.16,0.366,0.234,0.24,28,64,41,42,
Japanese,Level 2,Pacific Peoples,2023,33,58,0.006,46,0.008,200,0.195,0.405,0.23,0.17,39,81,46,34,
Japanese,Level 2,Pacific Peoples,2024,36,70,0.006,54,0.008,237,0.291,0.376,0.215,0.118,69,89,51,28,
Japanese,Level 3,Asian,2015,97,367,0.047,300,0.046,1483,0.059,0.171,0.257,0.514,87,253,381,762,
Japanese,Level 3,Asian,2016,117,360,0.044,293,0.042,1425,0.067,0.145,0.231,0.556,96,207,329,793,
Japanese,Level 3,Asian,2017,109,396,0.043,333,0.044,1608,0.052,0.131,0.243,0.575,83,210,390,925,
Japanese,Level 3,Asian,2018,105,421,0.044,349,0.044,1622,0.076,0.176,0.226,0.521,124,286,367,845,
Japanese,Level 3,Asian,2019,100,417,0.043,318,0.041,1551,0.06,0.162,0.288,0.49,93,252,446,760,
Japanese,Level 3,Asian,2020,103,448,0.044,327,0.041,1581,0.065,0.179,0.222,0.534,103,283,351,844,
Japanese,Level 3,Asian,2021,108,431,0.042,330,0.041,1571,0.039,0.143,0.226,0.591,62,225,355,929,
Japanese,Level 3,Asian,2022,88,397,0.038,315,0.04,1455,0.094,0.178,0.249,0.479,137,259,362,697,
Japanese,Level 3,Asian,2023,89,353,0.035,294,0.038,1336,0.07,0.2,0.257,0.473,93,267,344,632,
Japanese,Level 3,Asian,2024,98,411,0.033,303,0.032,1462,0.06,0.184,0.249,0.508,87,269,364,742,
Japanese,Level 3,European,2015,93,253,0.008,212,0.008,1006,0.191,0.264,0.22,0.325,192,266,221,327,
Japanese,Level 3,European,2016,96,240,0.008,206,0.008,947,0.225,0.272,0.195,0.307,213,258,185,291,
Japanese,Level 3,European,2017,78,248,0.008,211,0.008,970,0.199,0.272,0.229,0.3,193,264,222,291,
Japanese,Level 3,European,2018,86,311,0.01,264,0.011,1182,0.179,0.253,0.228,0.339,212,299,270,401,
Japanese,Level 3,European,2019,81,268,0.008,219,0.009,1015,0.168,0.259,0.239,0.333,171,263,243,338,
Japanese,Level 3,European,2020,83,299,0.009,226,0.009,1051,0.159,0.241,0.227,0.373,167,253,239,392,
Japanese,Level 3,European,2021,79,271,0.008,209,0.008,973,0.132,0.253,0.253,0.363,128,246,246,353,
Japanese,Level 3,European,2022,86,282,0.009,222,0.009,1012,0.155,0.253,0.234,0.358,157,256,237,362,
Japanese,Level 3,European,2023,75,255,0.008,200,0.008,924,0.184,0.264,0.242,0.31,170,244,224,286,
Japanese,Level 3,European,2024,79,318,0.009,249,0.01,1132,0.181,0.299,0.232,0.288,205,338,263,326,
Japanese,Level 3,M?ori,2015,25,32,0.004,28,0.005,127,0.276,0.244,0.213,0.268,35,31,27,34,
Japanese,Level 3,M?ori,2016,33,47,0.005,37,0.006,159,0.327,0.277,0.157,0.239,52,44,25,38,
Japanese,Level 3,M?ori,2017,41,63,0.006,47,0.007,219,0.279,0.279,0.187,0.256,61,61,41,56,
Japanese,Level 3,M?ori,2018,32,47,0.005,41,0.006,180,0.361,0.278,0.117,0.244,65,50,21,44,
Japanese,Level 3,M?ori,2019,33,38,0.004,25,0.004,124,0.29,0.282,0.145,0.282,36,35,18,35,
Japanese,Level 3,M?ori,2020,37,48,0.005,31,0.005,151,0.225,0.338,0.205,0.232,34,51,31,35,
Japanese,Level 3,M?ori,2021,26,37,0.004,19,0.003,110,0.291,0.255,0.227,0.227,32,28,25,25,
Japanese,Level 3,M?ori,2022,30,43,0.004,29,0.005,138,0.326,0.29,0.21,0.174,45,40,29,24,
Japanese,Level 3,M?ori,2023,23,43,0.004,28,0.005,132,0.311,0.273,0.242,0.174,41,36,32,23,
Japanese,Level 3,M?ori,2024,31,49,0.004,31,0.005,154,0.37,0.357,0.143,0.13,57,55,22,20,
Japanese,Level 3,Middle Eastern/Latin American/African,2015,10,12,0.012,10,0.013,46,0.152,0.457,0.217,0.174,7,21,10,8,
Japanese,Level 3,Middle Eastern/Latin American/African,2016,4,3,0.003,3,0.004,13,0.154,0.077,0.231,0.538,2,1,3,7,Small Cohort
Japanese,Level 3,Middle Eastern/Latin American/African,2017,5,5,0.005,5,0.006,23,0.174,0.348,0.174,0.304,4,8,4,7,Small Cohort
Japanese,Level 3,Middle Eastern/Latin American/African,2018,4,5,0.004,5,0.006,23,0.217,0.304,0.304,0.174,5,7,7,4,Small Cohort
Japanese,Level 3,Middle Eastern/Latin American/African,2019,4,4,0.003,3,0.003,14,0.071,0.286,0.429,0.214,1,4,6,3,Small Cohort
Japanese,Level 3,Middle Eastern/Latin American/African,2020,9,10,0.008,7,0.008,36,0.167,0.25,0.167,0.417,6,9,6,15,
Japanese,Level 3,Middle Eastern/Latin American/African,2021,6,6,0.005,6,0.006,28,0.071,0.25,0.357,0.321,2,7,10,9,Small Cohort
Japanese,Level 3,Middle Eastern/Latin American/African,2022,8,8,0.006,5,0.005,23,0.043,0.174,0.261,0.522,1,4,6,12,Small Cohort
Japanese,Level 3,Middle Eastern/Latin American/African,2023,5,7,0.005,6,0.006,29,0.207,0.345,0.138,0.31,6,10,4,9,Small Cohort
Japanese,Level 3,Middle Eastern/Latin American/African,2024,14,16,0.01,12,0.01,56,0.179,0.196,0.357,0.268,10,11,20,15,
Japanese,Level 3,Pacific Peoples,2015,14,24,0.004,21,0.005,96,0.292,0.24,0.24,0.229,28,23,23,22,
Japanese,Level 3,Pacific Peoples,2016,19,36,0.006,29,0.007,136,0.338,0.228,0.25,0.184,46,31,34,25,
Japanese,Level 3,Pacific Peoples,2017,21,34,0.005,27,0.006,128,0.453,0.156,0.172,0.219,58,20,22,28,
Japanese,Level 3,Pacific Peoples,2018,20,37,0.006,25,0.005,127,0.386,0.299,0.157,0.157,49,38,20,20,
Japanese,Level 3,Pacific Peoples,2019,18,36,0.006,27,0.006,127,0.339,0.299,0.134,0.228,43,38,17,29,
Japanese,Level 3,Pacific Peoples,2020,20,42,0.006,25,0.006,126,0.341,0.405,0.135,0.119,43,51,17,15,
Japanese,Level 3,Pacific Peoples,2021,14,26,0.004,14,0.003,77,0.247,0.312,0.273,0.169,19,24,21,13,
Japanese,Level 3,Pacific Peoples,2022,16,35,0.005,26,0.006,118,0.347,0.347,0.178,0.127,41,41,21,15,
Japanese,Level 3,Pacific Peoples,2023,19,29,0.004,25,0.006,108,0.25,0.38,0.148,0.222,27,41,16,24,
Japanese,Level 3,Pacific Peoples,2024,21,35,0.005,28,0.006,133,0.353,0.331,0.173,0.143,47,44,23,19,
Korean,Level 1,Asian,2015,1,4,0,4,0,12,0,0,0.083,0.917,0,0,1,11,Small Cohort
Korean,Level 1,Asian,2016,16,20,0.002,15,0.002,59,0,0,0.203,0.797,0,0,12,47,
Korean,Level 1,Asian,2017,5,25,0.002,10,0.001,63,0,0.159,0.127,0.714,0,10,8,45,
Korean,Level 1,Asian,2018,6,47,0.004,12,0.001,108,0.009,0.111,0.287,0.593,1,12,31,64,
Korean,Level 1,Asian,2019,10,47,0.004,10,0.001,106,0.009,0.123,0.358,0.509,1,13,38,54,
Korean,Level 1,Asian,2020,16,50,0.003,16,0.002,128,0.078,0.195,0.383,0.344,10,25,49,44,
Korean,Level 1,Asian,2021,15,27,0.002,12,0.002,77,0.026,0.156,0.325,0.494,2,12,25,38,
Korean,Level 1,Asian,2022,12,21,0.001,3,0,45,0.022,0.089,0.533,0.356,1,4,24,16,
Korean,Level 1,Asian,2023,18,36,0.002,9,0.001,84,0.131,0.167,0.417,0.286,11,14,35,24,
Korean,Level 1,Asian,2024,13,27,0.002,1,0,55,0.091,0.236,0.382,0.291,5,13,21,16,
Korean,Level 1,European,2016,2,3,0,2,0,8,0,0,0.125,0.875,0,0,1,7,Small Cohort
Korean,Level 1,European,2017,2,5,0,1,0,11,0.182,0.273,0.091,0.455,2,3,1,5,Small Cohort
Korean,Level 1,European,2018,3,12,0,6,0,28,0.321,0.179,0.214,0.286,9,5,6,8,Small Cohort
Korean,Level 1,European,2019,3,12,0,8,0,35,0.057,0.257,0.314,0.371,2,9,11,13,
Korean,Level 1,European,2020,6,8,0,3,0,22,0.091,0.182,0.455,0.273,2,4,10,6,Small Cohort
Korean,Level 1,European,2021,2,10,0,8,0,38,0.132,0.158,0.289,0.421,5,6,11,16,
Korean,Level 1,European,2022,,,,,,2,,,,,,,,,Small Cohort
Korean,Level 1,European,2023,1,2,0,2,0,8,0,0.25,0.25,0.5,0,2,2,4,Small Cohort
Korean,Level 1,European,2024,5,6,0,3,0,17,0.059,0.235,0.588,0.118,1,4,10,2,Small Cohort
Korean,Level 1,M?ori,2017,,,,,,3,,,,,,,,,Small Cohort
Korean,Level 1,M?ori,2018,,,,,,3,,,,,,,,,Small Cohort
Korean,Level 1,M?ori,2019,1,5,0,5,0,18,0.111,0.222,0.333,0.333,2,4,6,6,Small Cohort
Korean,Level 1,M?ori,2020,3,3,0,1,0,8,0,0.25,0.5,0.25,0,2,4,2,Small Cohort
Korean,Level 1,M?ori,2021,,,,,,1,,,,,,,,,Small Cohort
Korean,Level 1,M?ori,2022,,,,,,1,,,,,,,,,Small Cohort
Korean,Level 1,M?ori,2023,,,,,,4,,,,,,,,,Small Cohort
Korean,Level 1,M?ori,2024,,,,,,2,,,,,,,,,Small Cohort
Korean,Level 1,Middle Eastern/Latin American/African,2018,1,1,0.001,1,0.001,5,0,0,0.2,0.8,0,0,1,4,Small Cohort
Korean,Level 1,Middle Eastern/Latin American/African,2019,,,,,,1,,,,,,,,,Small Cohort
Korean,Level 1,Middle Eastern/Latin American/African,2021,1,1,0,1,0.001,5,0,0,0.2,0.8,0,0,1,4,Small Cohort
Korean,Level 1,Pacific Peoples,2017,,,,,,3,,,,,,,,,Small Cohort
Korean,Level 1,Pacific Peoples,2018,1,2,0,2,0,6,0.833,0,0,0.167,5,0,0,1,Small Cohort
Korean,Level 1,Pacific Peoples,2020,,,,,,1,,,,,,,,,Small Cohort
Korean,Level 1,Pacific Peoples,2021,,,,,,3,,,,,,,,,Small Cohort
Korean,Level 1,Pacific Peoples,2022,,,,,,2,,,,,,,,,Small Cohort
Korean,Level 1,Pacific Peoples,2023,,,,,,4,,,,,,,,,Small Cohort
Korean,Level 1,Pacific Peoples,2024,2,2,0,2,0,8,0.5,0.25,0.25,0,4,2,2,0,Small Cohort
Korean,Level 2,Asian,2015,1,7,0.001,7,0.001,21,0,0.095,0.381,0.524,0,2,8,11,Small Cohort
Korean,Level 2,Asian,2016,18,42,0.004,35,0.004,129,0.008,0.085,0.248,0.659,1,11,32,85,
Korean,Level 2,Asian,2017,3,19,0.002,10,0.001,63,0,0,0.286,0.714,0,0,18,45,
Korean,Level 2,Asian,2018,4,35,0.003,10,0.001,90,0,0.044,0.344,0.611,0,4,31,55,
Korean,Level 2,Asian,2019,17,43,0.003,17,0.002,127,0.016,0.087,0.346,0.551,2,11,44,70,
Korean,Level 2,Asian,2020,18,41,0.003,9,0.001,104,0,0.01,0.356,0.635,0,1,37,66,
Korean,Level 2,Asian,2021,22,39,0.003,16,0.002,112,0.045,0.08,0.33,0.545,5,9,37,61,
Korean,Level 2,Asian,2022,24,35,0.003,9,0.001,91,0,0.11,0.418,0.473,0,10,38,43,
Korean,Level 2,Asian,2023,20,33,0.002,8,0.001,87,0.011,0.057,0.379,0.552,1,5,33,48,
Korean,Level 2,Asian,2024,34,67,0.004,13,0.001,157,0.07,0.166,0.325,0.439,11,26,51,69,
Korean,Level 2,European,2016,2,2,0,2,0,8,0,0,0.125,0.875,0,0,1,7,Small Cohort
