Secondary Subject,Level,Ethnicity,Academic Year,Provider Count,Students Assessed in 1+ Credits Count,Students Assessed in 1+ Credits Rate,Students Assessed in 14+ Credits Count,Students Assessed in 14+ Credits Rate,Assessed Count,Not Achieved Rate,Achieved Rate,Merit Rate,Excellence Rate,Not Achieved Count,Achieved Count,Merit Count,Excellence Count,Cohort Warning
Technology - Construction and Mechanical Technologies,Level 2,M?ori,2015,173,597,0.041,5,0.001,767,0.253,0.408,0.203,0.136,194,313,156,104,
Technology - Construction and Mechanical Technologies,Level 2,M?ori,2016,185,625,0.042,3,0,756,0.27,0.388,0.183,0.16,204,293,138,121,
Technology - Construction and Mechanical Technologies,Level 2,M?ori,2017,169,618,0.041,7,0.001,763,0.27,0.413,0.17,0.147,206,315,130,112,
Technology - Construction and Mechanical Technologies,Level 2,M?ori,2018,166,563,0.039,4,0,664,0.291,0.377,0.158,0.175,193,250,105,116,
Technology - Construction and Mechanical Technologies,Level 2,M?ori,2019,149,482,0.033,4,0,568,0.261,0.34,0.229,0.171,148,193,130,97,
Technology - Construction and Mechanical Technologies,Level 2,M?ori,2020,148,488,0.033,0,0,577,0.288,0.369,0.196,0.147,166,213,113,85,
Technology - Construction and Mechanical Technologies,Level 2,M?ori,2021,138,411,0.027,12,0.001,477,0.287,0.346,0.187,0.18,137,165,89,86,
Technology - Construction and Mechanical Technologies,Level 2,M?ori,2022,141,432,0.029,4,0,492,0.309,0.352,0.175,0.165,152,173,86,81,
Technology - Construction and Mechanical Technologies,Level 2,M?ori,2023,141,520,0.032,11,0.001,625,0.291,0.338,0.182,0.189,182,211,114,118,
Technology - Construction and Mechanical Technologies,Level 2,M?ori,2024,135,473,0.027,2,0,558,0.269,0.332,0.176,0.224,150,185,98,125,
Technology - Construction and Mechanical Technologies,Level 2,Middle Eastern/Latin American/African,2015,55,77,0.055,0,0,96,0.219,0.417,0.167,0.198,21,40,16,19,
Technology - Construction and Mechanical Technologies,Level 2,Middle Eastern/Latin American/African,2016,56,91,0.064,3,0.003,118,0.229,0.407,0.178,0.186,27,48,21,22,
Technology - Construction and Mechanical Technologies,Level 2,Middle Eastern/Latin American/African,2017,43,59,0.038,1,0.001,75,0.173,0.307,0.2,0.32,13,23,15,24,
Technology - Construction and Mechanical Technologies,Level 2,Middle Eastern/Latin American/African,2018,44,70,0.047,2,0.002,84,0.298,0.405,0.119,0.179,25,34,10,15,
Technology - Construction and Mechanical Technologies,Level 2,Middle Eastern/Latin American/African,2019,48,76,0.049,3,0.003,96,0.219,0.229,0.26,0.292,21,22,25,28,
Technology - Construction and Mechanical Technologies,Level 2,Middle Eastern/Latin American/African,2020,42,64,0.039,0,0,74,0.203,0.446,0.162,0.189,15,33,12,14,
Technology - Construction and Mechanical Technologies,Level 2,Middle Eastern/Latin American/African,2021,57,92,0.054,0,0,106,0.198,0.34,0.208,0.255,21,36,22,27,
Technology - Construction and Mechanical Technologies,Level 2,Middle Eastern/Latin American/African,2022,42,78,0.047,0,0,90,0.222,0.3,0.2,0.278,20,27,18,25,
Technology - Construction and Mechanical Technologies,Level 2,Middle Eastern/Latin American/African,2023,55,87,0.047,2,0.002,108,0.204,0.417,0.139,0.241,22,45,15,26,
Technology - Construction and Mechanical Technologies,Level 2,Middle Eastern/Latin American/African,2024,54,93,0.044,1,0.001,114,0.202,0.333,0.193,0.272,23,38,22,31,
Technology - Construction and Mechanical Technologies,Level 2,Pacific Peoples,2015,100,290,0.033,5,0.001,349,0.292,0.464,0.158,0.086,102,162,55,30,
Technology - Construction and Mechanical Technologies,Level 2,Pacific Peoples,2016,108,308,0.034,1,0,360,0.347,0.378,0.181,0.094,125,136,65,34,
Technology - Construction and Mechanical Technologies,Level 2,Pacific Peoples,2017,107,348,0.038,1,0,402,0.313,0.378,0.184,0.124,126,152,74,50,
Technology - Construction and Mechanical Technologies,Level 2,Pacific Peoples,2018,114,421,0.047,0,0,473,0.359,0.395,0.146,0.099,170,187,69,47,
Technology - Construction and Mechanical Technologies,Level 2,Pacific Peoples,2019,107,303,0.034,2,0,326,0.319,0.399,0.172,0.11,104,130,56,36,
Technology - Construction and Mechanical Technologies,Level 2,Pacific Peoples,2020,99,302,0.033,0,0,329,0.331,0.35,0.191,0.128,109,115,63,42,
Technology - Construction and Mechanical Technologies,Level 2,Pacific Peoples,2021,89,287,0.032,2,0,318,0.308,0.384,0.204,0.104,98,122,65,33,
Technology - Construction and Mechanical Technologies,Level 2,Pacific Peoples,2022,83,212,0.024,1,0,232,0.388,0.349,0.159,0.103,90,81,37,24,
Technology - Construction and Mechanical Technologies,Level 2,Pacific Peoples,2023,89,229,0.024,4,0.001,271,0.351,0.351,0.185,0.114,95,95,50,31,
Technology - Construction and Mechanical Technologies,Level 2,Pacific Peoples,2024,93,270,0.024,0,0,306,0.32,0.379,0.163,0.137,98,116,50,42,
Technology - Construction and Mechanical Technologies,Level 3,Asian,2015,110,339,0.044,27,0.004,502,0.205,0.319,0.195,0.281,103,160,98,141,
Technology - Construction and Mechanical Technologies,Level 3,Asian,2016,119,341,0.041,28,0.004,515,0.163,0.307,0.179,0.351,84,158,92,181,
Technology - Construction and Mechanical Technologies,Level 3,Asian,2017,113,421,0.046,51,0.007,685,0.158,0.34,0.164,0.339,108,233,112,232,
Technology - Construction and Mechanical Technologies,Level 3,Asian,2018,111,434,0.045,38,0.005,654,0.168,0.31,0.2,0.321,110,203,131,210,
Technology - Construction and Mechanical Technologies,Level 3,Asian,2019,125,418,0.043,50,0.007,662,0.137,0.323,0.205,0.334,91,214,136,221,
Technology - Construction and Mechanical Technologies,Level 3,Asian,2020,113,437,0.043,23,0.003,610,0.126,0.331,0.185,0.357,77,202,113,218,
Technology - Construction and Mechanical Technologies,Level 3,Asian,2021,110,365,0.036,35,0.004,573,0.119,0.272,0.19,0.419,68,156,109,240,
Technology - Construction and Mechanical Technologies,Level 3,Asian,2022,112,456,0.044,49,0.006,691,0.137,0.305,0.236,0.321,95,211,163,222,
Technology - Construction and Mechanical Technologies,Level 3,Asian,2023,114,440,0.044,40,0.005,659,0.155,0.297,0.22,0.328,102,196,145,216,
Technology - Construction and Mechanical Technologies,Level 3,Asian,2024,117,463,0.037,46,0.005,678,0.158,0.33,0.187,0.324,107,224,127,220,
Technology - Construction and Mechanical Technologies,Level 3,European,2015,223,1762,0.056,110,0.004,2566,0.205,0.336,0.192,0.268,525,861,492,688,
Technology - Construction and Mechanical Technologies,Level 3,European,2016,224,1747,0.056,134,0.005,2616,0.202,0.306,0.192,0.3,529,800,502,785,
Technology - Construction and Mechanical Technologies,Level 3,European,2017,221,1862,0.057,160,0.006,2820,0.165,0.289,0.213,0.333,465,814,602,939,
Technology - Construction and Mechanical Technologies,Level 3,European,2018,214,1858,0.057,129,0.005,2732,0.198,0.292,0.19,0.32,542,798,519,873,
Technology - Construction and Mechanical Technologies,Level 3,European,2019,209,1781,0.054,154,0.006,2686,0.174,0.295,0.193,0.337,468,793,519,906,
Technology - Construction and Mechanical Technologies,Level 3,European,2020,194,1675,0.05,118,0.005,2497,0.16,0.29,0.185,0.365,399,725,462,911,
Technology - Construction and Mechanical Technologies,Level 3,European,2021,190,1637,0.048,163,0.007,2504,0.146,0.279,0.207,0.368,365,699,519,921,
Technology - Construction and Mechanical Technologies,Level 3,European,2022,183,1587,0.048,132,0.006,2412,0.157,0.262,0.215,0.366,378,633,518,883,
Technology - Construction and Mechanical Technologies,Level 3,European,2023,190,1738,0.054,185,0.008,2670,0.157,0.272,0.21,0.361,420,725,561,964,
Technology - Construction and Mechanical Technologies,Level 3,European,2024,195,1879,0.054,215,0.008,2842,0.172,0.299,0.189,0.339,489,851,538,964,
Technology - Construction and Mechanical Technologies,Level 3,M?ori,2015,135,391,0.044,29,0.005,585,0.344,0.361,0.176,0.12,201,211,103,70,
Technology - Construction and Mechanical Technologies,Level 3,M?ori,2016,142,377,0.041,22,0.004,538,0.327,0.368,0.143,0.162,176,198,77,87,
Technology - Construction and Mechanical Technologies,Level 3,M?ori,2017,147,441,0.045,33,0.005,664,0.313,0.363,0.169,0.155,208,241,112,103,
Technology - Construction and Mechanical Technologies,Level 3,M?ori,2018,132,344,0.035,10,0.002,476,0.359,0.328,0.162,0.151,171,156,77,72,
Technology - Construction and Mechanical Technologies,Level 3,M?ori,2019,129,350,0.035,22,0.004,508,0.238,0.39,0.171,0.201,121,198,87,102,
Technology - Construction and Mechanical Technologies,Level 3,M?ori,2020,117,303,0.031,16,0.003,432,0.257,0.359,0.15,0.234,111,155,65,101,
Technology - Construction and Mechanical Technologies,Level 3,M?ori,2021,126,281,0.028,18,0.003,414,0.251,0.338,0.205,0.205,104,140,85,85,
Technology - Construction and Mechanical Technologies,Level 3,M?ori,2022,101,245,0.024,19,0.003,353,0.212,0.357,0.195,0.235,75,126,69,83,
Technology - Construction and Mechanical Technologies,Level 3,M?ori,2023,115,322,0.032,18,0.003,452,0.303,0.305,0.175,0.217,137,138,79,98,
Technology - Construction and Mechanical Technologies,Level 3,M?ori,2024,120,355,0.031,37,0.005,546,0.278,0.335,0.148,0.238,152,183,81,130,
Technology - Construction and Mechanical Technologies,Level 3,Middle Eastern/Latin American/African,2015,35,51,0.052,2,0.003,84,0.226,0.369,0.19,0.214,19,31,16,18,
Technology - Construction and Mechanical Technologies,Level 3,Middle Eastern/Latin American/African,2016,38,52,0.052,4,0.005,85,0.259,0.424,0.188,0.129,22,36,16,11,
Technology - Construction and Mechanical Technologies,Level 3,Middle Eastern/Latin American/African,2017,49,65,0.06,5,0.006,91,0.121,0.418,0.275,0.187,11,38,25,17,
Technology - Construction and Mechanical Technologies,Level 3,Middle Eastern/Latin American/African,2018,29,55,0.048,4,0.005,90,0.156,0.356,0.256,0.233,14,32,23,21,
Technology - Construction and Mechanical Technologies,Level 3,Middle Eastern/Latin American/African,2019,40,59,0.05,5,0.006,88,0.284,0.318,0.148,0.25,25,28,13,22,
Technology - Construction and Mechanical Technologies,Level 3,Middle Eastern/Latin American/African,2020,45,79,0.062,3,0.003,116,0.172,0.405,0.207,0.216,20,47,24,25,
Technology - Construction and Mechanical Technologies,Level 3,Middle Eastern/Latin American/African,2021,37,47,0.037,3,0.003,69,0.188,0.188,0.362,0.261,13,13,25,18,
Technology - Construction and Mechanical Technologies,Level 3,Middle Eastern/Latin American/African,2022,46,77,0.057,7,0.007,115,0.209,0.339,0.165,0.287,24,39,19,33,
Technology - Construction and Mechanical Technologies,Level 3,Middle Eastern/Latin American/African,2023,36,63,0.047,2,0.002,89,0.157,0.371,0.202,0.27,14,33,18,24,
Technology - Construction and Mechanical Technologies,Level 3,Middle Eastern/Latin American/African,2024,50,72,0.045,6,0.005,106,0.226,0.321,0.198,0.255,24,34,21,27,
Technology - Construction and Mechanical Technologies,Level 3,Pacific Peoples,2015,83,261,0.045,22,0.005,402,0.393,0.373,0.149,0.085,158,150,60,34,
Technology - Construction and Mechanical Technologies,Level 3,Pacific Peoples,2016,82,261,0.043,31,0.007,398,0.425,0.339,0.153,0.083,169,135,61,33,
Technology - Construction and Mechanical Technologies,Level 3,Pacific Peoples,2017,84,267,0.043,26,0.006,401,0.347,0.399,0.145,0.11,139,160,58,44,
Technology - Construction and Mechanical Technologies,Level 3,Pacific Peoples,2018,84,292,0.045,26,0.006,436,0.303,0.376,0.229,0.092,132,164,100,40,
Technology - Construction and Mechanical Technologies,Level 3,Pacific Peoples,2019,82,295,0.045,40,0.009,465,0.406,0.391,0.12,0.082,189,182,56,38,
Technology - Construction and Mechanical Technologies,Level 3,Pacific Peoples,2020,83,269,0.04,21,0.005,412,0.291,0.417,0.175,0.117,120,172,72,48,
Technology - Construction and Mechanical Technologies,Level 3,Pacific Peoples,2021,69,229,0.034,9,0.002,307,0.186,0.485,0.163,0.166,57,149,50,51,
Technology - Construction and Mechanical Technologies,Level 3,Pacific Peoples,2022,70,207,0.03,10,0.002,281,0.299,0.363,0.221,0.117,84,102,62,33,
Technology - Construction and Mechanical Technologies,Level 3,Pacific Peoples,2023,79,180,0.026,8,0.002,263,0.316,0.373,0.148,0.163,83,98,39,43,
Technology - Construction and Mechanical Technologies,Level 3,Pacific Peoples,2024,72,205,0.027,15,0.003,314,0.354,0.462,0.089,0.096,111,145,28,30,
Technology - Design and Visual Communication,Level 1,Asian,2015,223,1316,0.128,1023,0.121,6220,0.093,0.357,0.291,0.26,577,2219,1808,1616,
Technology - Design and Visual Communication,Level 1,Asian,2016,231,1415,0.133,1069,0.122,6475,0.1,0.36,0.272,0.267,646,2334,1764,1731,
Technology - Design and Visual Communication,Level 1,Asian,2017,227,1348,0.125,990,0.112,5975,0.104,0.369,0.276,0.252,619,2204,1649,1503,
Technology - Design and Visual Communication,Level 1,Asian,2018,217,1421,0.127,1034,0.115,6165,0.097,0.375,0.272,0.256,597,2310,1677,1581,
Technology - Design and Visual Communication,Level 1,Asian,2019,216,1451,0.109,996,0.111,5827,0.083,0.343,0.287,0.287,486,1998,1673,1670,
Technology - Design and Visual Communication,Level 1,Asian,2020,220,1450,0.097,957,0.108,5510,0.108,0.348,0.277,0.266,596,1920,1526,1468,
Technology - Design and Visual Communication,Level 1,Asian,2021,207,1094,0.08,712,0.092,4097,0.089,0.296,0.287,0.329,363,1211,1177,1346,
Technology - Design and Visual Communication,Level 1,Asian,2022,202,1210,0.086,765,0.097,4511,0.077,0.318,0.299,0.306,348,1435,1349,1379,
Technology - Design and Visual Communication,Level 1,Asian,2023,196,1361,0.083,847,0.088,4858,0.083,0.326,0.303,0.287,404,1585,1474,1395,
Technology - Design and Visual Communication,Level 1,Asian,2024,176,1121,0.09,581,0.079,2644,0.098,0.363,0.29,0.25,258,959,767,660,
Technology - Design and Visual Communication,Level 1,European,2015,305,5615,0.127,4297,0.116,26168,0.107,0.408,0.276,0.208,2801,10689,7231,5447,
Technology - Design and Visual Communication,Level 1,European,2016,313,5472,0.125,4175,0.113,25348,0.101,0.396,0.286,0.216,2569,10038,7259,5482,
Technology - Design and Visual Communication,Level 1,European,2017,305,5225,0.123,3869,0.107,22872,0.108,0.39,0.287,0.215,2476,8918,6570,4908,
Technology - Design and Visual Communication,Level 1,European,2018,296,5154,0.123,3731,0.105,22027,0.101,0.392,0.28,0.227,2214,8639,6174,5000,
Technology - Design and Visual Communication,Level 1,European,2019,290,4976,0.097,3507,0.098,20356,0.088,0.404,0.292,0.216,1783,8216,5953,4404,
Technology - Design and Visual Communication,Level 1,European,2020,277,4702,0.081,3086,0.09,18136,0.097,0.371,0.297,0.235,1754,6734,5386,4262,
Technology - Design and Visual Communication,Level 1,European,2021,267,4307,0.073,2945,0.086,16961,0.091,0.359,0.306,0.245,1538,6084,5190,4149,
Technology - Design and Visual Communication,Level 1,European,2022,257,4327,0.073,2878,0.084,16734,0.105,0.379,0.289,0.227,1762,6344,4829,3799,
Technology - Design and Visual Communication,Level 1,European,2023,239,4135,0.074,2736,0.078,15708,0.102,0.375,0.3,0.223,1599,5892,4709,3508,
Technology - Design and Visual Communication,Level 1,European,2024,204,3395,0.087,2152,0.08,8849,0.109,0.38,0.298,0.213,964,3363,2636,1886,
Technology - Design and Visual Communication,Level 1,M?ori,2015,263,1261,0.071,785,0.061,5093,0.184,0.473,0.225,0.118,939,2410,1144,600,
Technology - Design and Visual Communication,Level 1,M?ori,2016,268,1245,0.071,770,0.06,5036,0.173,0.489,0.214,0.124,869,2463,1080,624,
Technology - Design and Visual Communication,Level 1,M?ori,2017,272,1231,0.073,745,0.061,4731,0.203,0.479,0.207,0.112,960,2264,978,529,
Technology - Design and Visual Communication,Level 1,M?ori,2018,252,1073,0.067,670,0.058,4201,0.177,0.452,0.234,0.136,744,1900,984,573,
Technology - Design and Visual Communication,Level 1,M?ori,2019,254,1035,0.053,633,0.053,3907,0.171,0.461,0.219,0.148,670,1803,854,580,
Technology - Design and Visual Communication,Level 1,M?ori,2020,234,947,0.043,483,0.042,3268,0.167,0.438,0.251,0.144,545,1432,820,471,
Technology - Design and Visual Communication,Level 1,M?ori,2021,222,886,0.039,454,0.039,3029,0.175,0.416,0.249,0.16,530,1260,753,486,
Technology - Design and Visual Communication,Level 1,M?ori,2022,219,922,0.04,475,0.04,3115,0.161,0.462,0.237,0.141,500,1438,738,439,
Technology - Design and Visual Communication,Level 1,M?ori,2023,212,882,0.036,479,0.038,3040,0.181,0.417,0.249,0.153,551,1267,756,466,
Technology - Design and Visual Communication,Level 1,M?ori,2024,177,821,0.045,430,0.041,1969,0.208,0.414,0.239,0.139,409,816,471,273,
Technology - Design and Visual Communication,Level 1,Middle Eastern/Latin American/African,2015,83,141,0.103,88,0.082,584,0.135,0.408,0.288,0.17,79,238,168,99,
Technology - Design and Visual Communication,Level 1,Middle Eastern/Latin American/African,2016,79,136,0.099,95,0.085,588,0.122,0.422,0.257,0.199,72,248,151,117,
Technology - Design and Visual Communication,Level 1,Middle Eastern/Latin American/African,2017,87,136,0.101,84,0.078,529,0.119,0.431,0.276,0.174,63,228,146,92,
Technology - Design and Visual Communication,Level 1,Middle Eastern/Latin American/African,2018,92,163,0.124,99,0.091,629,0.107,0.485,0.259,0.149,67,305,163,94,
Technology - Design and Visual Communication,Level 1,Middle Eastern/Latin American/African,2019,103,170,0.092,109,0.093,659,0.146,0.445,0.203,0.206,96,293,134,136,
Technology - Design and Visual Communication,Level 1,Middle Eastern/Latin American/African,2020,95,174,0.079,108,0.091,649,0.12,0.47,0.26,0.149,78,305,169,97,
Technology - Design and Visual Communication,Level 1,Middle Eastern/Latin American/African,2021,89,147,0.068,85,0.074,504,0.109,0.417,0.292,0.183,55,210,147,92,
Technology - Design and Visual Communication,Level 1,Middle Eastern/Latin American/African,2022,88,162,0.072,90,0.076,542,0.118,0.417,0.293,0.172,64,226,159,93,
Technology - Design and Visual Communication,Level 1,Middle Eastern/Latin American/African,2023,89,149,0.065,80,0.059,482,0.11,0.434,0.278,0.178,53,209,134,86,
Technology - Design and Visual Communication,Level 1,Middle Eastern/Latin American/African,2024,84,126,0.074,72,0.072,312,0.077,0.455,0.285,0.183,24,142,89,57,
Technology - Design and Visual Communication,Level 1,Pacific Peoples,2015,165,669,0.074,432,0.062,2696,0.201,0.491,0.217,0.091,543,1323,585,245,
Technology - Design and Visual Communication,Level 1,Pacific Peoples,2016,159,728,0.082,444,0.063,2863,0.211,0.488,0.205,0.096,603,1397,588,275,
Technology - Design and Visual Communication,Level 1,Pacific Peoples,2017,161,693,0.078,445,0.063,2758,0.222,0.505,0.197,0.075,613,1393,544,208,
Technology - Design and Visual Communication,Level 1,Pacific Peoples,2018,156,693,0.081,423,0.062,2630,0.203,0.507,0.202,0.089,533,1333,530,234,
Technology - Design and Visual Communication,Level 1,Pacific Peoples,2019,156,701,0.069,380,0.054,2452,0.219,0.488,0.2,0.093,538,1196,490,228,
Technology - Design and Visual Communication,Level 1,Pacific Peoples,2020,146,654,0.052,265,0.039,1994,0.226,0.454,0.214,0.106,451,905,427,211,
Technology - Design and Visual Communication,Level 1,Pacific Peoples,2021,138,648,0.053,293,0.044,2045,0.18,0.468,0.218,0.133,369,957,446,273,
Technology - Design and Visual Communication,Level 1,Pacific Peoples,2022,146,611,0.046,290,0.042,1924,0.173,0.493,0.227,0.107,332,949,437,206,
Technology - Design and Visual Communication,Level 1,Pacific Peoples,2023,138,557,0.04,300,0.04,1858,0.175,0.457,0.239,0.128,326,850,444,238,
Technology - Design and Visual Communication,Level 1,Pacific Peoples,2024,112,405,0.039,251,0.04,1055,0.186,0.459,0.227,0.129,196,484,239,136,
Technology - Design and Visual Communication,Level 2,Asian,2015,184,776,0.071,597,0.072,3114,0.197,0.346,0.234,0.223,613,1077,729,695,
Technology - Design and Visual Communication,Level 2,Asian,2016,193,905,0.076,654,0.074,3430,0.174,0.349,0.254,0.223,596,1197,871,766,
Technology - Design and Visual Communication,Level 2,Asian,2017,196,897,0.072,669,0.073,3399,0.166,0.355,0.245,0.234,564,1205,834,796,
Technology - Design and Visual Communication,Level 2,Asian,2018,186,917,0.072,641,0.07,3285,0.19,0.353,0.237,0.22,624,1159,778,724,
