Secondary Subject,Level,Academic Year,Provider Count,Students Assessed in 1+ Credits Count,Students Assessed in 1+ Credits Rate,Students Assessed in 14+ Credits Count,Students Assessed in 14+ Credits Rate,Assessed Count,Not Achieved Rate,Achieved Rate,Merit Rate,Excellence Rate,Not Achieved Count,Achieved Count,Merit Count,Excellence Count,Cohort Warning
Technology - Digital Technologies and Hangarau Matihiko,Level 2,2016,288,5700,0.079,2113,0.04,16455,0.225,0.336,0.194,0.244,3703,5530,3200,4022,
Technology - Digital Technologies and Hangarau Matihiko,Level 2,2017,299,5587,0.077,2188,0.042,16336,0.226,0.32,0.193,0.261,3695,5230,3149,4262,
Technology - Digital Technologies and Hangarau Matihiko,Level 2,2018,280,5061,0.071,1900,0.038,14832,0.211,0.323,0.191,0.275,3132,4786,2828,4086,
Technology - Digital Technologies and Hangarau Matihiko,Level 2,2019,280,5077,0.071,2737,0.055,16453,0.212,0.303,0.192,0.293,3484,4988,3165,4816,
Technology - Digital Technologies and Hangarau Matihiko,Level 2,2020,293,4972,0.07,2891,0.059,15945,0.203,0.301,0.182,0.315,3229,4798,2896,5022,
Technology - Digital Technologies and Hangarau Matihiko,Level 2,2021,283,4628,0.066,2831,0.06,14990,0.2,0.29,0.196,0.313,3002,4350,2943,4695,
Technology - Digital Technologies and Hangarau Matihiko,Level 2,2022,277,4569,0.067,2886,0.063,15109,0.2,0.291,0.199,0.31,3024,4393,3014,4678,
Technology - Digital Technologies and Hangarau Matihiko,Level 2,2023,291,5161,0.072,3345,0.068,17328,0.207,0.293,0.198,0.301,3593,5078,3433,5224,
Technology - Digital Technologies and Hangarau Matihiko,Level 2,2024,302,5542,0.07,3689,0.069,18694,0.186,0.303,0.195,0.317,3473,5663,3637,5921,
Technology - Digital Technologies and Hangarau Matihiko,Level 3,2015,236,3487,0.07,1213,0.031,7704,0.247,0.352,0.186,0.215,1903,2709,1436,1656,
Technology - Digital Technologies and Hangarau Matihiko,Level 3,2016,250,3446,0.068,1441,0.037,8146,0.219,0.359,0.19,0.233,1780,2922,1546,1898,
Technology - Digital Technologies and Hangarau Matihiko,Level 3,2017,257,3695,0.07,1381,0.034,8358,0.21,0.338,0.183,0.268,1758,2823,1533,2244,
Technology - Digital Technologies and Hangarau Matihiko,Level 3,2018,252,3534,0.066,1473,0.037,8413,0.204,0.317,0.191,0.289,1713,2669,1603,2428,
Technology - Digital Technologies and Hangarau Matihiko,Level 3,2019,261,3450,0.064,1670,0.042,9304,0.209,0.328,0.184,0.279,1947,3052,1708,2597,
Technology - Digital Technologies and Hangarau Matihiko,Level 3,2020,269,3507,0.065,1783,0.046,10188,0.186,0.294,0.184,0.337,1890,2995,1873,3430,
Technology - Digital Technologies and Hangarau Matihiko,Level 3,2021,274,3522,0.065,2077,0.053,10908,0.165,0.299,0.179,0.357,1797,3257,1957,3897,
Technology - Digital Technologies and Hangarau Matihiko,Level 3,2022,254,3158,0.059,1965,0.053,9974,0.185,0.286,0.191,0.338,1843,2850,1910,3371,
Technology - Digital Technologies and Hangarau Matihiko,Level 3,2023,263,3445,0.066,2323,0.062,11565,0.175,0.286,0.196,0.343,2023,3308,2263,3971,
Technology - Digital Technologies and Hangarau Matihiko,Level 3,2024,263,3650,0.063,2425,0.058,12321,0.173,0.293,0.192,0.342,2131,3612,2368,4210,
Technology - Processing Technologies,Level 1,2015,115,2823,0.038,0,0,3738,0.172,0.367,0.235,0.226,644,1373,878,843,
Technology - Processing Technologies,Level 1,2016,126,2789,0.038,0,0,3601,0.148,0.353,0.241,0.258,534,1271,867,929,
Technology - Processing Technologies,Level 1,2017,128,3304,0.047,0,0,4087,0.121,0.346,0.237,0.296,493,1415,970,1209,
Technology - Processing Technologies,Level 1,2018,123,2971,0.043,0,0,3721,0.139,0.336,0.234,0.291,516,1249,872,1084,
Technology - Processing Technologies,Level 1,2019,121,3007,0.036,0,0,3420,0.142,0.322,0.244,0.293,485,1100,834,1001,
Technology - Processing Technologies,Level 1,2020,113,2899,0.03,0,0,3419,0.13,0.329,0.241,0.3,446,1125,823,1025,
Technology - Processing Technologies,Level 1,2021,121,2911,0.031,0,0,3687,0.165,0.347,0.216,0.272,607,1280,796,1004,
Technology - Processing Technologies,Level 1,2022,108,2880,0.03,0,0,3464,0.145,0.342,0.24,0.274,501,1185,830,948,
Technology - Processing Technologies,Level 1,2023,103,2782,0.029,0,0,3387,0.149,0.323,0.255,0.274,503,1095,862,927,
Technology - Processing Technologies,Level 2,2015,77,1043,0.015,0,0,1173,0.188,0.376,0.211,0.225,220,441,248,264,
Technology - Processing Technologies,Level 2,2016,99,1347,0.019,0,0,1545,0.21,0.353,0.197,0.24,324,545,305,371,
Technology - Processing Technologies,Level 2,2017,104,1473,0.02,0,0,1628,0.19,0.313,0.243,0.254,309,510,395,414,
Technology - Processing Technologies,Level 2,2018,92,1326,0.019,0,0,1450,0.232,0.301,0.21,0.257,336,437,304,373,
Technology - Processing Technologies,Level 2,2019,103,1338,0.019,0,0,1442,0.217,0.291,0.237,0.255,313,419,342,368,
Technology - Processing Technologies,Level 2,2020,104,1458,0.02,0,0,1573,0.205,0.286,0.235,0.275,322,450,369,432,
Technology - Processing Technologies,Level 2,2021,101,1455,0.021,0,0,1640,0.19,0.324,0.208,0.279,311,531,341,457,
Technology - Processing Technologies,Level 2,2022,96,1268,0.019,0,0,1441,0.211,0.305,0.208,0.276,304,439,300,398,
Technology - Processing Technologies,Level 2,2023,101,1425,0.02,0,0,1610,0.232,0.32,0.216,0.232,373,516,347,374,
Technology - Processing Technologies,Level 2,2024,95,1782,0.022,0,0,2027,0.271,0.301,0.194,0.233,550,611,394,472,
Technology - Processing Technologies,Level 3,2015,75,788,0.016,0,0,860,0.271,0.309,0.199,0.221,233,266,171,190,
Technology - Processing Technologies,Level 3,2016,81,804,0.016,0,0,849,0.267,0.296,0.188,0.249,227,251,160,211,
Technology - Processing Technologies,Level 3,2017,84,865,0.016,0,0,891,0.219,0.318,0.198,0.266,195,283,176,237,
Technology - Processing Technologies,Level 3,2018,79,851,0.016,0,0,878,0.221,0.321,0.187,0.271,194,282,164,238,
Technology - Processing Technologies,Level 3,2019,83,842,0.016,0,0,872,0.221,0.322,0.17,0.287,193,281,148,250,
Technology - Processing Technologies,Level 3,2020,80,831,0.015,0,0,858,0.198,0.374,0.177,0.251,170,321,152,215,
Technology - Processing Technologies,Level 3,2021,71,798,0.015,0,0,839,0.18,0.335,0.188,0.297,151,281,158,249,
Technology - Processing Technologies,Level 3,2022,69,751,0.014,0,0,793,0.184,0.359,0.16,0.296,146,285,127,235,
Technology - Processing Technologies,Level 3,2023,71,786,0.015,0,0,858,0.272,0.33,0.153,0.246,233,283,131,211,
Technology - Processing Technologies,Level 3,2024,69,939,0.016,0,0,1041,0.225,0.323,0.183,0.269,234,336,191,280,
Tikanga a-Iwi,Level 1,2015,12,86,0.001,3,0,171,0.07,0.374,0.304,0.251,12,64,52,43,
Tikanga a-Iwi,Level 1,2016,12,92,0.001,2,0,137,0.095,0.431,0.307,0.168,13,59,42,23,
Tikanga a-Iwi,Level 1,2017,14,102,0.001,4,0,202,0.035,0.569,0.223,0.173,7,115,45,35,
Tikanga a-Iwi,Level 1,2018,14,104,0.001,11,0,226,0.013,0.553,0.239,0.195,3,125,54,44,
Tikanga a-Iwi,Level 1,2019,17,158,0.002,0,0,292,0.202,0.418,0.171,0.209,59,122,50,61,
Tikanga a-Iwi,Level 1,2020,18,145,0.002,0,0,226,0.159,0.332,0.235,0.274,36,75,53,62,
Tikanga a-Iwi,Level 1,2021,16,130,0.001,22,0,257,0.218,0.323,0.206,0.253,56,83,53,65,
Tikanga a-iwi,Level 1,2022,16,119,0.001,7,0,221,0.09,0.425,0.249,0.235,20,94,55,52,
Tikanga a-Iwi,Level 1,2023,13,100,0.001,1,0,199,0.126,0.432,0.286,0.156,25,86,57,31,
Tikanga a-iwi,Level 1,2024,18,137,0.002,35,0.001,270,0.178,0.333,0.307,0.181,48,90,83,49,
Tikanga a-iwi,Level 2,2016,3,12,0,0,0,16,0,0.75,0.25,0,0,12,4,0,Small Cohort
Tikanga a-iwi,Level 2,2017,5,49,0.001,8,0,105,0.086,0.571,0.229,0.114,9,60,24,12,
Tikanga a-iwi,Level 2,2018,5,32,0,6,0,73,0,0.384,0.247,0.37,0,28,18,27,
Tikanga a-iwi,Level 2,2019,12,48,0.001,0,0,95,0.084,0.253,0.221,0.442,8,24,21,42,
Tikanga a-iwi,Level 2,2020,9,60,0.001,0,0,92,0.033,0.207,0.337,0.424,3,19,31,39,
Tikanga a-iwi,Level 2,2021,15,88,0.001,20,0,199,0.176,0.382,0.296,0.146,35,76,59,29,
Tikanga a-iwi,Level 2,2022,9,52,0.001,1,0,84,0.119,0.44,0.31,0.131,10,37,26,11,
Tikanga a-iwi,Level 2,2023,12,66,0.001,14,0,171,0.123,0.298,0.304,0.275,21,51,52,47,
Tikanga a-iwi,Level 2,2024,12,86,0.001,26,0,242,0.099,0.223,0.343,0.335,24,54,83,81,
Tikanga a-iwi,Level 3,2017,2,7,0,1,0,22,0.273,0.409,0.182,0.136,6,9,4,3,Small Cohort
Tikanga a-iwi,Level 3,2018,7,30,0.001,11,0,74,0.041,0.284,0.284,0.392,3,21,21,29,
Tikanga a-iwi,Level 3,2019,13,54,0.001,18,0,134,0.03,0.381,0.343,0.246,4,51,46,33,
Tikanga a-iwi,Level 3,2020,13,28,0.001,0,0,56,0,0.339,0.268,0.393,0,19,15,22,
Tikanga a-iwi,Level 3,2021,14,80,0.001,23,0.001,174,0.195,0.356,0.264,0.184,34,62,46,32,
Tikanga a-iwi,Level 3,2022,12,93,0.002,8,0,213,0.15,0.319,0.211,0.319,32,68,45,68,
Tikanga a-iwi,Level 3,2023,10,55,0.001,9,0,109,0.073,0.339,0.266,0.321,8,37,29,35,
Tikanga a-iwi,Level 3,2024,15,88,0.002,39,0.001,229,0.035,0.306,0.201,0.459,8,70,46,105,
Vagahau Niue,Level 1,2024,3,57,0.001,44,0.001,195,0.174,0.421,0.267,0.138,34,82,52,27,
Visual Arts,Level 1,2015,408,14298,0.193,11003,0.185,38177,0.085,0.385,0.283,0.247,3258,14700,10804,9415,
Visual Arts,Level 1,2016,412,14372,0.197,10925,0.185,37528,0.082,0.377,0.289,0.252,3078,14143,10847,9460,
Visual Arts,Level 1,2017,414,14141,0.199,10697,0.185,36877,0.076,0.378,0.29,0.256,2820,13937,10677,9443,
Visual Arts,Level 1,2018,413,14437,0.207,10960,0.194,36619,0.079,0.382,0.289,0.249,2907,13990,10594,9128,
Visual Arts,Level 1,2019,412,16050,0.191,11121,0.197,37710,0.084,0.392,0.281,0.242,3181,14789,10599,9141,
Visual Arts,Level 1,2020,406,14748,0.155,10032,0.184,33135,0.087,0.371,0.283,0.26,2870,12297,9361,8607,
Visual Arts,Level 1,2021,401,13389,0.143,9423,0.178,30624,0.083,0.351,0.288,0.278,2544,10756,8808,8516,
Visual Arts,Level 1,2022,393,13372,0.141,9073,0.172,29954,0.103,0.369,0.274,0.253,3087,11064,8219,7584,
Visual Arts,Level 1,2023,379,13071,0.138,8976,0.161,29681,0.106,0.371,0.273,0.251,3139,11002,8096,7444,
Visual Arts,Level 1,2024,351,12050,0.179,7029,0.163,29766,0.162,0.392,0.245,0.202,4811,11675,7280,6000,
Visual Arts,Level 2,2015,408,11560,0.164,9078,0.177,39665,0.099,0.317,0.295,0.289,3922,12565,11704,11474,
Visual Arts,Level 2,2016,402,12177,0.169,9578,0.183,41083,0.092,0.321,0.302,0.285,3791,13189,12414,11689,
Visual Arts,Level 2,2017,412,12345,0.17,9615,0.185,40907,0.091,0.318,0.303,0.288,3721,13011,12395,11780,
Visual Arts,Level 2,2018,409,11952,0.168,9380,0.186,38556,0.096,0.325,0.298,0.281,3695,12523,11508,10830,
Visual Arts,Level 2,2019,414,12237,0.171,9383,0.189,38253,0.098,0.329,0.296,0.277,3759,12571,11327,10596,
Visual Arts,Level 2,2020,408,11998,0.168,9197,0.188,36619,0.093,0.313,0.296,0.299,3410,11454,10823,10932,
Visual Arts,Level 2,2021,417,11894,0.17,8914,0.189,36108,0.102,0.311,0.286,0.301,3693,11229,10309,10877,
Visual Arts,Level 2,2022,411,11373,0.168,8594,0.187,34589,0.109,0.32,0.292,0.279,3766,11080,10084,9659,
Visual Arts,Level 2,2023,410,11974,0.167,8934,0.181,35843,0.107,0.332,0.291,0.27,3824,11915,10416,9688,
Visual Arts,Level 2,2024,414,13439,0.17,10055,0.188,40348,0.114,0.347,0.281,0.258,4585,13997,11346,10420,
Visual Arts,Level 3,2015,133,915,0.018,0,0,915,0.105,0.392,0.257,0.246,96,359,235,225,
Visual Arts,Level 3,2016,125,996,0.02,0,0,996,0.116,0.38,0.249,0.255,116,378,248,254,
Visual Arts,Level 3,2017,127,997,0.019,0,0,997,0.126,0.353,0.255,0.266,126,352,254,265,
Visual Arts,Level 3,2018,123,826,0.015,0,0,827,0.111,0.341,0.254,0.294,92,282,210,243,
Visual Arts,Level 3,2019,131,873,0.016,0,0,873,0.093,0.342,0.261,0.304,81,299,228,265,
Visual Arts,Level 3,2020,130,998,0.018,0,0,998,0.122,0.328,0.256,0.295,122,327,255,294,
Visual Arts,Level 3,2021,128,873,0.016,0,0,873,0.117,0.278,0.301,0.304,102,243,263,265,
Visual Arts,Level 3,2022,116,715,0.013,0,0,715,0.129,0.348,0.239,0.284,92,249,171,203,
Visual Arts,Level 3,2023,112,733,0.014,0,0,735,0.087,0.365,0.254,0.294,64,268,187,216,
Visual Arts,Level 3,2024,108,859,0.015,0,0,859,0.094,0.359,0.232,0.315,81,308,199,271,
