Secondary Subject,Level,Region,Academic Year,Provider Count,Students Assessed in 1+ Credits Count,Students Assessed in 1+ Credits Rate,Students Assessed in 14+ Credits Count,Students Assessed in 14+ Credits Rate,Assessed Count,Not Achieved Rate,Achieved Rate,Merit Rate,Excellence Rate,Not Achieved Count,Achieved Count,Merit Count,Excellence Count,Cohort Warning
Hauora,Level 2,Gisborne,2016,1,6,0.008,0,0,11,0,0.182,0.455,0.364,0,2,5,4,Small Cohort
Hauora,Level 2,Gisborne,2017,,,,,,0,,,,,,,,,Small Cohort
Hauora,Level 2,Gisborne,2019,,,,,,4,,,,,,,,,Small Cohort
Hauora,Level 2,Gisborne,2020,1,7,0.009,0,0,18,0,0.333,0.167,0.5,0,6,3,9,Small Cohort
Hauora,Level 2,Gisborne,2021,2,5,0.007,0,0,5,0,0.6,0,0.4,0,3,0,2,Small Cohort
Hauora,Level 2,Gisborne,2022,,,,,,1,,,,,,,,,Small Cohort
Hauora,Level 2,Hawke's Bay,2019,,,,,,3,,,,,,,,,Small Cohort
Hauora,Level 2,Hawke's Bay,2021,,,,,,4,,,,,,,,,Small Cohort
Hauora,Level 2,Hawke's Bay,2022,,,,,,4,,,,,,,,,Small Cohort
Hauora,Level 2,Hawke's Bay,2023,2,4,0.001,0,0,5,0.2,0,0.2,0.6,1,0,1,3,Small Cohort
Hauora,Level 2,Hawke's Bay,2024,2,12,0.004,0,0,25,0.08,0.44,0.32,0.16,2,11,8,4,Small Cohort
Hauora,Level 2,Manawatu-Whanganui,2017,,,,,,3,,,,,,,,,Small Cohort
Hauora,Level 2,Manawatu-Whanganui,2018,2,15,0.004,0,0,15,0.867,0.133,0,0,13,2,0,0,Small Cohort
Hauora,Level 2,Manawatu-Whanganui,2019,2,5,0.001,0,0,5,0.8,0,0.2,0,4,0,1,0,Small Cohort
Hauora,Level 2,Manawatu-Whanganui,2021,2,7,0.002,0,0,11,0.091,0.818,0.091,0,1,9,1,0,Small Cohort
Hauora,Level 2,Manawatu-Whanganui,2022,,,,,,1,,,,,,,,,Small Cohort
Hauora,Level 2,Manawatu-Whanganui,2023,,,,,,2,,,,,,,,,Small Cohort
Hauora,Level 2,Manawatu-Whanganui,2024,,,,,,3,,,,,,,,,Small Cohort
Hauora,Level 2,Northland,2016,1,13,0.005,0,0,13,0,0.846,0.154,0,0,11,2,0,Small Cohort
Hauora,Level 2,Northland,2020,1,7,0.003,0,0,21,0,0.095,0.048,0.857,0,2,1,18,Small Cohort
Hauora,Level 2,Northland,2022,1,5,0.002,0,0,10,0.8,0,0,0.2,8,0,0,2,Small Cohort
Hauora,Level 2,Southland,2023,1,5,0.004,5,0.005,20,0.1,0.9,0,0,2,18,0,0,Small Cohort
Hauora,Level 2,Southland,2024,1,7,0.005,0,0,21,0.429,0.476,0.095,0,9,10,2,0,Small Cohort
Hauora,Level 2,Waikato,2016,,,,,,0,,,,,,,,,Small Cohort
Hauora,Level 2,Waikato,2024,,,,,,4,,,,,,,,,Small Cohort
Hauora,Level 2,Wellington,2017,,,,,,2,,,,,,,,,Small Cohort
Hauora,Level 2,Wellington,2020,1,3,0,0,0,6,0.333,0.333,0.333,0,2,2,2,0,Small Cohort
Hauora,Level 2,Wellington,2023,1,11,0.001,9,0.002,11,0.364,0.545,0.091,0,4,6,1,0,Small Cohort
Hauora,Level 2,Wellington,2024,2,7,0.001,3,0.001,20,0,0.35,0.65,0,0,7,13,0,Small Cohort
Hauora,Level 3,Auckland,2019,1,4,0,0,0,6,0,0.167,0.833,0,0,1,5,0,Small Cohort
Hauora,Level 3,Auckland,2020,1,10,0.001,0,0,11,0,0.091,0.273,0.636,0,1,3,7,Small Cohort
Hauora,Level 3,Auckland,2021,,,,,,0,,,,,,,,,Small Cohort
Hauora,Level 3,Bay of Plenty,2019,2,15,0.005,3,0.001,43,0,0.605,0.233,0.163,0,26,10,7,
Hauora,Level 3,Bay of Plenty,2020,2,7,0.002,0,0,8,0,0.375,0.375,0.25,0,3,3,2,Small Cohort
Hauora,Level 3,Bay of Plenty,2021,,,,,,1,,,,,,,,,Small Cohort
Hauora,Level 3,Bay of Plenty,2022,1,2,0.001,1,0,7,0,0,0,1,0,0,0,7,Small Cohort
Hauora,Level 3,Bay of Plenty,2023,3,17,0.005,0,0,23,0,0.478,0.087,0.435,0,11,2,10,Small Cohort
Hauora,Level 3,Bay of Plenty,2024,,,,,,3,,,,,,,,,Small Cohort
Hauora,Level 3,Canterbury,2017,,,,,,1,,,,,,,,,Small Cohort
Hauora,Level 3,Canterbury,2019,,,,,,4,,,,,,,,,Small Cohort
Hauora,Level 3,Canterbury,2020,,,,,,3,,,,,,,,,Small Cohort
Hauora,Level 3,Canterbury,2022,1,5,0.001,0,0,10,0,0.3,0.2,0.5,0,3,2,5,Small Cohort
Hauora,Level 3,Canterbury,2023,1,6,0.001,0,0,6,0,0.167,0.333,0.5,0,1,2,3,Small Cohort
Hauora,Level 3,Canterbury,2024,1,8,0.001,0,0,16,0.125,0.313,0.313,0.25,2,5,5,4,Small Cohort
Hauora,Level 3,Gisborne,2017,,,,,,1,,,,,,,,,Small Cohort
Hauora,Level 3,Gisborne,2019,,,,,,0,,,,,,,,,Small Cohort
Hauora,Level 3,Gisborne,2020,1,7,0.014,0,0,16,0,0.625,0.125,0.25,0,10,2,4,Small Cohort
Hauora,Level 3,Gisborne,2021,2,7,0.014,1,0.003,11,0,0.364,0.273,0.364,0,4,3,4,Small Cohort
Hauora,Level 3,Gisborne,2022,1,5,0.01,0,0,5,0,0.4,0.6,0,0,2,3,0,Small Cohort
Hauora,Level 3,Hawke's Bay,2022,1,3,0.002,0,0,5,0,0,0.4,0.6,0,0,2,3,Small Cohort
Hauora,Level 3,Hawke's Bay,2023,1,3,0.002,0,0,5,0.2,0.2,0.4,0.2,1,1,2,1,Small Cohort
Hauora,Level 3,Hawke's Bay,2024,1,2,0.001,1,0.001,5,0,0.2,0.4,0.4,0,1,2,2,Small Cohort
Hauora,Level 3,Manawatu-Whanganui,2017,,,,,,2,,,,,,,,,Small Cohort
Hauora,Level 3,Manawatu-Whanganui,2018,,,,,,2,,,,,,,,,Small Cohort
Hauora,Level 3,Northland,2020,1,5,0.003,1,0.001,15,0,0.067,0.133,0.8,0,1,2,12,Small Cohort
Hauora,Level 3,Northland,2022,1,4,0.003,0,0,10,0.1,0.2,0.3,0.4,1,2,3,4,Small Cohort
Hauora,Level 3,Northland,2023,1,2,0.001,2,0.002,8,0,0.5,0.375,0.125,0,4,3,1,Small Cohort
Hauora,Level 3,Southland,2023,1,2,0.002,2,0.003,8,0.125,0.875,0,0,1,7,0,0,Small Cohort
Hauora,Level 3,Waikato,2022,1,11,0.002,0,0,21,0,0,0.143,0.857,0,0,3,18,Small Cohort
Hauora,Level 3,Waikato,2023,,,,,,1,,,,,,,,,Small Cohort
Hauora,Level 3,Waikato,2024,,,,,,2,,,,,,,,,Small Cohort
Hauora,Level 3,Wellington,2018,1,2,0,0,0,6,0,0.833,0.167,0,0,5,1,0,Small Cohort
Hauora,Level 3,Wellington,2021,,,,,,2,,,,,,,,,Small Cohort
Hauora,Level 3,Wellington,2022,,,,,,0,,,,,,,,,Small Cohort
Hauora,Level 3,Wellington,2023,2,5,0.001,0,0,10,0,0.6,0.2,0.2,0,6,2,2,Small Cohort
Hauora,Level 3,Wellington,2024,3,22,0.003,2,0,40,0.025,0.575,0.4,0,1,23,16,0,
Health,Level 1,Auckland,2015,53,3569,0.148,1379,0.069,10320,0.229,0.371,0.264,0.136,2359,3829,2729,1403,
Health,Level 1,Auckland,2016,54,3116,0.129,1221,0.062,9020,0.238,0.377,0.238,0.147,2145,3402,2149,1324,
Health,Level 1,Auckland,2017,54,2973,0.127,1248,0.064,8866,0.235,0.379,0.234,0.151,2086,3364,2079,1337,
Health,Level 1,Auckland,2018,54,2374,0.102,1166,0.06,7546,0.231,0.354,0.26,0.155,1744,2668,1962,1172,
Health,Level 1,Auckland,2019,58,2336,0.082,1282,0.067,7798,0.231,0.359,0.247,0.163,1802,2797,1929,1270,
Health,Level 1,Auckland,2020,55,2296,0.068,1001,0.055,6760,0.214,0.349,0.246,0.191,1446,2357,1666,1291,
Health,Level 1,Auckland,2021,54,2523,0.079,1022,0.06,7213,0.181,0.35,0.266,0.203,1304,2521,1922,1466,
Health,Level 1,Auckland,2022,51,2529,0.077,1067,0.062,7379,0.219,0.341,0.254,0.186,1614,2516,1873,1376,
Health,Level 1,Auckland,2023,54,2589,0.08,1073,0.059,7405,0.211,0.356,0.261,0.171,1564,2639,1933,1269,
Health,Level 1,Bay of Plenty,2015,16,389,0.073,176,0.043,1242,0.205,0.448,0.21,0.137,254,557,261,170,
Health,Level 1,Bay of Plenty,2016,16,354,0.068,126,0.031,944,0.137,0.405,0.271,0.188,129,382,256,177,
Health,Level 1,Bay of Plenty,2017,17,399,0.078,179,0.044,1235,0.211,0.33,0.245,0.215,261,407,302,265,
Health,Level 1,Bay of Plenty,2018,15,446,0.09,208,0.054,1379,0.189,0.414,0.235,0.162,261,571,324,223,
Health,Level 1,Bay of Plenty,2019,14,430,0.065,157,0.039,1202,0.192,0.434,0.22,0.153,231,522,265,184,
Health,Level 1,Bay of Plenty,2020,12,438,0.065,159,0.04,1163,0.25,0.384,0.231,0.134,291,447,269,156,
Health,Level 1,Bay of Plenty,2021,11,466,0.069,137,0.035,1139,0.183,0.401,0.245,0.171,208,457,279,195,
Health,Level 1,Bay of Plenty,2022,11,450,0.068,176,0.045,1224,0.247,0.4,0.222,0.132,302,489,272,161,
Health,Level 1,Bay of Plenty,2023,12,320,0.046,185,0.044,1131,0.217,0.38,0.259,0.144,245,430,293,163,
Health,Level 1,Canterbury,2015,22,1265,0.148,402,0.057,3084,0.167,0.421,0.277,0.135,516,1297,855,416,
Health,Level 1,Canterbury,2016,26,1109,0.132,478,0.068,3093,0.164,0.391,0.285,0.16,507,1210,882,494,
Health,Level 1,Canterbury,2017,30,1316,0.154,456,0.065,3281,0.2,0.401,0.252,0.147,657,1315,828,481,
Health,Level 1,Canterbury,2018,35,1362,0.162,437,0.065,3189,0.171,0.416,0.278,0.135,546,1326,885,432,
Health,Level 1,Canterbury,2019,32,1494,0.153,465,0.066,3749,0.21,0.37,0.263,0.157,788,1389,985,587,
Health,Level 1,Canterbury,2020,33,1503,0.133,480,0.072,3764,0.233,0.362,0.243,0.162,876,1361,916,611,
Health,Level 1,Canterbury,2021,32,1439,0.137,419,0.066,3513,0.19,0.395,0.256,0.159,666,1387,901,559,
Health,Level 1,Canterbury,2022,31,1530,0.14,438,0.067,3614,0.218,0.395,0.24,0.147,789,1427,866,532,
Health,Level 1,Canterbury,2023,30,1625,0.153,464,0.069,3885,0.232,0.378,0.249,0.141,902,1469,967,547,
Health,Level 1,Gisborne,2015,1,42,0.048,18,0.028,112,0.223,0.625,0.143,0.009,25,70,16,1,
Health,Level 1,Gisborne,2016,3,54,0.059,25,0.04,169,0.243,0.527,0.189,0.041,41,89,32,7,
Health,Level 1,Gisborne,2017,4,71,0.085,20,0.032,146,0.342,0.452,0.151,0.055,50,66,22,8,
Health,Level 1,Gisborne,2018,3,73,0.087,21,0.036,161,0.292,0.509,0.124,0.075,47,82,20,12,
Health,Level 1,Gisborne,2019,4,84,0.088,15,0.026,154,0.312,0.455,0.169,0.065,48,70,26,10,
Health,Level 1,Gisborne,2020,5,67,0.077,29,0.053,181,0.249,0.47,0.188,0.094,45,85,34,17,
Health,Level 1,Gisborne,2021,2,20,0.02,7,0.011,55,0.327,0.345,0.273,0.055,18,19,15,3,
Health,Level 1,Gisborne,2022,1,43,0.044,25,0.042,143,0.28,0.462,0.224,0.035,40,66,32,5,
Health,Level 1,Gisborne,2023,2,22,0.021,5,0.009,52,0.288,0.442,0.192,0.077,15,23,10,4,
Health,Level 1,Hawke's Bay,2015,9,142,0.047,20,0.008,244,0.184,0.52,0.172,0.123,45,127,42,30,
Health,Level 1,Hawke's Bay,2016,7,185,0.062,25,0.01,319,0.245,0.404,0.229,0.122,78,129,73,39,
Health,Level 1,Hawke's Bay,2017,8,109,0.037,27,0.011,249,0.149,0.494,0.241,0.116,37,123,60,29,
Health,Level 1,Hawke's Bay,2018,6,97,0.035,9,0.004,154,0.091,0.416,0.305,0.188,14,64,47,29,
Health,Level 1,Hawke's Bay,2019,8,119,0.036,40,0.017,296,0.169,0.456,0.189,0.186,50,135,56,55,
Health,Level 1,Hawke's Bay,2020,6,91,0.026,44,0.019,273,0.125,0.388,0.278,0.209,34,106,76,57,
Health,Level 1,Hawke's Bay,2021,11,175,0.049,35,0.016,352,0.17,0.432,0.233,0.165,60,152,82,58,
Health,Level 1,Hawke's Bay,2022,8,172,0.045,49,0.022,385,0.179,0.418,0.216,0.187,69,161,83,72,
Health,Level 1,Hawke's Bay,2023,6,325,0.093,70,0.031,814,0.2,0.419,0.213,0.168,163,341,173,137,
Health,Level 1,Manawatu-Whanganui,2015,10,269,0.069,123,0.042,729,0.248,0.521,0.15,0.081,181,380,109,59,
Health,Level 1,Manawatu-Whanganui,2016,11,268,0.068,117,0.037,784,0.195,0.495,0.224,0.085,153,388,176,67,
Health,Level 1,Manawatu-Whanganui,2017,10,208,0.056,100,0.033,629,0.188,0.485,0.235,0.092,118,305,148,58,
Health,Level 1,Manawatu-Whanganui,2018,13,259,0.076,104,0.038,703,0.211,0.468,0.193,0.128,148,329,136,90,
Health,Level 1,Manawatu-Whanganui,2019,16,305,0.076,69,0.026,692,0.24,0.41,0.194,0.156,166,284,134,108,
Health,Level 1,Manawatu-Whanganui,2020,17,291,0.066,76,0.031,635,0.183,0.391,0.238,0.189,116,248,151,120,
Health,Level 1,Manawatu-Whanganui,2021,16,246,0.053,61,0.024,549,0.195,0.479,0.199,0.128,107,263,109,70,
Health,Level 1,Manawatu-Whanganui,2022,13,213,0.045,45,0.02,494,0.235,0.476,0.186,0.103,116,235,92,51,
Health,Level 1,Manawatu-Whanganui,2023,12,140,0.03,26,0.01,334,0.198,0.488,0.165,0.15,66,163,55,50,
Health,Level 1,Marlborough,2015,1,31,0.055,26,0.056,138,0.181,0.326,0.283,0.21,25,45,39,29,
Health,Level 1,Marlborough,2016,1,44,0.085,37,0.086,200,0.145,0.59,0.19,0.075,29,118,38,15,
Health,Level 1,Marlborough,2017,2,51,0.104,45,0.114,233,0.099,0.369,0.373,0.159,23,86,87,37,
Health,Level 1,Marlborough,2018,2,60,0.113,43,0.096,228,0.219,0.452,0.228,0.101,50,103,52,23,
Health,Level 1,Marlborough,2019,2,53,0.095,43,0.092,226,0.239,0.35,0.27,0.142,54,79,61,32,
Health,Level 1,Marlborough,2020,2,43,0.087,8,0.021,102,0.196,0.314,0.255,0.235,20,32,26,24,
Health,Level 1,Marlborough,2021,3,85,0.134,20,0.043,166,0.145,0.277,0.295,0.283,24,46,49,47,
Health,Level 1,Marlborough,2022,4,122,0.228,26,0.062,280,0.239,0.325,0.307,0.129,67,91,86,36,
Health,Level 1,Marlborough,2023,2,79,0.126,0,0,148,0.264,0.223,0.27,0.243,39,33,40,36,
Health,Level 1,Nelson,2015,2,49,0.045,36,0.041,208,0.173,0.322,0.365,0.139,36,67,76,29,
Health,Level 1,Nelson,2016,2,91,0.085,49,0.057,289,0.062,0.457,0.398,0.083,18,132,115,24,
Health,Level 1,Nelson,2017,3,130,0.142,64,0.083,385,0.164,0.418,0.314,0.104,63,161,121,40,
Health,Level 1,Nelson,2018,3,125,0.13,68,0.089,384,0.12,0.484,0.305,0.091,46,186,117,35,
Health,Level 1,Nelson,2019,3,84,0.08,59,0.075,307,0.163,0.407,0.309,0.121,50,125,95,37,
Health,Level 1,Nelson,2020,3,55,0.044,44,0.058,207,0.217,0.43,0.251,0.101,45,89,52,21,
Health,Level 1,Nelson,2021,2,55,0.05,42,0.055,208,0.13,0.394,0.37,0.106,27,82,77,22,
Health,Level 1,Nelson,2022,1,30,0.034,25,0.036,129,0.202,0.411,0.202,0.186,26,53,26,24,
Health,Level 1,Nelson,2023,2,68,0.069,52,0.064,270,0.219,0.385,0.248,0.148,59,104,67,40,
Health,Level 1,Northland,2015,14,342,0.121,196,0.096,1176,0.222,0.375,0.247,0.156,261,441,291,183,
Health,Level 1,Northland,2016,15,289,0.104,189,0.091,1055,0.195,0.391,0.257,0.157,206,412,271,166,
Health,Level 1,Northland,2017,12,284,0.116,208,0.112,1113,0.178,0.466,0.241,0.115,198,519,268,128,
Health,Level 1,Northland,2018,12,222,0.095,163,0.089,878,0.227,0.36,0.238,0.175,199,316,209,154,
Health,Level 1,Northland,2019,11,175,0.066,122,0.07,669,0.179,0.456,0.223,0.142,120,305,149,95,
Health,Level 1,Northland,2020,10,136,0.052,62,0.038,424,0.238,0.474,0.196,0.092,101,201,83,39,
Health,Level 1,Northland,2021,9,148,0.053,65,0.037,473,0.178,0.505,0.216,0.101,84,239,102,48,
Health,Level 1,Northland,2022,15,162,0.059,79,0.044,530,0.243,0.466,0.191,0.1,129,247,101,53,
Health,Level 1,Northland,2023,12,141,0.048,69,0.042,441,0.261,0.42,0.209,0.111,115,185,92,49,
Health,Level 1,Otago,2015,7,165,0.058,14,0.006,264,0.33,0.375,0.197,0.098,87,99,52,26,
Health,Level 1,Otago,2016,7,167,0.056,22,0.008,277,0.177,0.419,0.26,0.144,49,116,72,40,
Health,Level 1,Otago,2017,6,211,0.07,28,0.011,352,0.222,0.364,0.236,0.179,78,128,83,63,
Health,Level 1,Otago,2018,6,163,0.056,38,0.015,330,0.355,0.361,0.142,0.142,117,119,47,47,
Health,Level 1,Otago,2019,7,150,0.048,55,0.022,399,0.213,0.363,0.246,0.178,85,145,98,71,
Health,Level 1,Otago,2020,9,188,0.052,93,0.037,519,0.235,0.355,0.249,0.162,122,184,129,84,
Health,Level 1,Otago,2021,7,173,0.049,88,0.038,503,0.26,0.316,0.197,0.227,131,159,99,114,
Health,Level 1,Otago,2022,9,237,0.065,84,0.035,580,0.209,0.395,0.238,0.159,121,229,138,92,
Health,Level 1,Otago,2023,6,127,0.034,53,0.021,360,0.189,0.375,0.261,0.175,68,135,94,63,
Health,Level 1,Other,2015,1,175,0.061,3,0.004,271,0.048,0.627,0.266,0.059,13,170,72,16,
Health,Level 1,Other,2016,1,115,0.046,10,0.021,202,0.094,0.525,0.272,0.109,19,106,55,22,
Health,Level 1,Other,2017,1,87,0.036,7,0.01,139,0.058,0.518,0.281,0.144,8,72,39,20,
Health,Level 1,Other,2018,1,103,0.04,6,0.01,161,0.025,0.478,0.342,0.155,4,77,55,25,
Health,Level 1,Other,2019,1,103,0.043,10,0.016,170,0.059,0.371,0.418,0.153,10,63,71,26,
Health,Level 1,Other,2020,2,162,0.061,6,0.011,230,0.052,0.409,0.287,0.252,12,94,66,58,
Health,Level 1,Other,2021,2,168,0.059,10,0.017,256,0.008,0.379,0.301,0.313,2,97,77,80,
Health,Level 1,Other,2022,2,184,0.061,9,0.015,258,0.054,0.539,0.298,0.109,14,139,77,28,
Health,Level 1,Other,2023,2,241,0.071,12,0.018,335,0.027,0.51,0.325,0.137,9,171,109,46,
Health,Level 1,Pacific Islands,2015,1,1,0.004,1,0.005,6,0.5,0.5,0,0,3,3,0,0,Small Cohort
Health,Level 1,Pacific Islands,2016,1,8,0.029,6,0.026,30,0.333,0.533,0.133,0,10,16,4,0,
Health,Level 1,Pacific Islands,2017,2,19,0.063,16,0.069,73,0.479,0.425,0.041,0.055,35,31,3,4,
Health,Level 1,Pacific Islands,2018,2,6,0.02,3,0.012,15,0.2,0.733,0.067,0,3,11,1,0,Small Cohort
Health,Level 1,Pacific Islands,2019,3,12,0.041,7,0.026,40,0.375,0.5,0.025,0.1,15,20,1,4,
Health,Level 1,Pacific Islands,2021,2,61,0.17,1,0.004,123,0.195,0.48,0.252,0.073,24,59,31,9,
Health,Level 1,Pacific Islands,2022,1,8,0.023,7,0.025,36,0.222,0.444,0.167,0.167,8,16,6,6,
Health,Level 1,Pacific Islands,2023,1,8,0.019,3,0.011,27,0.333,0.519,0.148,0,9,14,4,0,Small Cohort
Health,Level 1,Southland,2015,4,216,0.154,21,0.017,444,0.212,0.385,0.259,0.144,94,171,115,64,
Health,Level 1,Southland,2016,4,256,0.185,15,0.012,502,0.259,0.438,0.221,0.082,130,220,111,41,
Health,Level 1,Southland,2017,2,178,0.13,13,0.011,413,0.3,0.409,0.213,0.077,124,169,88,32,
Health,Level 1,Southland,2018,2,118,0.088,3,0.003,259,0.29,0.371,0.243,0.097,75,96,63,25,
Health,Level 1,Southland,2019,3,144,0.072,5,0.004,315,0.368,0.34,0.197,0.095,116,107,62,30,
Health,Level 1,Southland,2020,3,134,0.067,0,0,215,0.256,0.442,0.181,0.121,55,95,39,26,
Health,Level 1,Southland,2021,4,192,0.097,0,0,341,0.305,0.375,0.208,0.111,104,128,71,38,
Health,Level 1,Southland,2022,5,168,0.085,2,0.002,369,0.247,0.488,0.203,0.062,91,180,75,23,
Health,Level 1,Southland,2023,6,177,0.107,9,0.007,431,0.232,0.387,0.246,0.135,100,167,106,58,
Health,Level 1,Taranaki,2015,4,261,0.132,126,0.082,770,0.184,0.358,0.283,0.174,142,276,218,134,
Health,Level 1,Taranaki,2016,7,277,0.143,130,0.087,801,0.166,0.316,0.338,0.18,133,253,271,144,
Health,Level 1,Taranaki,2017,5,152,0.083,128,0.088,663,0.103,0.416,0.365,0.116,68,276,242,77,
Health,Level 1,Taranaki,2018,5,153,0.087,96,0.067,557,0.068,0.384,0.397,0.151,38,214,221,84,
Health,Level 1,Taranaki,2019,5,171,0.079,77,0.055,512,0.184,0.484,0.203,0.129,94,248,104,66,
Health,Level 1,Taranaki,2020,8,203,0.093,84,0.061,610,0.174,0.407,0.285,0.134,106,248,174,82,
Health,Level 1,Taranaki,2021,7,146,0.06,66,0.048,449,0.078,0.452,0.323,0.147,35,203,145,66,
Health,Level 1,Taranaki,2022,8,205,0.077,136,0.099,758,0.191,0.379,0.293,0.137,145,287,222,104,
Health,Level 1,Taranaki,2023,8,197,0.076,119,0.083,702,0.16,0.313,0.342,0.185,112,220,240,130,
Health,Level 1,Tasman,2015,3,174,0.286,81,0.154,590,0.315,0.353,0.2,0.132,186,208,118,78,
Health,Level 1,Tasman,2016,2,174,0.288,46,0.091,470,0.194,0.43,0.245,0.132,91,202,115,62,
Health,Level 1,Tasman,2017,4,168,0.267,70,0.131,542,0.253,0.319,0.258,0.17,137,173,140,92,
Health,Level 1,Tasman,2018,5,84,0.143,43,0.086,279,0.086,0.308,0.369,0.237,24,86,103,66,
Health,Level 1,Tasman,2019,3,85,0.103,27,0.05,246,0.211,0.293,0.317,0.179,52,72,78,44,
Health,Level 1,Tasman,2020,2,88,0.078,40,0.072,282,0.234,0.355,0.248,0.163,66,100,70,46,
Health,Level 1,Tasman,2021,2,70,0.062,26,0.052,220,0.182,0.464,0.295,0.059,40,102,65,13,
Health,Level 1,Tasman,2022,2,92,0.112,37,0.07,282,0.223,0.337,0.301,0.138,63,95,85,39,
Health,Level 1,Tasman,2023,3,66,0.077,23,0.044,180,0.25,0.367,0.306,0.078,45,66,55,14,
Health,Level 1,Waikato,2015,30,1163,0.155,277,0.048,2397,0.275,0.375,0.215,0.135,658,900,515,324,
Health,Level 1,Waikato,2016,28,1163,0.157,281,0.05,2568,0.211,0.393,0.262,0.134,543,1008,673,344,
Health,Level 1,Waikato,2017,26,1124,0.158,193,0.036,2258,0.25,0.353,0.253,0.144,564,797,572,325,
Health,Level 1,Waikato,2018,25,765,0.111,194,0.037,1935,0.266,0.429,0.207,0.097,515,831,401,188,
Health,Level 1,Waikato,2019,26,948,0.113,166,0.032,1896,0.174,0.449,0.237,0.14,329,852,449,266,
Health,Level 1,Waikato,2020,25,937,0.103,195,0.038,1864,0.236,0.417,0.238,0.109,439,778,443,204,
Health,Level 1,Waikato,2021,27,1076,0.118,198,0.039,2109,0.215,0.393,0.25,0.142,454,828,528,299,
Health,Level 1,Waikato,2022,25,822,0.093,295,0.059,2184,0.245,0.399,0.221,0.134,536,872,483,293,
Health,Level 1,Waikato,2023,25,784,0.085,264,0.049,1988,0.275,0.403,0.218,0.105,546,801,433,208,
Health,Level 1,Wellington,2015,20,773,0.102,240,0.038,1825,0.202,0.396,0.248,0.154,369,723,452,281,
Health,Level 1,Wellington,2016,16,620,0.083,286,0.045,1827,0.161,0.471,0.248,0.12,294,860,454,219,
Health,Level 1,Wellington,2017,18,609,0.081,245,0.039,1652,0.205,0.441,0.212,0.142,338,729,351,234,
Health,Level 1,Wellington,2018,18,529,0.074,232,0.038,1505,0.145,0.431,0.26,0.165,218,648,391,248,
Health,Level 1,Wellington,2019,18,686,0.078,228,0.038,1624,0.172,0.405,0.257,0.166,280,657,418,269,
Health,Level 1,Wellington,2020,19,599,0.059,168,0.029,1442,0.198,0.406,0.239,0.157,286,585,344,227,
Health,Level 1,Wellington,2021,24,565,0.054,236,0.04,1618,0.162,0.375,0.282,0.181,262,606,457,293,
Health,Level 1,Wellington,2022,23,694,0.065,212,0.037,1678,0.249,0.392,0.221,0.139,418,657,370,233,
Health,Level 1,Wellington,2023,20,628,0.064,251,0.041,1815,0.196,0.365,0.229,0.21,355,663,416,381,
Health,Level 1,West Coast,2015,6,89,0.222,38,0.132,250,0.352,0.38,0.196,0.072,88,95,49,18,
Health,Level 1,West Coast,2016,6,109,0.253,53,0.164,333,0.297,0.387,0.195,0.12,99,129,65,40,
Health,Level 1,West Coast,2017,7,101,0.249,49,0.176,327,0.278,0.349,0.266,0.107,91,114,87,35,
Health,Level 1,West Coast,2018,5,65,0.182,40,0.154,244,0.156,0.451,0.27,0.123,38,110,66,30,
Health,Level 1,West Coast,2019,3,40,0.101,28,0.115,163,0.387,0.368,0.135,0.11,63,60,22,18,
Health,Level 1,West Coast,2020,5,60,0.107,39,0.139,235,0.366,0.404,0.157,0.072,86,95,37,17,
Health,Level 1,West Coast,2021,5,83,0.124,38,0.136,271,0.244,0.461,0.24,0.055,66,125,65,15,
Health,Level 1,West Coast,2022,3,36,0.068,17,0.064,121,0.231,0.463,0.223,0.083,28,56,27,10,
Health,Level 1,West Coast,2023,3,43,0.066,14,0.047,105,0.229,0.39,0.248,0.133,24,41,26,14,
Health,Level 2,Auckland,2015,49,1580,0.065,1298,0.072,5440,0.256,0.394,0.215,0.136,1390,2143,1167,740,
Health,Level 2,Auckland,2016,50,1552,0.061,1299,0.07,5419,0.242,0.364,0.234,0.16,1309,1975,1266,869,
Health,Level 2,Auckland,2017,50,1554,0.061,1176,0.064,5063,0.266,0.357,0.226,0.151,1349,1806,1144,764,
Health,Level 2,Auckland,2018,52,1462,0.059,1222,0.068,4972,0.253,0.35,0.218,0.179,1260,1739,1085,888,
Health,Level 2,Auckland,2019,52,1550,0.061,1235,0.068,5095,0.226,0.346,0.241,0.186,1154,1764,1229,948,
Health,Level 2,Auckland,2020,57,1696,0.069,1264,0.071,5141,0.213,0.352,0.243,0.192,1093,1811,1248,989,
Health,Level 2,Auckland,2021,58,1648,0.069,1219,0.072,5020,0.189,0.335,0.252,0.225,948,1682,1263,1127,
Health,Level 2,Auckland,2022,60,1719,0.074,1318,0.079,5324,0.237,0.364,0.21,0.188,1264,1939,1120,1001,
Health,Level 2,Auckland,2023,65,2136,0.084,1640,0.09,6749,0.233,0.362,0.206,0.199,1570,2441,1393,1345,
Health,Level 2,Auckland,2024,67,2232,0.078,1790,0.09,7255,0.201,0.366,0.237,0.197,1455,2656,1717,1427,
Health,Level 2,Bay of Plenty,2015,13,266,0.055,158,0.047,724,0.253,0.414,0.225,0.108,183,300,163,78,
Health,Level 2,Bay of Plenty,2016,12,226,0.048,143,0.042,650,0.238,0.428,0.203,0.131,155,278,132,85,
