Secondary Subject,Level,Region,Academic Year,Provider Count,Students Assessed in 1+ Credits Count,Students Assessed in 1+ Credits Rate,Students Assessed in 14+ Credits Count,Students Assessed in 14+ Credits Rate,Assessed Count,Not Achieved Rate,Achieved Rate,Merit Rate,Excellence Rate,Not Achieved Count,Achieved Count,Merit Count,Excellence Count,Cohort Warning
Accounting,Level 1,Nelson,2020,3,201,0.163,80,0.105,487,0.099,0.337,0.207,0.357,48,164,101,174,
Accounting,Level 1,Nelson,2021,3,156,0.142,61,0.08,354,0.181,0.302,0.251,0.266,64,107,89,94,
Accounting,Level 1,Nelson,2022,3,188,0.215,73,0.104,496,0.206,0.292,0.208,0.294,102,145,103,146,
Accounting,Level 1,Nelson,2023,3,113,0.114,77,0.095,384,0.091,0.292,0.268,0.349,35,112,103,134,
Accounting,Level 1,Northland,2015,10,144,0.051,81,0.04,467,0.223,0.231,0.278,0.268,104,108,130,125,
Accounting,Level 1,Northland,2016,8,178,0.064,68,0.033,489,0.239,0.247,0.241,0.272,117,121,118,133,
Accounting,Level 1,Northland,2017,8,212,0.087,70,0.038,559,0.275,0.213,0.25,0.261,154,119,140,146,
Accounting,Level 1,Northland,2018,6,141,0.06,42,0.023,342,0.266,0.266,0.269,0.199,91,91,92,68,
Accounting,Level 1,Northland,2019,4,85,0.032,9,0.005,155,0.387,0.277,0.194,0.142,60,43,30,22,
Accounting,Level 1,Northland,2020,5,94,0.036,17,0.01,189,0.323,0.328,0.175,0.175,61,62,33,33,
Accounting,Level 1,Northland,2021,3,83,0.029,21,0.012,186,0.145,0.344,0.312,0.199,27,64,58,37,
Accounting,Level 1,Northland,2022,3,35,0.013,14,0.008,95,0.211,0.453,0.221,0.116,20,43,21,11,
Accounting,Level 1,Northland,2023,3,58,0.02,23,0.014,156,0.167,0.346,0.212,0.276,26,54,33,43,
Accounting,Level 1,Otago,2015,18,331,0.117,173,0.07,1171,0.19,0.297,0.272,0.241,222,348,319,282,
Accounting,Level 1,Otago,2016,20,388,0.13,167,0.064,1180,0.234,0.286,0.245,0.236,276,337,289,278,
Accounting,Level 1,Otago,2017,17,383,0.127,171,0.068,1243,0.215,0.26,0.232,0.294,267,323,288,365,
Accounting,Level 1,Otago,2018,16,300,0.103,118,0.047,892,0.169,0.259,0.256,0.316,151,231,228,282,
Accounting,Level 1,Otago,2019,15,287,0.091,91,0.036,773,0.215,0.243,0.243,0.299,166,188,188,231,
Accounting,Level 1,Otago,2020,17,220,0.061,55,0.022,535,0.219,0.26,0.187,0.335,117,139,100,179,
Accounting,Level 1,Otago,2021,10,174,0.049,36,0.015,349,0.221,0.244,0.215,0.321,77,85,75,112,
Accounting,Level 1,Otago,2022,9,166,0.046,58,0.024,397,0.209,0.254,0.252,0.285,83,101,100,113,
Accounting,Level 1,Otago,2023,11,140,0.037,35,0.014,294,0.16,0.211,0.231,0.398,47,62,68,117,
Accounting,Level 1,Other,2015,2,297,0.104,180,0.226,949,0.131,0.233,0.316,0.32,124,221,300,304,
Accounting,Level 1,Other,2016,2,264,0.105,151,0.311,784,0.088,0.256,0.254,0.402,69,201,199,315,
Accounting,Level 1,Other,2017,2,230,0.096,126,0.187,691,0.146,0.226,0.278,0.35,101,156,192,242,
Accounting,Level 1,Other,2018,2,238,0.093,97,0.163,603,0.124,0.237,0.294,0.345,75,143,177,208,
Accounting,Level 1,Other,2019,2,264,0.109,120,0.193,748,0.12,0.254,0.265,0.361,90,190,198,270,
Accounting,Level 1,Other,2020,2,383,0.143,71,0.13,675,0.09,0.219,0.218,0.473,61,148,147,319,
Accounting,Level 1,Other,2021,2,331,0.117,111,0.188,725,0.112,0.226,0.283,0.379,81,164,205,275,
Accounting,Level 1,Other,2022,2,227,0.075,91,0.155,566,0.143,0.219,0.292,0.346,81,124,165,196,
Accounting,Level 1,Other,2023,2,225,0.066,82,0.123,529,0.136,0.25,0.287,0.327,72,132,152,173,
Accounting,Level 1,Pacific Islands,2015,2,13,0.05,10,0.047,52,0.077,0.423,0.173,0.327,4,22,9,17,
Accounting,Level 1,Pacific Islands,2016,1,18,0.066,18,0.078,87,0.207,0.264,0.218,0.31,18,23,19,27,
Accounting,Level 1,Pacific Islands,2017,1,27,0.09,26,0.112,132,0.182,0.288,0.212,0.318,24,38,28,42,
Accounting,Level 1,Pacific Islands,2018,2,30,0.099,20,0.077,80,0.15,0.363,0.3,0.188,12,29,24,15,
Accounting,Level 1,Pacific Islands,2019,2,61,0.209,32,0.12,154,0.214,0.481,0.182,0.123,33,74,28,19,
Accounting,Level 1,Pacific Islands,2020,2,25,0.09,9,0.04,58,0.103,0.483,0.224,0.19,6,28,13,11,
Accounting,Level 1,Pacific Islands,2021,2,26,0.073,16,0.058,87,0.115,0.322,0.23,0.333,10,28,20,29,
Accounting,Level 1,Pacific Islands,2022,2,22,0.064,9,0.032,65,0.2,0.492,0.169,0.138,13,32,11,9,
Accounting,Level 1,Pacific Islands,2023,2,26,0.062,11,0.041,63,0.333,0.349,0.206,0.111,21,22,13,7,
Accounting,Level 1,Southland,2015,11,445,0.317,198,0.165,1179,0.218,0.226,0.256,0.3,257,266,302,354,
Accounting,Level 1,Southland,2016,10,422,0.305,174,0.143,1122,0.214,0.222,0.24,0.324,240,249,269,364,
Accounting,Level 1,Southland,2017,10,470,0.344,164,0.135,1093,0.22,0.213,0.265,0.301,241,233,290,329,
Accounting,Level 1,Southland,2018,9,444,0.331,172,0.148,1085,0.228,0.248,0.207,0.317,247,269,225,344,
Accounting,Level 1,Southland,2019,10,545,0.273,134,0.111,1074,0.199,0.234,0.25,0.317,214,251,269,340,
Accounting,Level 1,Southland,2020,10,372,0.186,152,0.126,921,0.186,0.24,0.262,0.313,171,221,241,288,
Accounting,Level 1,Southland,2021,10,260,0.132,116,0.097,658,0.146,0.199,0.213,0.442,96,131,140,291,
Accounting,Level 1,Southland,2022,10,324,0.163,117,0.105,714,0.181,0.176,0.199,0.444,129,126,142,317,
Accounting,Level 1,Southland,2023,10,267,0.162,109,0.088,613,0.157,0.243,0.23,0.37,96,149,141,227,
Accounting,Level 1,Taranaki,2015,7,378,0.191,123,0.08,878,0.195,0.263,0.276,0.267,171,231,242,234,
Accounting,Level 1,Taranaki,2016,7,338,0.174,143,0.096,929,0.122,0.238,0.299,0.341,113,221,278,317,
Accounting,Level 1,Taranaki,2017,7,474,0.258,111,0.076,991,0.182,0.261,0.293,0.264,180,259,290,262,
Accounting,Level 1,Taranaki,2018,7,413,0.235,101,0.071,825,0.247,0.244,0.258,0.251,204,201,213,207,
Accounting,Level 1,Taranaki,2019,8,517,0.24,99,0.071,914,0.253,0.259,0.217,0.271,231,237,198,248,
Accounting,Level 1,Taranaki,2020,7,263,0.121,97,0.071,622,0.178,0.211,0.26,0.35,111,131,162,218,
Accounting,Level 1,Taranaki,2021,7,376,0.154,95,0.069,717,0.17,0.248,0.244,0.338,122,178,175,242,
Accounting,Level 1,Taranaki,2022,7,401,0.151,79,0.057,708,0.144,0.322,0.256,0.278,102,228,181,197,
Accounting,Level 1,Taranaki,2023,7,409,0.157,78,0.055,710,0.201,0.344,0.201,0.254,143,244,143,180,
Accounting,Level 1,Tasman,2015,2,55,0.09,42,0.08,200,0.135,0.225,0.36,0.28,27,45,72,56,
Accounting,Level 1,Tasman,2016,2,103,0.171,50,0.099,301,0.1,0.276,0.306,0.319,30,83,92,96,
Accounting,Level 1,Tasman,2017,3,148,0.235,63,0.118,387,0.163,0.276,0.307,0.253,63,107,119,98,
Accounting,Level 1,Tasman,2018,2,132,0.225,47,0.094,286,0.203,0.269,0.259,0.269,58,77,74,77,
Accounting,Level 1,Tasman,2019,2,185,0.225,39,0.072,332,0.211,0.307,0.241,0.241,70,102,80,80,
Accounting,Level 1,Tasman,2020,2,50,0.044,23,0.041,103,0.165,0.35,0.252,0.233,17,36,26,24,
Accounting,Level 1,Tasman,2021,2,82,0.073,39,0.078,228,0.079,0.307,0.259,0.355,18,70,59,81,
Accounting,Level 1,Tasman,2022,2,101,0.123,19,0.036,211,0.194,0.355,0.227,0.223,41,75,48,47,
Accounting,Level 1,Tasman,2023,2,56,0.065,30,0.057,169,0.107,0.296,0.272,0.325,18,50,46,55,
Accounting,Level 1,Waikato,2015,28,790,0.106,572,0.099,3049,0.132,0.235,0.313,0.321,401,717,953,978,
Accounting,Level 1,Waikato,2016,30,755,0.102,539,0.095,2974,0.167,0.255,0.268,0.31,498,758,796,922,
Accounting,Level 1,Waikato,2017,29,769,0.108,472,0.088,2739,0.14,0.266,0.303,0.291,383,729,829,798,
Accounting,Level 1,Waikato,2018,26,666,0.097,394,0.074,2219,0.173,0.262,0.276,0.288,384,582,613,640,
Accounting,Level 1,Waikato,2019,23,609,0.072,390,0.075,2145,0.155,0.239,0.285,0.321,332,512,612,689,
Accounting,Level 1,Waikato,2020,20,679,0.074,359,0.07,2071,0.136,0.215,0.294,0.355,281,445,609,736,
Accounting,Level 1,Waikato,2021,22,693,0.076,295,0.059,1811,0.143,0.236,0.261,0.36,259,427,473,652,
Accounting,Level 1,Waikato,2022,22,744,0.085,288,0.058,1879,0.138,0.226,0.285,0.351,259,425,535,660,
Accounting,Level 1,Waikato,2023,24,766,0.083,244,0.045,1775,0.142,0.244,0.29,0.325,252,433,514,576,
Accounting,Level 1,Wellington,2015,26,833,0.11,509,0.08,3052,0.189,0.244,0.294,0.273,576,744,898,834,
Accounting,Level 1,Wellington,2016,29,900,0.121,494,0.078,2980,0.185,0.241,0.299,0.274,552,719,891,818,
Accounting,Level 1,Wellington,2017,27,928,0.123,433,0.068,2832,0.169,0.246,0.321,0.263,479,697,910,746,
Accounting,Level 1,Wellington,2018,24,832,0.116,402,0.067,2455,0.165,0.259,0.279,0.297,404,636,685,730,
Accounting,Level 1,Wellington,2019,25,701,0.08,261,0.043,1852,0.145,0.261,0.288,0.306,268,483,534,567,
Accounting,Level 1,Wellington,2020,27,784,0.077,274,0.047,1955,0.138,0.254,0.266,0.342,270,496,521,668,
Accounting,Level 1,Wellington,2021,25,840,0.08,247,0.042,1988,0.143,0.247,0.286,0.323,285,491,569,643,
Accounting,Level 1,Wellington,2022,25,860,0.081,266,0.046,1988,0.138,0.213,0.285,0.363,275,424,567,722,
Accounting,Level 1,Wellington,2023,16,712,0.072,187,0.03,1604,0.161,0.216,0.292,0.33,259,346,469,530,
Accounting,Level 1,West Coast,2015,3,37,0.092,24,0.084,125,0.168,0.392,0.256,0.184,21,49,32,23,
Accounting,Level 1,West Coast,2016,4,33,0.077,14,0.043,102,0.343,0.245,0.206,0.206,35,25,21,21,
Accounting,Level 1,West Coast,2017,3,24,0.059,13,0.047,82,0.232,0.244,0.366,0.159,19,20,30,13,
Accounting,Level 1,West Coast,2018,4,23,0.064,11,0.042,72,0.222,0.375,0.208,0.194,16,27,15,14,
Accounting,Level 1,West Coast,2019,3,32,0.08,4,0.016,73,0.151,0.452,0.288,0.11,11,33,21,8,
Accounting,Level 1,West Coast,2020,,,,,,1,,,,,,,,,Small Cohort
Accounting,Level 1,West Coast,2021,3,7,0.01,0,0,8,0,0.625,0.375,0,0,5,3,0,Small Cohort
Accounting,Level 1,West Coast,2023,1,6,0.009,0,0,6,0,1,0,0,0,6,0,0,Small Cohort
Accounting,Level 2,Auckland,2015,66,1486,0.061,1189,0.066,6289,0.165,0.275,0.27,0.29,1040,1727,1697,1825,
Accounting,Level 2,Auckland,2016,64,1587,0.062,1197,0.065,6411,0.152,0.258,0.278,0.312,977,1652,1783,1999,
Accounting,Level 2,Auckland,2017,63,1581,0.062,1124,0.061,6234,0.185,0.274,0.261,0.281,1153,1705,1625,1751,
Accounting,Level 2,Auckland,2018,63,1492,0.06,983,0.055,5562,0.155,0.29,0.261,0.294,864,1611,1452,1635,
Accounting,Level 2,Auckland,2019,64,1466,0.058,935,0.052,5422,0.188,0.285,0.246,0.282,1020,1543,1332,1527,
Accounting,Level 2,Auckland,2020,60,1474,0.06,875,0.049,5153,0.156,0.263,0.265,0.317,802,1354,1363,1634,
Accounting,Level 2,Auckland,2021,60,1460,0.061,802,0.047,4987,0.097,0.263,0.264,0.376,483,1310,1319,1875,
Accounting,Level 2,Auckland,2022,58,1360,0.059,733,0.044,4696,0.156,0.251,0.257,0.336,733,1179,1205,1579,
Accounting,Level 2,Auckland,2023,60,1446,0.057,710,0.039,4840,0.165,0.254,0.263,0.318,798,1227,1275,1540,
Accounting,Level 2,Auckland,2024,56,1688,0.059,950,0.048,5751,0.179,0.272,0.247,0.302,1030,1567,1418,1736,
Accounting,Level 2,Bay of Plenty,2015,11,196,0.041,161,0.048,920,0.172,0.305,0.282,0.241,158,281,259,222,
Accounting,Level 2,Bay of Plenty,2016,15,189,0.04,154,0.046,882,0.127,0.226,0.307,0.34,112,199,271,300,
Accounting,Level 2,Bay of Plenty,2017,13,184,0.038,141,0.041,826,0.133,0.252,0.329,0.286,110,208,272,236,
Accounting,Level 2,Bay of Plenty,2018,12,218,0.044,156,0.047,883,0.182,0.292,0.294,0.231,161,258,260,204,
Accounting,Level 2,Bay of Plenty,2019,12,230,0.047,159,0.048,888,0.181,0.252,0.287,0.279,161,224,255,248,
Accounting,Level 2,Bay of Plenty,2020,12,199,0.042,111,0.036,682,0.1,0.265,0.298,0.337,68,181,203,230,
Accounting,Level 2,Bay of Plenty,2021,12,257,0.056,146,0.047,863,0.163,0.243,0.302,0.291,141,210,261,251,
Accounting,Level 2,Bay of Plenty,2022,11,207,0.048,119,0.042,680,0.143,0.262,0.294,0.301,97,178,200,205,
Accounting,Level 2,Bay of Plenty,2023,11,229,0.049,137,0.043,765,0.162,0.243,0.263,0.332,124,186,201,254,
Accounting,Level 2,Bay of Plenty,2024,12,257,0.051,110,0.032,735,0.235,0.253,0.263,0.249,173,186,193,183,
Accounting,Level 2,Canterbury,2015,30,533,0.066,438,0.073,2269,0.119,0.271,0.272,0.337,270,616,618,765,
Accounting,Level 2,Canterbury,2016,29,506,0.059,397,0.063,2104,0.136,0.222,0.298,0.344,287,468,626,723,
Accounting,Level 2,Canterbury,2017,29,560,0.065,388,0.063,2256,0.109,0.244,0.284,0.362,247,551,641,817,
Accounting,Level 2,Canterbury,2018,28,528,0.06,335,0.054,1965,0.122,0.246,0.273,0.359,240,484,536,705,
Accounting,Level 2,Canterbury,2019,28,497,0.057,298,0.05,1775,0.135,0.22,0.286,0.359,239,391,508,637,
Accounting,Level 2,Canterbury,2020,30,544,0.062,268,0.044,1763,0.103,0.226,0.281,0.39,182,398,495,688,
Accounting,Level 2,Canterbury,2021,30,483,0.055,222,0.037,1517,0.109,0.233,0.312,0.345,166,354,474,523,
Accounting,Level 2,Canterbury,2022,25,458,0.055,227,0.041,1465,0.121,0.21,0.277,0.392,177,308,406,574,
Accounting,Level 2,Canterbury,2023,27,453,0.052,243,0.04,1584,0.138,0.247,0.277,0.338,218,392,438,536,
Accounting,Level 2,Canterbury,2024,24,437,0.047,200,0.03,1424,0.124,0.286,0.282,0.308,176,407,402,439,
Accounting,Level 2,Gisborne,2015,1,23,0.029,8,0.014,75,0.627,0.147,0.16,0.067,47,11,12,5,
Accounting,Level 2,Gisborne,2016,3,17,0.023,13,0.028,65,0.508,0.138,0.154,0.2,33,9,10,13,
Accounting,Level 2,Gisborne,2017,1,14,0.017,7,0.014,50,0.62,0.06,0.12,0.2,31,3,6,10,
Accounting,Level 2,Gisborne,2019,,,,,,4,,,,,,,,,Small Cohort
Accounting,Level 2,Gisborne,2020,,,,,,1,,,,,,,,,Small Cohort
Accounting,Level 2,Gisborne,2021,,,,,,0,,,,,,,,,Small Cohort
Accounting,Level 2,Gisborne,2022,,,,,,3,,,,,,,,,Small Cohort
Accounting,Level 2,Hawke's Bay,2015,11,138,0.053,124,0.064,644,0.127,0.267,0.325,0.281,82,172,209,181,
Accounting,Level 2,Hawke's Bay,2016,11,170,0.06,146,0.073,736,0.163,0.291,0.291,0.255,120,214,214,188,
Accounting,Level 2,Hawke's Bay,2017,11,162,0.059,144,0.072,715,0.127,0.297,0.294,0.283,91,212,210,202,
Accounting,Level 2,Hawke's Bay,2018,11,130,0.05,98,0.051,524,0.143,0.288,0.277,0.292,75,151,145,153,
Accounting,Level 2,Hawke's Bay,2019,11,129,0.049,92,0.049,508,0.169,0.299,0.317,0.215,86,152,161,109,
Accounting,Level 2,Hawke's Bay,2020,10,114,0.043,96,0.052,485,0.12,0.245,0.285,0.351,58,119,138,170,
Accounting,Level 2,Hawke's Bay,2021,9,120,0.047,95,0.051,506,0.125,0.206,0.328,0.342,63,104,166,173,
Accounting,Level 2,Hawke's Bay,2022,9,111,0.045,86,0.049,440,0.166,0.325,0.273,0.236,73,143,120,104,
Accounting,Level 2,Hawke's Bay,2023,6,111,0.041,97,0.051,483,0.075,0.273,0.342,0.311,36,132,165,150,
Accounting,Level 2,Hawke's Bay,2024,8,144,0.048,101,0.051,552,0.159,0.286,0.277,0.277,88,158,153,153,
Accounting,Level 2,Manawatu-Whanganui,2015,13,209,0.056,169,0.066,901,0.186,0.294,0.295,0.224,168,265,266,202,
Accounting,Level 2,Manawatu-Whanganui,2016,11,212,0.057,149,0.057,787,0.183,0.266,0.309,0.243,144,209,243,191,
Accounting,Level 2,Manawatu-Whanganui,2017,12,243,0.067,131,0.05,789,0.176,0.261,0.323,0.24,139,206,255,189,
Accounting,Level 2,Manawatu-Whanganui,2018,9,170,0.049,100,0.041,587,0.121,0.284,0.325,0.269,71,167,191,158,
Accounting,Level 2,Manawatu-Whanganui,2019,12,164,0.048,112,0.049,624,0.181,0.218,0.335,0.266,113,136,209,166,
Accounting,Level 2,Manawatu-Whanganui,2020,10,120,0.033,84,0.036,403,0.129,0.211,0.362,0.298,52,85,146,120,
Accounting,Level 2,Manawatu-Whanganui,2021,11,177,0.051,116,0.055,640,0.189,0.253,0.375,0.183,121,162,240,117,
Accounting,Level 2,Manawatu-Whanganui,2022,9,179,0.052,120,0.057,654,0.185,0.231,0.318,0.266,121,151,208,174,
Accounting,Level 2,Manawatu-Whanganui,2023,11,168,0.05,127,0.059,652,0.161,0.27,0.298,0.271,105,176,194,177,
Accounting,Level 2,Manawatu-Whanganui,2024,11,161,0.043,120,0.05,641,0.094,0.226,0.349,0.331,60,145,224,212,
Accounting,Level 2,Marlborough,2015,1,22,0.042,18,0.046,93,0.333,0.258,0.258,0.151,31,24,24,14,
Accounting,Level 2,Marlborough,2016,2,46,0.089,35,0.09,193,0.316,0.316,0.207,0.161,61,61,40,31,
Accounting,Level 2,Marlborough,2017,2,29,0.061,17,0.049,110,0.245,0.336,0.145,0.273,27,37,16,30,
Accounting,Level 2,Marlborough,2018,2,21,0.045,15,0.046,73,0.219,0.233,0.315,0.233,16,17,23,17,
Accounting,Level 2,Marlborough,2019,2,20,0.039,14,0.038,73,0.329,0.301,0.233,0.137,24,22,17,10,
Accounting,Level 2,Marlborough,2020,2,19,0.035,19,0.054,101,0.297,0.218,0.198,0.287,30,22,20,29,
Accounting,Level 2,Marlborough,2021,1,16,0.034,11,0.033,64,0.125,0.094,0.219,0.563,8,6,14,36,
Accounting,Level 2,Marlborough,2022,2,24,0.046,4,0.012,56,0.464,0.268,0.214,0.054,26,15,12,3,
Accounting,Level 2,Marlborough,2024,2,7,0.012,5,0.014,27,0.296,0.37,0.148,0.185,8,10,4,5,Small Cohort
Accounting,Level 2,Nelson,2015,3,52,0.054,44,0.063,228,0.127,0.272,0.268,0.333,29,62,61,76,
Accounting,Level 2,Nelson,2016,3,56,0.052,46,0.06,264,0.133,0.227,0.261,0.379,35,60,69,100,
Accounting,Level 2,Nelson,2017,3,69,0.068,57,0.079,342,0.126,0.272,0.219,0.383,43,93,75,131,
Accounting,Level 2,Nelson,2018,3,83,0.085,75,0.106,416,0.202,0.3,0.231,0.267,84,125,96,111,
Accounting,Level 2,Nelson,2019,3,59,0.061,43,0.063,260,0.188,0.246,0.219,0.346,49,64,57,90,
Accounting,Level 2,Nelson,2020,3,69,0.074,64,0.091,314,0.131,0.274,0.268,0.328,41,86,84,103,
Accounting,Level 2,Nelson,2021,3,65,0.068,37,0.055,245,0.163,0.286,0.269,0.282,40,70,66,69,
Accounting,Level 2,Nelson,2022,3,42,0.046,33,0.052,179,0.095,0.268,0.279,0.358,17,48,50,64,
Accounting,Level 2,Nelson,2023,3,59,0.07,45,0.069,231,0.216,0.234,0.281,0.268,50,54,65,62,
Accounting,Level 2,Nelson,2024,2,44,0.049,40,0.056,202,0.119,0.218,0.252,0.411,24,44,51,83,
Accounting,Level 2,Northland,2015,8,66,0.028,37,0.023,236,0.212,0.305,0.25,0.233,50,72,59,55,
Accounting,Level 2,Northland,2016,5,49,0.021,36,0.023,196,0.184,0.25,0.327,0.24,36,49,64,47,
Accounting,Level 2,Northland,2017,4,31,0.014,22,0.014,124,0.21,0.185,0.29,0.315,26,23,36,39,
Accounting,Level 2,Northland,2018,2,29,0.013,18,0.013,107,0.262,0.262,0.252,0.224,28,28,27,24,
Accounting,Level 2,Northland,2019,2,24,0.011,18,0.012,93,0.151,0.29,0.301,0.258,14,27,28,24,
Accounting,Level 2,Northland,2020,2,33,0.016,5,0.004,93,0.075,0.194,0.29,0.441,7,18,27,41,
Accounting,Level 2,Northland,2021,2,28,0.013,21,0.016,106,0.057,0.245,0.311,0.387,6,26,33,41,
Accounting,Level 2,Northland,2022,2,29,0.014,12,0.009,95,0.179,0.232,0.232,0.358,17,22,22,34,
Accounting,Level 2,Northland,2023,3,36,0.015,17,0.012,109,0.11,0.358,0.284,0.248,12,39,31,27,
Accounting,Level 2,Northland,2024,2,31,0.013,21,0.015,119,0.017,0.193,0.286,0.504,2,23,34,60,
Accounting,Level 2,Otago,2015,19,239,0.086,166,0.075,924,0.216,0.285,0.251,0.248,200,263,232,229,
Accounting,Level 2,Otago,2016,18,233,0.081,142,0.061,830,0.239,0.259,0.277,0.225,198,215,230,187,
Accounting,Level 2,Otago,2017,20,240,0.081,138,0.057,817,0.226,0.285,0.241,0.247,185,233,197,202,
Accounting,Level 2,Otago,2018,18,191,0.066,124,0.054,691,0.169,0.311,0.263,0.256,117,215,182,177,
Accounting,Level 2,Otago,2019,11,127,0.045,72,0.032,419,0.21,0.243,0.246,0.301,88,102,103,126,
Accounting,Level 2,Otago,2020,14,146,0.051,68,0.03,484,0.221,0.252,0.219,0.308,107,122,106,149,
Accounting,Level 2,Otago,2021,10,132,0.045,56,0.026,385,0.195,0.306,0.257,0.242,75,118,99,93,
Accounting,Level 2,Otago,2022,14,108,0.037,37,0.018,290,0.134,0.269,0.286,0.31,39,78,83,90,
Accounting,Level 2,Otago,2023,13,137,0.045,63,0.028,422,0.209,0.261,0.291,0.239,88,110,123,101,
Accounting,Level 2,Otago,2024,10,76,0.023,35,0.014,207,0.106,0.237,0.333,0.324,22,49,69,67,
Accounting,Level 2,Other,2015,2,218,0.105,131,0.186,724,0.17,0.251,0.282,0.297,123,182,204,215,
Accounting,Level 2,Other,2016,2,199,0.101,118,0.21,638,0.107,0.183,0.368,0.342,68,117,235,218,
Accounting,Level 2,Other,2017,2,157,0.077,102,0.155,516,0.176,0.215,0.258,0.351,91,111,133,181,
Accounting,Level 2,Other,2018,2,112,0.057,66,0.104,353,0.116,0.235,0.246,0.402,41,83,87,142,
Accounting,Level 2,Other,2019,2,108,0.054,53,0.082,336,0.164,0.229,0.235,0.372,55,77,79,125,
Accounting,Level 2,Other,2020,2,112,0.053,67,0.1,351,0.123,0.219,0.285,0.373,43,77,100,131,
Accounting,Level 2,Other,2021,2,112,0.053,47,0.084,344,0.122,0.198,0.218,0.462,42,68,75,159,
Accounting,Level 2,Other,2022,2,150,0.06,64,0.088,450,0.127,0.222,0.253,0.398,57,100,114,179,
Accounting,Level 2,Other,2023,2,133,0.051,74,0.103,443,0.131,0.167,0.244,0.458,58,74,108,203,
Accounting,Level 2,Other,2024,2,172,0.057,74,0.096,490,0.161,0.22,0.271,0.347,79,108,133,170,
Accounting,Level 2,Pacific Islands,2015,1,14,0.052,13,0.065,60,0.1,0.317,0.333,0.25,6,19,20,15,
Accounting,Level 2,Pacific Islands,2016,2,14,0.053,10,0.057,61,0.197,0.23,0.344,0.23,12,14,21,14,
Accounting,Level 2,Pacific Islands,2017,1,17,0.076,17,0.092,83,0.229,0.169,0.41,0.193,19,14,34,16,
Accounting,Level 2,Pacific Islands,2018,1,23,0.099,22,0.116,110,0.164,0.409,0.209,0.218,18,45,23,24,
Accounting,Level 2,Pacific Islands,2019,1,22,0.082,0,0,64,0.391,0.328,0.156,0.125,25,21,10,8,
Accounting,Level 2,Pacific Islands,2020,1,14,0.058,13,0.06,55,0.182,0.4,0.2,0.218,10,22,11,12,
Accounting,Level 2,Pacific Islands,2021,1,9,0.038,8,0.043,34,0.088,0.706,0.176,0.029,3,24,6,1,
Accounting,Level 2,Pacific Islands,2022,1,17,0.066,12,0.057,59,0.153,0.305,0.254,0.288,9,18,15,17,
Accounting,Level 2,Pacific Islands,2023,1,11,0.05,8,0.041,41,0.098,0.463,0.415,0.024,4,19,17,1,
Accounting,Level 2,Pacific Islands,2024,1,11,0.045,9,0.052,42,0.31,0.476,0.119,0.095,13,20,5,4,
Accounting,Level 2,Southland,2015,9,99,0.074,86,0.083,431,0.151,0.262,0.295,0.292,65,113,127,126,
Accounting,Level 2,Southland,2016,8,122,0.091,103,0.101,528,0.189,0.223,0.286,0.301,100,118,151,159,
Accounting,Level 2,Southland,2017,8,137,0.103,114,0.112,589,0.163,0.19,0.272,0.375,96,112,160,221,
Accounting,Level 2,Southland,2018,9,136,0.102,101,0.104,551,0.145,0.209,0.292,0.354,80,115,161,195,
Accounting,Level 2,Southland,2019,8,126,0.097,74,0.077,444,0.167,0.227,0.25,0.356,74,101,111,158,
Accounting,Level 2,Southland,2020,8,147,0.113,69,0.073,461,0.176,0.243,0.258,0.323,81,112,119,149,
Accounting,Level 2,Southland,2021,9,154,0.114,66,0.074,499,0.168,0.216,0.283,0.333,84,108,141,166,
Accounting,Level 2,Southland,2022,8,117,0.088,41,0.046,361,0.155,0.249,0.258,0.338,56,90,93,122,
Accounting,Level 2,Southland,2023,9,129,0.094,48,0.052,383,0.17,0.209,0.292,0.329,65,80,112,126,
Accounting,Level 2,Southland,2024,8,112,0.074,67,0.067,384,0.138,0.214,0.302,0.346,53,82,116,133,
