Secondary Subject,Level,School Equity Index Group,Academic Year,Provider Count,Students Assessed in 1+ Credits Count,Students Assessed in 1+ Credits Rate,Students Assessed in 14+ Credits Count,Students Assessed in 14+ Credits Rate,Assessed Count,Not Achieved Rate,Achieved Rate,Merit Rate,Excellence Rate,Not Achieved Count,Achieved Count,Merit Count,Excellence Count,Cohort Warning
Lea Faka-Tonga,Level 2,Moderate,2020,15,70,0.002,50,0.002,261,0.1,0.103,0.33,0.467,26,27,86,122,
Lea Faka-Tonga,Level 2,Moderate,2021,13,67,0.002,46,0.002,238,0.118,0.168,0.176,0.538,28,40,42,128,
Lea Faka-Tonga,Level 2,Moderate,2022,13,71,0.002,54,0.002,241,0.166,0.191,0.27,0.373,40,46,65,90,
Lea Faka-Tonga,Level 2,Moderate,2023,14,77,0.002,45,0.002,254,0.075,0.165,0.398,0.362,19,42,101,92,
Lea Faka-Tonga,Level 2,Moderate,2024,19,107,0.003,72,0.003,360,0.064,0.206,0.4,0.331,23,74,144,119,
Lea Faka-Tonga,Level 2,More,2019,10,83,0.007,56,0.009,285,0.098,0.168,0.34,0.393,28,48,97,112,
Lea Faka-Tonga,Level 2,More,2020,11,97,0.009,56,0.01,301,0.11,0.169,0.419,0.302,33,51,126,91,
Lea Faka-Tonga,Level 2,More,2021,17,99,0.009,62,0.011,325,0.098,0.222,0.326,0.354,32,72,106,115,
Lea Faka-Tonga,Level 2,More,2022,12,79,0.007,51,0.01,253,0.115,0.19,0.407,0.289,29,48,103,73,
Lea Faka-Tonga,Level 2,More,2023,14,123,0.01,70,0.012,370,0.17,0.249,0.305,0.276,63,92,113,102,
Lea Faka-Tonga,Level 2,More,2024,12,170,0.012,100,0.015,507,0.079,0.272,0.296,0.353,40,138,150,179,
Lea Faka-Tonga,Level 3,Fewer,2019,6,13,0.001,2,0,28,0,0.107,0.5,0.393,0,3,14,11,Small Cohort
Lea Faka-Tonga,Level 3,Fewer,2020,6,14,0.001,0,0,27,0.074,0.185,0.444,0.296,2,5,12,8,Small Cohort
Lea Faka-Tonga,Level 3,Fewer,2021,8,16,0.001,0,0,27,0.037,0.259,0.519,0.185,1,7,14,5,Small Cohort
Lea Faka-Tonga,Level 3,Fewer,2022,4,7,0,1,0,16,0.063,0.313,0.5,0.125,1,5,8,2,Small Cohort
Lea Faka-Tonga,Level 3,Fewer,2023,9,20,0.001,1,0,38,0.026,0.421,0.289,0.263,1,16,11,10,
Lea Faka-Tonga,Level 3,Fewer,2024,7,20,0.001,0,0,40,0,0.175,0.475,0.35,0,7,19,14,
Lea Faka-Tonga,Level 3,Moderate,2019,12,59,0.002,42,0.002,226,0.137,0.119,0.394,0.35,31,27,89,79,
Lea Faka-Tonga,Level 3,Moderate,2020,15,79,0.003,43,0.002,274,0.08,0.117,0.42,0.383,22,32,115,105,
Lea Faka-Tonga,Level 3,Moderate,2021,14,69,0.003,36,0.002,222,0.05,0.176,0.311,0.464,11,39,69,103,
Lea Faka-Tonga,Level 3,Moderate,2022,13,66,0.003,38,0.002,198,0.202,0.162,0.268,0.369,40,32,53,73,
Lea Faka-Tonga,Level 3,Moderate,2023,15,68,0.003,43,0.002,230,0.135,0.235,0.278,0.352,31,54,64,81,
Lea Faka-Tonga,Level 3,Moderate,2024,15,75,0.003,54,0.003,259,0.093,0.228,0.344,0.336,24,59,89,87,
Lea Faka-Tonga,Level 3,More,2019,9,66,0.009,46,0.01,240,0.117,0.088,0.308,0.488,28,21,74,117,
Lea Faka-Tonga,Level 3,More,2020,11,87,0.012,50,0.012,280,0.111,0.179,0.346,0.364,31,50,97,102,
Lea Faka-Tonga,Level 3,More,2021,11,82,0.011,39,0.009,231,0.143,0.195,0.307,0.355,33,45,71,82,
Lea Faka-Tonga,Level 3,More,2022,13,70,0.01,42,0.011,214,0.112,0.234,0.294,0.36,24,50,63,77,
Lea Faka-Tonga,Level 3,More,2023,13,91,0.012,52,0.012,266,0.12,0.259,0.286,0.335,32,69,76,89,
Lea Faka-Tonga,Level 3,More,2024,9,89,0.01,64,0.013,313,0.137,0.319,0.224,0.319,43,100,70,100,
Materials and Processing Technology,Level 1,Fewer,2024,42,2243,0.171,1061,0.145,4942,0.167,0.38,0.253,0.2,825,1877,1250,990,
Materials and Processing Technology,Level 1,Moderate,2024,131,4778,0.131,2403,0.092,11295,0.236,0.405,0.212,0.147,2662,4571,2399,1663,
Materials and Processing Technology,Level 1,More,2024,46,976,0.07,298,0.039,1858,0.336,0.428,0.151,0.084,625,796,281,156,
Mathematics - Statistics,Level 1,Fewer,2019,80,17792,0.798,13091,0.83,82540,0.132,0.359,0.321,0.188,10926,29591,26476,15547,
Mathematics - Statistics,Level 1,Fewer,2020,80,21656,0.835,11838,0.785,78873,0.123,0.373,0.305,0.199,9711,29418,24059,15685,
Mathematics - Statistics,Level 1,Fewer,2021,79,20970,0.819,11400,0.806,74879,0.115,0.367,0.315,0.203,8610,27489,23563,15217,
Mathematics - Statistics,Level 1,Fewer,2022,79,20672,0.819,11454,0.818,74589,0.137,0.373,0.308,0.181,10255,27857,22969,13508,
Mathematics - Statistics,Level 1,Fewer,2023,79,16502,0.73,11237,0.765,66532,0.136,0.378,0.3,0.186,9071,25174,19944,12343,
Mathematics - Statistics,Level 1,Fewer,2024,61,10711,0.816,5014,0.685,24559,0.19,0.388,0.274,0.148,4661,9524,6741,3633,
Mathematics - Statistics,Level 1,Moderate,2019,202,36031,0.833,23325,0.797,158690,0.184,0.427,0.26,0.128,29277,67814,41314,20285,
Mathematics - Statistics,Level 1,Moderate,2020,202,39281,0.805,21592,0.759,146583,0.174,0.443,0.251,0.132,25470,64949,36830,19334,
Mathematics - Statistics,Level 1,Moderate,2021,204,37678,0.801,20194,0.726,138781,0.17,0.45,0.253,0.127,23528,62480,35121,17652,
Mathematics - Statistics,Level 1,Moderate,2022,204,36400,0.761,20657,0.741,138350,0.191,0.458,0.237,0.114,26435,63367,32835,15713,
Mathematics - Statistics,Level 1,Moderate,2023,204,35753,0.745,21572,0.732,142522,0.191,0.467,0.231,0.111,27205,66581,32921,15815,
Mathematics - Statistics,Level 1,Moderate,2024,191,29401,0.809,17324,0.664,75051,0.261,0.442,0.206,0.091,19622,33137,15458,6834,
Mathematics - Statistics,Level 1,More,2019,154,10072,0.725,5500,0.684,40103,0.21,0.511,0.201,0.078,8422,20507,8047,3127,
Mathematics - Statistics,Level 1,More,2020,153,10614,0.715,4973,0.645,37481,0.18,0.523,0.206,0.091,6754,19609,7706,3412,
Mathematics - Statistics,Level 1,More,2021,158,10523,0.685,4310,0.565,35201,0.179,0.527,0.2,0.094,6297,18547,7042,3315,
Mathematics - Statistics,Level 1,More,2022,148,10298,0.649,4604,0.595,35503,0.208,0.532,0.175,0.084,7370,18903,6230,3000,
Mathematics - Statistics,Level 1,More,2023,153,12569,0.667,5087,0.593,41879,0.215,0.537,0.165,0.082,9020,22494,6925,3440,
Mathematics - Statistics,Level 1,More,2024,129,9187,0.659,3924,0.509,21507,0.312,0.49,0.143,0.055,6706,10537,3075,1189,
Mathematics - Statistics,Level 2,Fewer,2019,78,13543,0.675,10263,0.667,65227,0.168,0.306,0.299,0.227,10930,19959,19511,14827,
Mathematics - Statistics,Level 2,Fewer,2020,78,14111,0.696,9115,0.59,61468,0.151,0.314,0.314,0.221,9258,19330,19274,13606,
Mathematics - Statistics,Level 2,Fewer,2021,77,13798,0.713,9464,0.634,63136,0.137,0.328,0.306,0.228,8663,20728,19345,14400,
Mathematics - Statistics,Level 2,Fewer,2022,77,13167,0.711,9051,0.629,59755,0.147,0.326,0.302,0.225,8771,19455,18073,13456,
Mathematics - Statistics,Level 2,Fewer,2023,77,13590,0.69,9592,0.629,62975,0.158,0.334,0.291,0.217,9932,21028,18327,13688,
Mathematics - Statistics,Level 2,Fewer,2024,78,14813,0.716,10867,0.664,69724,0.147,0.325,0.295,0.233,10223,22693,20534,16274,
Mathematics - Statistics,Level 2,Moderate,2019,200,23929,0.667,14659,0.586,110515,0.207,0.371,0.262,0.16,22875,40970,28959,17711,
Mathematics - Statistics,Level 2,Moderate,2020,201,24216,0.676,12980,0.526,103519,0.188,0.387,0.267,0.159,19433,40033,27637,16416,
Mathematics - Statistics,Level 2,Moderate,2021,203,23438,0.67,12570,0.529,101072,0.177,0.401,0.262,0.159,17908,40548,26506,16110,
Mathematics - Statistics,Level 2,Moderate,2022,202,22140,0.651,11719,0.509,94184,0.197,0.395,0.252,0.156,18535,37188,23774,14687,
Mathematics - Statistics,Level 2,Moderate,2023,205,23367,0.65,13396,0.538,102556,0.197,0.407,0.242,0.154,20210,41770,24824,15752,
Mathematics - Statistics,Level 2,Moderate,2024,205,25453,0.645,14722,0.539,112253,0.2,0.401,0.244,0.156,22431,44962,27363,17497,
Mathematics - Statistics,Level 2,More,2019,141,5998,0.535,2418,0.4,24042,0.249,0.454,0.192,0.105,5985,10913,4626,2518,
Mathematics - Statistics,Level 2,More,2020,143,5633,0.523,1728,0.311,20201,0.22,0.465,0.205,0.109,4445,9403,4147,2206,
Mathematics - Statistics,Level 2,More,2021,143,5730,0.514,1706,0.316,20447,0.211,0.475,0.199,0.115,4306,9719,4068,2354,
Mathematics - Statistics,Level 2,More,2022,139,5210,0.487,1428,0.27,18506,0.22,0.455,0.199,0.126,4068,8420,3684,2334,
Mathematics - Statistics,Level 2,More,2023,133,5472,0.458,1710,0.282,19773,0.242,0.45,0.186,0.123,4784,8889,3677,2423,
Mathematics - Statistics,Level 2,More,2024,141,7001,0.481,2067,0.311,24232,0.212,0.474,0.187,0.127,5148,11475,4520,3089,
Mathematics - Statistics,Level 3,Fewer,2019,77,10860,0.639,8465,0.652,47537,0.148,0.326,0.287,0.238,7038,15517,13664,11318,
Mathematics - Statistics,Level 3,Fewer,2020,77,10858,0.639,8201,0.619,46070,0.129,0.306,0.298,0.266,5959,14106,13751,12254,
Mathematics - Statistics,Level 3,Fewer,2021,77,11220,0.656,8520,0.638,47620,0.114,0.336,0.288,0.263,5410,15977,13703,12530,
Mathematics - Statistics,Level 3,Fewer,2022,77,11122,0.665,8109,0.629,45937,0.145,0.344,0.27,0.241,6638,15824,12396,11079,
Mathematics - Statistics,Level 3,Fewer,2023,77,10790,0.668,8144,0.642,44753,0.137,0.343,0.289,0.231,6134,15345,12955,10319,
Mathematics - Statistics,Level 3,Fewer,2024,78,11444,0.665,8885,0.65,47749,0.127,0.342,0.288,0.243,6066,16341,13751,11591,
Mathematics - Statistics,Level 3,Moderate,2019,195,15399,0.593,11460,0.599,66859,0.162,0.367,0.268,0.203,10859,24567,17893,13540,
Mathematics - Statistics,Level 3,Moderate,2020,193,15213,0.585,10268,0.556,62022,0.151,0.359,0.269,0.221,9387,22272,16660,13703,
Mathematics - Statistics,Level 3,Moderate,2021,197,15483,0.589,10848,0.572,63819,0.139,0.383,0.266,0.212,8870,24448,16993,13508,
Mathematics - Statistics,Level 3,Moderate,2022,195,15096,0.581,10180,0.569,59957,0.162,0.4,0.239,0.199,9725,23980,14346,11906,
Mathematics - Statistics,Level 3,Moderate,2023,200,14508,0.578,10324,0.57,59123,0.163,0.396,0.244,0.197,9634,23392,14423,11674,
Mathematics - Statistics,Level 3,Moderate,2024,200,16203,0.581,11711,0.582,66426,0.161,0.38,0.244,0.215,10667,25246,16208,14305,
Mathematics - Statistics,Level 3,More,2019,125,3224,0.423,2132,0.468,13088,0.18,0.428,0.233,0.159,2353,5604,3053,2078,
Mathematics - Statistics,Level 3,More,2020,127,3261,0.44,1746,0.411,12038,0.164,0.437,0.23,0.17,1969,5260,2766,2043,
Mathematics - Statistics,Level 3,More,2021,127,3094,0.419,1664,0.392,11068,0.154,0.45,0.246,0.151,1700,4980,2722,1666,
Mathematics - Statistics,Level 3,More,2022,125,3041,0.414,1570,0.399,10435,0.162,0.474,0.212,0.151,1694,4951,2212,1578,
Mathematics - Statistics,Level 3,More,2023,124,3091,0.414,1655,0.385,10583,0.172,0.444,0.222,0.161,1821,4701,2354,1707,
Mathematics - Statistics,Level 3,More,2024,125,3407,0.397,1951,0.389,11882,0.164,0.43,0.215,0.191,1954,5108,2553,2267,
Media Studies,Level 1,Fewer,2019,31,1158,0.052,798,0.051,4237,0.114,0.313,0.293,0.28,484,1325,1241,1187,
Media Studies,Level 1,Fewer,2020,25,900,0.035,773,0.051,3784,0.103,0.275,0.299,0.323,391,1042,1130,1221,
Media Studies,Level 1,Fewer,2021,25,969,0.038,648,0.046,3658,0.102,0.261,0.294,0.342,374,955,1077,1252,
Media Studies,Level 1,Fewer,2022,23,887,0.035,565,0.04,3284,0.123,0.313,0.288,0.277,403,1027,945,909,
Media Studies,Level 1,Fewer,2023,24,941,0.042,559,0.038,3314,0.114,0.311,0.314,0.261,378,1030,1041,865,
Media Studies,Level 1,Moderate,2019,82,2814,0.065,1230,0.042,8163,0.155,0.386,0.256,0.203,1263,3152,2092,1656,
Media Studies,Level 1,Moderate,2020,78,3132,0.064,1042,0.037,8023,0.163,0.395,0.249,0.194,1309,3167,1994,1553,
Media Studies,Level 1,Moderate,2021,86,2930,0.062,853,0.031,6846,0.142,0.387,0.26,0.211,972,2647,1783,1444,
Media Studies,Level 1,Moderate,2022,75,2769,0.058,900,0.032,6701,0.201,0.371,0.234,0.194,1348,2484,1568,1301,
Media Studies,Level 1,Moderate,2023,67,3241,0.068,902,0.031,7514,0.197,0.381,0.238,0.184,1477,2865,1788,1384,
Media Studies,Level 1,More,2019,43,739,0.053,73,0.009,1454,0.276,0.461,0.189,0.074,402,670,275,107,
Media Studies,Level 1,More,2020,42,732,0.049,80,0.01,1374,0.199,0.461,0.226,0.113,274,634,311,155,
Media Studies,Level 1,More,2021,43,837,0.055,50,0.007,1401,0.259,0.477,0.174,0.09,363,668,244,126,
Media Studies,Level 1,More,2022,36,826,0.052,46,0.006,1194,0.25,0.508,0.167,0.075,299,606,199,90,
Media Studies,Level 1,More,2023,38,913,0.048,64,0.007,1373,0.265,0.526,0.141,0.068,364,722,194,93,
Media Studies,Level 2,Fewer,2019,46,1501,0.075,1139,0.074,5778,0.168,0.291,0.269,0.271,972,1684,1554,1568,
Media Studies,Level 2,Fewer,2020,50,1489,0.073,1088,0.07,5566,0.156,0.285,0.276,0.283,869,1586,1537,1574,
Media Studies,Level 2,Fewer,2021,50,1564,0.081,1077,0.072,5614,0.127,0.291,0.278,0.304,712,1636,1560,1706,
Media Studies,Level 2,Fewer,2022,46,1654,0.089,1223,0.085,6189,0.151,0.316,0.279,0.254,936,1956,1725,1572,
Media Studies,Level 2,Fewer,2023,46,1663,0.084,1249,0.082,6177,0.149,0.317,0.288,0.247,919,1956,1777,1525,
Media Studies,Level 2,Fewer,2024,44,1668,0.081,1238,0.076,6176,0.151,0.302,0.281,0.266,931,1868,1734,1643,
Media Studies,Level 2,Moderate,2019,112,2410,0.067,1491,0.06,8532,0.238,0.331,0.238,0.193,2032,2821,2030,1649,
Media Studies,Level 2,Moderate,2020,114,2583,0.072,1334,0.054,7933,0.212,0.328,0.247,0.213,1681,2603,1956,1693,
Media Studies,Level 2,Moderate,2021,111,2496,0.071,1149,0.048,7207,0.217,0.339,0.236,0.208,1562,2446,1703,1496,
Media Studies,Level 2,Moderate,2022,107,2570,0.076,1257,0.055,7592,0.222,0.315,0.251,0.212,1684,2392,1907,1609,
Media Studies,Level 2,Moderate,2023,104,2593,0.072,1314,0.053,7733,0.218,0.339,0.238,0.205,1684,2625,1840,1584,
Media Studies,Level 2,Moderate,2024,98,2447,0.062,1491,0.055,8297,0.216,0.325,0.245,0.214,1793,2700,2030,1774,
Media Studies,Level 2,More,2019,37,441,0.039,155,0.026,1093,0.344,0.387,0.166,0.103,376,423,181,113,
Media Studies,Level 2,More,2020,36,366,0.034,66,0.012,747,0.282,0.446,0.19,0.082,211,333,142,61,
Media Studies,Level 2,More,2021,40,397,0.036,59,0.011,867,0.278,0.381,0.201,0.141,241,330,174,122,
Media Studies,Level 2,More,2022,30,318,0.03,104,0.02,756,0.269,0.388,0.233,0.111,203,293,176,84,
Media Studies,Level 2,More,2023,32,387,0.032,111,0.018,891,0.33,0.401,0.167,0.102,294,357,149,91,
Media Studies,Level 2,More,2024,26,430,0.03,95,0.014,850,0.308,0.414,0.185,0.093,262,352,157,79,
Media Studies,Level 3,Fewer,2019,52,1299,0.076,1111,0.086,5521,0.177,0.302,0.26,0.26,978,1670,1435,1438,
Media Studies,Level 3,Fewer,2020,51,1406,0.083,1006,0.076,5542,0.141,0.288,0.28,0.291,780,1596,1551,1615,
Media Studies,Level 3,Fewer,2021,54,1401,0.082,1049,0.079,5464,0.142,0.283,0.297,0.279,775,1545,1622,1522,
Media Studies,Level 3,Fewer,2022,55,1540,0.092,1210,0.094,5922,0.147,0.325,0.27,0.258,871,1922,1601,1528,
Media Studies,Level 3,Fewer,2023,52,1590,0.098,1295,0.102,6372,0.141,0.312,0.282,0.265,898,1990,1795,1689,
Media Studies,Level 3,Fewer,2024,51,1695,0.099,1412,0.103,6887,0.119,0.335,0.305,0.241,822,2309,2099,1657,
Media Studies,Level 3,Moderate,2019,121,2225,0.086,1549,0.081,8522,0.22,0.321,0.247,0.212,1876,2734,2107,1805,
Media Studies,Level 3,Moderate,2020,108,1997,0.077,1192,0.065,7225,0.19,0.331,0.243,0.236,1372,2389,1758,1706,
Media Studies,Level 3,Moderate,2021,112,2053,0.078,1253,0.066,7354,0.2,0.321,0.249,0.231,1469,2358,1829,1698,
Media Studies,Level 3,Moderate,2022,109,2020,0.078,1248,0.07,7125,0.225,0.334,0.23,0.211,1603,2380,1638,1504,
Media Studies,Level 3,Moderate,2023,104,2214,0.088,1426,0.079,7968,0.195,0.329,0.247,0.228,1556,2622,1970,1820,
Media Studies,Level 3,Moderate,2024,102,2075,0.074,1416,0.07,7763,0.198,0.35,0.234,0.219,1536,2716,1814,1697,
Media Studies,Level 3,More,2019,35,341,0.045,124,0.027,875,0.254,0.408,0.199,0.139,222,357,174,122,
Media Studies,Level 3,More,2020,33,329,0.044,101,0.024,821,0.218,0.397,0.213,0.172,179,326,175,141,
Media Studies,Level 3,More,2021,41,308,0.042,95,0.022,782,0.274,0.404,0.196,0.127,214,316,153,99,
Media Studies,Level 3,More,2022,31,230,0.031,67,0.017,609,0.243,0.384,0.181,0.192,148,234,110,117,
Media Studies,Level 3,More,2023,31,349,0.047,153,0.036,984,0.311,0.382,0.179,0.128,306,376,176,126,
Media Studies,Level 3,More,2024,24,331,0.039,143,0.028,916,0.306,0.342,0.206,0.146,280,313,189,134,
Music,Level 1,Fewer,2019,74,1298,0.058,1073,0.068,5043,0.085,0.2,0.273,0.441,428,1010,1379,2226,
Music,Level 1,Fewer,2020,73,1241,0.048,968,0.064,4490,0.099,0.172,0.247,0.482,443,771,1111,2165,
Music,Level 1,Fewer,2021,71,1168,0.046,874,0.062,4081,0.099,0.172,0.232,0.497,402,703,948,2028,
Music,Level 1,Fewer,2022,69,1202,0.048,864,0.062,4033,0.104,0.168,0.229,0.499,418,678,924,2013,
Music,Level 1,Fewer,2023,65,1151,0.051,876,0.06,3957,0.108,0.165,0.252,0.475,428,654,996,1879,
Music,Level 1,Fewer,2024,48,856,0.065,462,0.063,2064,0.121,0.211,0.269,0.4,249,435,555,825,
Music,Level 1,Moderate,2019,170,2939,0.068,2010,0.069,9682,0.141,0.242,0.256,0.362,1364,2342,2474,3502,
Music,Level 1,Moderate,2020,168,2831,0.058,1880,0.066,8894,0.148,0.222,0.258,0.372,1315,1973,2298,3308,
Music,Level 1,Moderate,2021,174,2832,0.06,1814,0.065,8661,0.156,0.22,0.241,0.383,1349,1902,2091,3319,
Music,Level 1,Moderate,2022,169,2711,0.057,1724,0.062,8200,0.169,0.211,0.252,0.368,1384,1734,2066,3016,
Music,Level 1,Moderate,2023,163,2750,0.057,1723,0.058,8225,0.156,0.215,0.259,0.37,1280,1767,2132,3046,
Music,Level 1,Moderate,2024,154,2911,0.08,1695,0.065,7203,0.16,0.247,0.26,0.333,1156,1776,1873,2398,
Music,Level 1,More,2019,91,1351,0.097,676,0.084,3416,0.206,0.3,0.231,0.263,705,1025,788,898,
Music,Level 1,More,2020,98,1486,0.1,604,0.078,3403,0.235,0.282,0.227,0.257,800,959,771,873,
Music,Level 1,More,2021,97,1448,0.094,562,0.074,3274,0.236,0.287,0.217,0.259,774,939,712,849,
Music,Level 1,More,2022,85,1335,0.084,556,0.072,3077,0.255,0.294,0.209,0.243,784,904,642,747,
Music,Level 1,More,2023,87,1403,0.074,520,0.061,3067,0.256,0.297,0.213,0.234,784,912,653,718,
Music,Level 1,More,2024,88,1526,0.109,480,0.062,3114,0.279,0.314,0.208,0.199,868,978,648,620,
Music,Level 2,Fewer,2019,75,973,0.048,702,0.046,3517,0.087,0.16,0.244,0.509,305,563,859,1790,
Music,Level 2,Fewer,2020,76,1016,0.05,737,0.048,3561,0.066,0.153,0.236,0.545,236,545,841,1939,
Music,Level 2,Fewer,2021,74,923,0.048,627,0.042,3178,0.079,0.141,0.208,0.572,251,448,660,1819,
Music,Level 2,Fewer,2022,73,876,0.047,651,0.045,3134,0.078,0.172,0.216,0.535,244,538,676,1676,
Music,Level 2,Fewer,2023,75,996,0.051,699,0.046,3454,0.093,0.174,0.23,0.503,321,602,793,1738,
Music,Level 2,Fewer,2024,76,1098,0.053,805,0.049,3840,0.087,0.171,0.242,0.5,334,657,929,1920,
Music,Level 2,Moderate,2019,169,2050,0.057,1276,0.051,6550,0.112,0.194,0.24,0.455,734,1269,1570,2977,
Music,Level 2,Moderate,2020,174,2253,0.063,1261,0.051,6794,0.111,0.191,0.243,0.455,754,1297,1654,3089,
Music,Level 2,Moderate,2021,168,2124,0.061,1156,0.049,6213,0.125,0.178,0.244,0.453,775,1108,1513,2817,
Music,Level 2,Moderate,2022,171,2008,0.059,1185,0.052,6191,0.157,0.171,0.234,0.438,972,1060,1446,2713,
Music,Level 2,Moderate,2023,169,2160,0.06,1274,0.051,6542,0.126,0.189,0.237,0.448,825,1237,1550,2930,
Music,Level 2,Moderate,2024,168,2324,0.059,1534,0.056,7263,0.138,0.199,0.233,0.43,1002,1445,1695,3121,
Music,Level 2,More,2019,87,988,0.088,456,0.075,2494,0.244,0.269,0.227,0.26,609,671,566,648,
Music,Level 2,More,2020,92,945,0.088,426,0.077,2287,0.21,0.296,0.228,0.267,480,676,521,610,
Music,Level 2,More,2021,95,999,0.09,422,0.078,2390,0.22,0.27,0.231,0.278,526,646,553,665,
Music,Level 2,More,2022,87,904,0.085,358,0.068,2135,0.243,0.258,0.222,0.277,518,551,474,592,
Music,Level 2,More,2023,87,1178,0.099,498,0.082,2748,0.306,0.243,0.206,0.245,840,668,567,673,
Music,Level 2,More,2024,91,1267,0.087,443,0.067,2760,0.262,0.293,0.208,0.237,724,809,573,654,
Music,Level 3,Fewer,2019,75,711,0.042,558,0.043,2283,0.107,0.171,0.228,0.494,244,391,520,1128,
Music,Level 3,Fewer,2020,74,848,0.05,557,0.042,2433,0.068,0.141,0.208,0.583,166,343,505,1419,
Music,Level 3,Fewer,2021,75,866,0.051,625,0.047,2540,0.071,0.135,0.22,0.574,180,342,560,1458,
Music,Level 3,Fewer,2022,72,693,0.041,506,0.039,2095,0.096,0.147,0.2,0.557,201,308,419,1167,
Music,Level 3,Fewer,2023,71,750,0.046,544,0.043,2217,0.078,0.152,0.222,0.547,174,338,493,1212,
Music,Level 3,Fewer,2024,75,884,0.051,673,0.049,2652,0.105,0.166,0.223,0.506,278,440,592,1342,
Music,Level 3,Moderate,2019,162,1426,0.055,961,0.05,4058,0.119,0.177,0.232,0.472,483,718,940,1917,
Music,Level 3,Moderate,2020,160,1406,0.054,851,0.046,3711,0.109,0.159,0.214,0.518,403,591,794,1923,
Music,Level 3,Moderate,2021,165,1489,0.057,896,0.047,3826,0.11,0.154,0.222,0.514,420,591,850,1965,
Music,Level 3,Moderate,2022,161,1392,0.054,838,0.047,3565,0.137,0.174,0.232,0.457,487,621,828,1629,
Music,Level 3,Moderate,2023,165,1422,0.057,934,0.052,3840,0.103,0.178,0.238,0.481,395,685,914,1846,
Music,Level 3,Moderate,2024,163,1574,0.056,1071,0.053,4336,0.127,0.186,0.216,0.471,549,808,935,2044,
Music,Level 3,More,2019,81,610,0.08,296,0.065,1358,0.256,0.267,0.19,0.288,347,362,258,391,
Music,Level 3,More,2020,82,633,0.085,347,0.082,1475,0.249,0.234,0.22,0.297,368,345,324,438,
Music,Level 3,More,2021,85,679,0.092,304,0.072,1442,0.24,0.251,0.187,0.322,346,362,270,464,
Music,Level 3,More,2022,80,606,0.083,275,0.07,1317,0.261,0.245,0.222,0.272,344,323,292,358,
Music,Level 3,More,2023,83,631,0.084,322,0.075,1390,0.334,0.232,0.162,0.272,464,323,225,378,
Music,Level 3,More,2024,84,779,0.091,366,0.073,1682,0.254,0.229,0.207,0.31,427,385,348,522,
New Zealand Sign Language,Level 1,Moderate,2019,1,19,0,18,0.001,74,0.149,0.297,0.365,0.189,11,22,27,14,
New Zealand Sign Language,Level 1,Moderate,2020,1,9,0,7,0,23,0.478,0.217,0.087,0.217,11,5,2,5,Small Cohort
New Zealand Sign Language,Level 1,Moderate,2021,2,18,0,17,0.001,69,0.29,0.319,0.275,0.116,20,22,19,8,
New Zealand Sign Language,Level 1,Moderate,2022,2,27,0.001,0,0,27,0.259,0.333,0.222,0.185,7,9,6,5,Small Cohort
New Zealand Sign Language,Level 1,Moderate,2023,2,18,0,0,0,24,0.167,0.292,0.333,0.208,4,7,8,5,Small Cohort
New Zealand Sign Language,Level 1,Moderate,2024,2,23,0.001,16,0.001,61,0.131,0.279,0.344,0.246,8,17,21,15,
New Zealand Sign Language,Level 1,More,2021,1,10,0.001,10,0.001,40,0.025,0.125,0.5,0.35,1,5,20,14,
New Zealand Sign Language,Level 1,More,2022,2,36,0.002,22,0.003,106,0.085,0.17,0.321,0.425,9,18,34,45,
New Zealand Sign Language,Level 1,More,2024,1,22,0.002,22,0.003,87,0.057,0.149,0.448,0.345,5,13,39,30,
New Zealand Sign Language,Level 2,Fewer,2024,,,,,,0,,,,,,,,,Small Cohort
New Zealand Sign Language,Level 2,Moderate,2019,1,4,0,3,0,14,0,0.5,0.5,0,0,7,7,0,Small Cohort
New Zealand Sign Language,Level 2,Moderate,2020,1,10,0,10,0,40,0.4,0.1,0.325,0.175,16,4,13,7,
New Zealand Sign Language,Level 2,Moderate,2022,1,6,0,6,0,24,0.208,0.208,0.458,0.125,5,5,11,3,Small Cohort
New Zealand Sign Language,Level 2,Moderate,2023,1,12,0,10,0,41,0.049,0.439,0.317,0.195,2,18,13,8,
New Zealand Sign Language,Level 2,Moderate,2024,2,8,0,8,0,31,0.194,0.194,0.484,0.129,6,6,15,4,
New Zealand Sign Language,Level 2,More,2019,,,,,,0,,,,,,,,,Small Cohort
New Zealand Sign Language,Level 2,More,2021,1,15,0.001,11,0.002,48,0,0.229,0.563,0.208,0,11,27,10,
New Zealand Sign Language,Level 2,More,2022,1,13,0.001,10,0.002,43,0.14,0.256,0.395,0.209,6,11,17,9,
New Zealand Sign Language,Level 2,More,2023,1,18,0.002,17,0.003,69,0.014,0.145,0.464,0.377,1,10,32,26,
New Zealand Sign Language,Level 2,More,2024,1,13,0.001,13,0.002,48,0,0.25,0.542,0.208,0,12,26,10,
New Zealand Sign Language,Level 3,Moderate,2019,1,6,0,5,0,22,0.364,0.182,0.318,0.136,8,4,7,3,Small Cohort
New Zealand Sign Language,Level 3,Moderate,2020,,,,,,4,,,,,,,,,Small Cohort
New Zealand Sign Language,Level 3,Moderate,2021,1,6,0,6,0,18,0.222,0.222,0.5,0.056,4,4,9,1,Small Cohort
New Zealand Sign Language,Level 3,Moderate,2022,,,,,,1,,,,,,,,,Small Cohort
