Secondary Subject,Level,School Equity Index Group,Academic Year,Provider Count,Students Assessed in 1+ Credits Count,Students Assessed in 1+ Credits Rate,Students Assessed in 14+ Credits Count,Students Assessed in 14+ Credits Rate,Assessed Count,Not Achieved Rate,Achieved Rate,Merit Rate,Excellence Rate,Not Achieved Count,Achieved Count,Merit Count,Excellence Count,Cohort Warning
Te Reo Maori,Level 3,Moderate,2019,101,492,0.019,260,0.014,1342,0.208,0.306,0.259,0.228,279,410,347,306,
Te Reo Maori,Level 3,Moderate,2020,105,518,0.02,267,0.014,1360,0.152,0.297,0.268,0.283,207,404,364,385,
Te Reo Maori,Level 3,Moderate,2021,98,564,0.021,344,0.018,1582,0.143,0.29,0.283,0.284,226,459,447,450,
Te Reo Maori,Level 3,Moderate,2022,105,517,0.02,261,0.015,1356,0.163,0.299,0.288,0.249,221,406,391,338,
Te Reo Maori,Level 3,Moderate,2023,106,547,0.022,332,0.018,1558,0.184,0.291,0.27,0.255,286,454,420,398,
Te Reo Maori,Level 3,Moderate,2024,98,611,0.022,376,0.019,1741,0.167,0.283,0.275,0.276,290,492,478,481,
Te Reo Maori,Level 3,More,2019,114,893,0.117,456,0.1,2460,0.165,0.302,0.272,0.261,406,742,670,642,
Te Reo Maori,Level 3,More,2020,108,914,0.123,380,0.089,2286,0.178,0.332,0.245,0.245,408,758,560,560,
Te Reo Maori,Level 3,More,2021,105,802,0.109,437,0.103,2205,0.148,0.319,0.276,0.257,327,703,608,567,
Te Reo Maori,Level 3,More,2022,114,903,0.123,445,0.113,2402,0.235,0.312,0.241,0.211,565,750,580,507,
Te Reo Maori,Level 3,More,2023,104,869,0.116,433,0.101,2330,0.183,0.331,0.272,0.214,427,772,633,498,
Te Reo Maori,Level 3,More,2024,118,1010,0.118,520,0.104,2757,0.184,0.347,0.24,0.229,506,956,663,632,
Te Reo Maori Kuki Airani,Level 1,Fewer,2024,,,,,,0,,,,,,,,,Small Cohort
Te Reo Maori Kuki Airani,Level 1,Moderate,2024,2,12,0,0,0,13,0.308,0.692,0,0,4,9,0,0,Small Cohort
Te Reo Maori Kuki Airani,Level 1,More,2024,3,56,0.004,11,0.001,101,0.208,0.267,0.287,0.238,21,27,29,24,
Te Reo Rangatira,Level 1,Fewer,2019,1,31,0.001,0,0,121,0.091,0.479,0.289,0.14,11,58,35,17,
Te Reo Rangatira,Level 1,Fewer,2020,1,19,0.001,14,0.001,87,0.046,0.149,0.115,0.69,4,13,10,60,
Te Reo Rangatira,Level 1,Fewer,2021,1,36,0.001,31,0.002,173,0.179,0.208,0.121,0.491,31,36,21,85,
Te Reo Rangatira,Level 1,Fewer,2022,1,44,0.002,37,0.003,244,0.443,0.201,0.172,0.184,108,49,42,45,
Te Reo Rangatira,Level 1,Fewer,2023,1,46,0.002,35,0.002,244,0.471,0.242,0.111,0.176,115,59,27,43,
Te Reo Rangatira,Level 1,Fewer,2024,1,34,0.003,32,0.004,128,0.461,0.305,0.133,0.102,59,39,17,13,
Te Reo Rangatira,Level 1,Moderate,2019,9,58,0.001,41,0.001,297,0.158,0.391,0.273,0.178,47,116,81,53,
Te Reo Rangatira,Level 1,Moderate,2020,6,70,0.001,30,0.001,315,0.133,0.384,0.267,0.216,42,121,84,68,
Te Reo Rangatira,Level 1,Moderate,2021,9,62,0.001,38,0.001,279,0.065,0.326,0.29,0.319,18,91,81,89,
Te Reo Rangatira,Level 1,Moderate,2022,6,58,0.001,41,0.001,281,0.043,0.367,0.345,0.246,12,103,97,69,
Te Reo Rangatira,Level 1,Moderate,2023,8,64,0.001,24,0.001,277,0.065,0.329,0.285,0.321,18,91,79,89,
Te Reo Rangatira,Level 1,Moderate,2024,5,58,0.002,21,0.001,147,0.143,0.204,0.299,0.354,21,30,44,52,
Te Reo Rangatira,Level 1,More,2019,30,266,0.019,115,0.014,994,0.119,0.351,0.272,0.259,118,349,270,257,
Te Reo Rangatira,Level 1,More,2020,29,297,0.02,130,0.017,1170,0.195,0.332,0.257,0.216,228,388,301,253,
Te Reo Rangatira,Level 1,More,2021,29,286,0.019,137,0.018,1157,0.156,0.278,0.329,0.236,181,322,381,273,
Te Reo Rangatira,Level 1,More,2022,29,330,0.021,155,0.02,1287,0.189,0.359,0.272,0.18,243,462,350,232,
Te Reo Rangatira,Level 1,More,2023,29,267,0.014,56,0.007,836,0.232,0.348,0.248,0.172,194,291,207,144,
Te Reo Rangatira,Level 1,More,2024,19,172,0.012,99,0.013,460,0.2,0.37,0.211,0.22,92,170,97,101,
Te Reo Rangatira,Level 2,Fewer,2019,2,22,0.001,22,0.001,106,0.179,0.349,0.264,0.208,19,37,28,22,
Te Reo Rangatira,Level 2,Fewer,2020,4,33,0.002,29,0.002,151,0.007,0.53,0.252,0.212,1,80,38,32,
Te Reo Rangatira,Level 2,Fewer,2021,4,25,0.001,23,0.002,113,0.407,0.23,0.186,0.177,46,26,21,20,
Te Reo Rangatira,Level 2,Fewer,2022,3,28,0.002,19,0.001,110,0.055,0.245,0.327,0.373,6,27,36,41,
Te Reo Rangatira,Level 2,Fewer,2023,7,49,0.002,38,0.002,210,0.386,0.281,0.205,0.129,81,59,43,27,
Te Reo Rangatira,Level 2,Fewer,2024,6,51,0.002,37,0.002,226,0.314,0.221,0.226,0.239,71,50,51,54,
Te Reo Rangatira,Level 2,Moderate,2019,10,61,0.002,25,0.001,242,0.091,0.318,0.231,0.36,22,77,56,87,
Te Reo Rangatira,Level 2,Moderate,2020,10,63,0.002,47,0.002,324,0.136,0.364,0.216,0.284,44,118,70,92,
Te Reo Rangatira,Level 2,Moderate,2021,12,66,0.002,47,0.002,324,0.093,0.265,0.327,0.315,30,86,106,102,
Te Reo Rangatira,Level 2,Moderate,2022,11,79,0.002,40,0.002,289,0.052,0.249,0.315,0.384,15,72,91,111,
Te Reo Rangatira,Level 2,Moderate,2023,12,45,0.001,30,0.001,228,0.083,0.303,0.333,0.281,19,69,76,64,
Te Reo Rangatira,Level 2,Moderate,2024,10,113,0.003,63,0.002,455,0.064,0.334,0.308,0.295,29,152,140,134,
Te Reo Rangatira,Level 2,More,2019,37,270,0.024,124,0.021,865,0.166,0.311,0.341,0.182,144,269,295,157,
Te Reo Rangatira,Level 2,More,2020,35,227,0.021,101,0.018,758,0.115,0.348,0.332,0.204,87,264,252,155,
Te Reo Rangatira,Level 2,More,2021,33,205,0.018,104,0.019,742,0.128,0.317,0.315,0.24,95,235,234,178,
Te Reo Rangatira,Level 2,More,2022,32,261,0.024,120,0.023,951,0.107,0.285,0.359,0.249,102,271,341,237,
Te Reo Rangatira,Level 2,More,2023,29,252,0.021,97,0.016,858,0.232,0.366,0.24,0.162,199,314,206,139,
Te Reo Rangatira,Level 2,More,2024,34,275,0.019,132,0.02,1020,0.135,0.325,0.332,0.208,138,331,339,212,
Te Reo Rangatira,Level 3,Fewer,2019,1,19,0.001,16,0.001,81,0.136,0.481,0.198,0.185,11,39,16,15,
Te Reo Rangatira,Level 3,Fewer,2020,5,21,0.001,18,0.001,98,0.296,0.286,0.184,0.235,29,28,18,23,
Te Reo Rangatira,Level 3,Fewer,2021,5,26,0.002,18,0.001,95,0.253,0.221,0.147,0.379,24,21,14,36,
Te Reo Rangatira,Level 3,Fewer,2022,4,21,0.001,7,0.001,59,0.356,0.186,0.254,0.203,21,11,15,12,
Te Reo Rangatira,Level 3,Fewer,2023,3,30,0.002,25,0.002,137,0.328,0.234,0.182,0.255,45,32,25,35,
Te Reo Rangatira,Level 3,Fewer,2024,6,40,0.002,31,0.002,158,0.405,0.184,0.241,0.171,64,29,38,27,
Te Reo Rangatira,Level 3,Moderate,2019,14,65,0.003,42,0.002,239,0.042,0.418,0.289,0.251,10,100,69,60,
Te Reo Rangatira,Level 3,Moderate,2020,8,40,0.002,26,0.001,163,0.043,0.233,0.356,0.368,7,38,58,60,
Te Reo Rangatira,Level 3,Moderate,2021,15,85,0.003,45,0.002,313,0.07,0.371,0.252,0.307,22,116,79,96,
Te Reo Rangatira,Level 3,Moderate,2022,10,80,0.003,49,0.003,305,0.079,0.269,0.259,0.393,24,82,79,120,
Te Reo Rangatira,Level 3,Moderate,2023,11,65,0.003,44,0.002,255,0.09,0.278,0.278,0.353,23,71,71,90,
Te Reo Rangatira,Level 3,Moderate,2024,9,56,0.002,29,0.001,184,0.103,0.288,0.234,0.375,19,53,43,69,
Te Reo Rangatira,Level 3,More,2019,38,243,0.032,145,0.032,851,0.129,0.325,0.284,0.261,110,277,242,222,
Te Reo Rangatira,Level 3,More,2020,38,245,0.033,155,0.036,877,0.139,0.323,0.308,0.23,122,283,270,202,
Te Reo Rangatira,Level 3,More,2021,34,199,0.027,125,0.029,684,0.136,0.292,0.289,0.282,93,200,198,193,
Te Reo Rangatira,Level 3,More,2022,43,258,0.035,136,0.035,888,0.148,0.266,0.283,0.304,131,236,251,270,
Te Reo Rangatira,Level 3,More,2023,37,256,0.034,131,0.03,839,0.139,0.342,0.25,0.268,117,287,210,225,
Te Reo Rangatira,Level 3,More,2024,44,376,0.044,189,0.038,1223,0.195,0.314,0.272,0.218,239,384,333,267,
Technology,Level 1,Fewer,2019,66,2922,0.131,958,0.061,6470,0.165,0.353,0.215,0.267,1068,2281,1392,1729,
Technology,Level 1,Fewer,2020,68,2627,0.101,771,0.051,5631,0.15,0.319,0.227,0.304,842,1799,1279,1711,
Technology,Level 1,Fewer,2021,69,2873,0.112,775,0.055,6020,0.134,0.323,0.239,0.303,809,1946,1439,1826,
Technology,Level 1,Fewer,2022,63,2660,0.105,729,0.052,5506,0.139,0.288,0.254,0.318,768,1587,1401,1750,
Technology,Level 1,Fewer,2023,62,2872,0.127,796,0.054,5771,0.142,0.337,0.238,0.283,822,1947,1371,1631,
Technology,Level 1,Moderate,2019,150,5092,0.118,1153,0.039,9548,0.196,0.415,0.206,0.182,1875,3966,1967,1740,
Technology,Level 1,Moderate,2020,147,4410,0.09,822,0.029,7972,0.227,0.392,0.2,0.181,1807,3126,1594,1445,
Technology,Level 1,Moderate,2021,147,4386,0.093,886,0.032,8076,0.199,0.395,0.197,0.209,1607,3194,1589,1686,
Technology,Level 1,Moderate,2022,144,4310,0.09,904,0.032,7837,0.202,0.393,0.202,0.203,1583,3078,1583,1593,
Technology,Level 1,Moderate,2023,136,4251,0.089,1046,0.036,8004,0.186,0.399,0.201,0.214,1488,3196,1611,1709,
Technology,Level 1,More,2019,58,1041,0.075,163,0.02,1756,0.242,0.493,0.136,0.129,425,866,239,226,
Technology,Level 1,More,2020,50,928,0.063,128,0.017,1457,0.251,0.45,0.158,0.142,365,655,230,207,
Technology,Level 1,More,2021,50,838,0.055,74,0.01,1266,0.185,0.509,0.16,0.147,234,644,202,186,
Technology,Level 1,More,2022,52,823,0.052,129,0.017,1385,0.269,0.404,0.195,0.133,372,559,270,184,
Technology,Level 1,More,2023,48,887,0.047,145,0.017,1346,0.308,0.409,0.178,0.104,415,551,240,140,
Technology,Level 1,More,2024,,,,,,1,,,,,,,,,Small Cohort
Technology,Level 2,Fewer,2019,68,2218,0.11,637,0.041,4489,0.181,0.277,0.204,0.338,811,1243,917,1518,
Technology,Level 2,Fewer,2020,65,1917,0.095,538,0.035,3908,0.159,0.286,0.208,0.347,621,1116,813,1358,
Technology,Level 2,Fewer,2021,70,1956,0.101,504,0.034,3833,0.144,0.289,0.215,0.352,553,1106,825,1349,
Technology,Level 2,Fewer,2022,69,1903,0.103,477,0.033,3773,0.164,0.274,0.222,0.34,618,1035,838,1282,
Technology,Level 2,Fewer,2023,68,2088,0.106,575,0.038,4206,0.162,0.295,0.227,0.315,683,1241,956,1326,
Technology,Level 2,Fewer,2024,65,2478,0.12,617,0.038,4834,0.187,0.301,0.226,0.286,904,1456,1093,1381,
Technology,Level 2,Moderate,2019,150,3119,0.087,594,0.024,5409,0.255,0.341,0.189,0.215,1378,1842,1025,1164,
Technology,Level 2,Moderate,2020,145,2763,0.077,422,0.017,4805,0.274,0.326,0.192,0.208,1317,1567,923,998,
Technology,Level 2,Moderate,2021,143,2755,0.079,413,0.017,4675,0.233,0.372,0.195,0.2,1088,1741,913,933,
Technology,Level 2,Moderate,2022,129,2506,0.074,333,0.014,4233,0.285,0.331,0.178,0.206,1205,1402,755,871,
Technology,Level 2,Moderate,2023,139,2925,0.081,465,0.019,5027,0.227,0.342,0.194,0.236,1143,1721,977,1186,
Technology,Level 2,Moderate,2024,134,3089,0.078,600,0.022,5546,0.211,0.346,0.207,0.236,1169,1918,1150,1309,
Technology,Level 2,More,2019,47,570,0.051,98,0.016,918,0.321,0.354,0.182,0.143,295,325,167,131,
Technology,Level 2,More,2020,50,500,0.046,96,0.017,816,0.293,0.4,0.175,0.132,239,326,143,108,
Technology,Level 2,More,2021,48,570,0.051,104,0.019,925,0.384,0.383,0.147,0.086,355,354,136,80,
Technology,Level 2,More,2022,43,434,0.041,63,0.012,691,0.279,0.428,0.184,0.109,193,296,127,75,
Technology,Level 2,More,2023,44,580,0.049,132,0.022,999,0.333,0.473,0.112,0.081,333,473,112,81,
Technology,Level 2,More,2024,40,577,0.04,127,0.019,985,0.353,0.477,0.09,0.079,348,470,89,78,
Technology,Level 3,Fewer,2019,65,1738,0.102,565,0.043,3828,0.188,0.285,0.204,0.324,719,1090,780,1239,
Technology,Level 3,Fewer,2020,69,1582,0.093,453,0.034,3264,0.173,0.287,0.181,0.359,564,937,590,1173,
Technology,Level 3,Fewer,2021,68,1571,0.092,443,0.033,3253,0.172,0.247,0.21,0.371,560,804,683,1206,
Technology,Level 3,Fewer,2022,70,1492,0.089,458,0.036,3161,0.15,0.293,0.2,0.357,473,927,632,1129,
Technology,Level 3,Fewer,2023,68,1492,0.092,484,0.038,3171,0.178,0.291,0.202,0.33,564,922,640,1045,
Technology,Level 3,Fewer,2024,67,1632,0.095,497,0.036,3370,0.168,0.291,0.216,0.326,566,979,727,1098,
Technology,Level 3,Moderate,2019,144,2112,0.081,452,0.024,3784,0.267,0.333,0.183,0.216,1012,1261,692,819,
Technology,Level 3,Moderate,2020,135,2017,0.078,342,0.019,3438,0.258,0.321,0.168,0.252,888,1104,579,867,
Technology,Level 3,Moderate,2021,137,1776,0.068,362,0.019,3142,0.229,0.32,0.186,0.265,721,1004,585,832,
Technology,Level 3,Moderate,2022,125,1614,0.062,268,0.015,2772,0.248,0.314,0.171,0.267,688,871,473,740,
Technology,Level 3,Moderate,2023,125,1759,0.07,292,0.016,2969,0.234,0.34,0.169,0.257,696,1010,501,762,
Technology,Level 3,Moderate,2024,128,2042,0.073,360,0.018,3517,0.242,0.321,0.173,0.264,851,1129,609,928,
Technology,Level 3,More,2019,47,427,0.056,86,0.019,738,0.201,0.543,0.14,0.117,148,401,103,86,
Technology,Level 3,More,2020,49,377,0.051,62,0.015,659,0.279,0.426,0.179,0.115,184,281,118,76,
Technology,Level 3,More,2021,48,431,0.058,80,0.019,759,0.282,0.382,0.167,0.169,214,290,127,128,
Technology,Level 3,More,2022,43,324,0.044,87,0.022,632,0.285,0.451,0.139,0.125,180,285,88,79,
Technology,Level 3,More,2023,41,323,0.043,56,0.013,538,0.362,0.374,0.123,0.141,195,201,66,76,
Technology,Level 3,More,2024,36,439,0.051,69,0.014,758,0.317,0.394,0.161,0.128,240,299,122,97,
Technology - Construction and Mechanical Technologies,Level 1,Fewer,2019,59,1759,0.079,29,0.002,2334,0.114,0.323,0.219,0.344,266,753,511,804,
Technology - Construction and Mechanical Technologies,Level 1,Fewer,2020,57,1646,0.063,8,0.001,1995,0.109,0.32,0.218,0.353,217,639,435,704,
Technology - Construction and Mechanical Technologies,Level 1,Fewer,2021,58,1854,0.072,25,0.002,2305,0.097,0.321,0.231,0.351,223,741,532,809,
Technology - Construction and Mechanical Technologies,Level 1,Fewer,2022,56,1871,0.074,13,0.001,2382,0.105,0.301,0.241,0.353,250,718,573,841,
Technology - Construction and Mechanical Technologies,Level 1,Fewer,2023,51,1893,0.084,5,0,2406,0.099,0.328,0.239,0.333,239,790,575,802,
Technology - Construction and Mechanical Technologies,Level 1,Moderate,2019,139,3965,0.092,27,0.001,4998,0.159,0.391,0.227,0.223,794,1952,1137,1115,
Technology - Construction and Mechanical Technologies,Level 1,Moderate,2020,140,3516,0.072,69,0.002,4378,0.153,0.396,0.217,0.234,672,1734,948,1024,
Technology - Construction and Mechanical Technologies,Level 1,Moderate,2021,134,3390,0.072,36,0.001,4250,0.128,0.415,0.237,0.22,543,1765,1009,933,
Technology - Construction and Mechanical Technologies,Level 1,Moderate,2022,130,3499,0.073,58,0.002,4481,0.155,0.401,0.197,0.247,694,1799,883,1105,
Technology - Construction and Mechanical Technologies,Level 1,Moderate,2023,130,3528,0.074,36,0.001,4406,0.124,0.392,0.223,0.261,546,1726,983,1151,
Technology - Construction and Mechanical Technologies,Level 1,More,2019,45,645,0.046,10,0.001,784,0.179,0.527,0.162,0.133,140,413,127,104,
Technology - Construction and Mechanical Technologies,Level 1,More,2020,39,519,0.035,4,0.001,593,0.206,0.455,0.164,0.175,122,270,97,104,
Technology - Construction and Mechanical Technologies,Level 1,More,2021,38,530,0.035,27,0.004,660,0.089,0.555,0.191,0.165,59,366,126,109,
Technology - Construction and Mechanical Technologies,Level 1,More,2022,41,518,0.033,29,0.004,643,0.194,0.439,0.191,0.176,125,282,123,113,
Technology - Construction and Mechanical Technologies,Level 1,More,2023,37,605,0.032,28,0.003,726,0.218,0.419,0.178,0.186,158,304,129,135,
Technology - Construction and Mechanical Technologies,Level 2,Fewer,2019,58,1066,0.053,24,0.002,1383,0.14,0.278,0.228,0.354,193,385,315,490,
Technology - Construction and Mechanical Technologies,Level 2,Fewer,2020,54,890,0.044,1,0,1091,0.177,0.253,0.19,0.38,193,276,207,415,
Technology - Construction and Mechanical Technologies,Level 2,Fewer,2021,52,968,0.05,33,0.002,1219,0.139,0.272,0.192,0.396,170,332,234,483,
Technology - Construction and Mechanical Technologies,Level 2,Fewer,2022,54,1020,0.055,24,0.002,1291,0.149,0.246,0.24,0.365,192,318,310,471,
Technology - Construction and Mechanical Technologies,Level 2,Fewer,2023,52,1047,0.053,39,0.003,1295,0.161,0.286,0.197,0.355,209,371,255,460,
Technology - Construction and Mechanical Technologies,Level 2,Fewer,2024,53,1272,0.061,3,0,1513,0.169,0.318,0.176,0.337,256,481,266,510,
Technology - Construction and Mechanical Technologies,Level 2,Moderate,2019,129,1898,0.053,10,0,2244,0.207,0.333,0.224,0.236,465,748,502,529,
Technology - Construction and Mechanical Technologies,Level 2,Moderate,2020,127,1879,0.052,3,0,2256,0.183,0.355,0.203,0.259,413,802,457,584,
Technology - Construction and Mechanical Technologies,Level 2,Moderate,2021,118,1717,0.049,17,0.001,2031,0.217,0.341,0.209,0.232,441,693,425,472,
Technology - Construction and Mechanical Technologies,Level 2,Moderate,2022,115,1549,0.046,13,0.001,1816,0.242,0.33,0.184,0.244,440,599,334,443,
Technology - Construction and Mechanical Technologies,Level 2,Moderate,2023,119,1863,0.052,15,0.001,2223,0.222,0.323,0.195,0.26,493,717,434,579,
Technology - Construction and Mechanical Technologies,Level 2,Moderate,2024,110,1767,0.045,12,0,2151,0.186,0.328,0.22,0.265,401,706,473,571,
Technology - Construction and Mechanical Technologies,Level 2,More,2019,25,191,0.017,0,0,209,0.316,0.33,0.215,0.139,66,69,45,29,
Technology - Construction and Mechanical Technologies,Level 2,More,2020,27,173,0.016,0,0,186,0.317,0.323,0.21,0.151,59,60,39,28,
Technology - Construction and Mechanical Technologies,Level 2,More,2021,22,146,0.013,8,0.001,168,0.28,0.363,0.19,0.167,47,61,32,28,
Technology - Construction and Mechanical Technologies,Level 2,More,2022,20,155,0.014,4,0.001,171,0.228,0.421,0.211,0.14,39,72,36,24,
Technology - Construction and Mechanical Technologies,Level 2,More,2023,21,181,0.015,10,0.002,208,0.284,0.221,0.245,0.25,59,46,51,52,
Technology - Construction and Mechanical Technologies,Level 2,More,2024,24,195,0.013,0,0,211,0.289,0.213,0.213,0.284,61,45,45,60,
Technology - Construction and Mechanical Technologies,Level 3,Fewer,2019,54,821,0.048,88,0.007,1317,0.156,0.261,0.2,0.383,205,344,263,505,
Technology - Construction and Mechanical Technologies,Level 3,Fewer,2020,51,802,0.047,69,0.005,1250,0.142,0.28,0.196,0.382,178,350,245,477,
Technology - Construction and Mechanical Technologies,Level 3,Fewer,2021,49,811,0.047,114,0.009,1278,0.13,0.255,0.192,0.423,166,326,246,540,
Technology - Construction and Mechanical Technologies,Level 3,Fewer,2022,51,800,0.048,91,0.007,1290,0.159,0.25,0.222,0.368,205,323,287,475,
Technology - Construction and Mechanical Technologies,Level 3,Fewer,2023,52,779,0.048,85,0.007,1234,0.143,0.259,0.201,0.396,177,320,248,489,
Technology - Construction and Mechanical Technologies,Level 3,Fewer,2024,53,905,0.053,108,0.008,1329,0.152,0.297,0.175,0.376,202,395,232,500,
Technology - Construction and Mechanical Technologies,Level 3,Moderate,2019,127,1444,0.056,121,0.006,2126,0.227,0.33,0.186,0.257,483,701,395,547,
Technology - Construction and Mechanical Technologies,Level 3,Moderate,2020,119,1343,0.052,74,0.004,1897,0.183,0.344,0.18,0.292,348,653,342,554,
Technology - Construction and Mechanical Technologies,Level 3,Moderate,2021,118,1138,0.043,87,0.005,1678,0.198,0.302,0.203,0.298,332,506,340,500,
Technology - Construction and Mechanical Technologies,Level 3,Moderate,2022,106,1192,0.046,78,0.004,1688,0.201,0.291,0.197,0.311,339,491,333,525,
Technology - Construction and Mechanical Technologies,Level 3,Moderate,2023,109,1267,0.05,126,0.007,1899,0.205,0.294,0.198,0.302,390,559,376,574,
Technology - Construction and Mechanical Technologies,Level 3,Moderate,2024,107,1345,0.048,155,0.008,2074,0.223,0.317,0.181,0.279,462,657,376,579,
Technology - Construction and Mechanical Technologies,Level 3,More,2019,28,181,0.024,20,0.004,238,0.239,0.517,0.134,0.109,57,123,32,26,
Technology - Construction and Mechanical Technologies,Level 3,More,2020,27,143,0.019,12,0.003,193,0.285,0.326,0.15,0.238,55,63,29,46,
Technology - Construction and Mechanical Technologies,Level 3,More,2021,23,93,0.013,0,0,106,0.132,0.519,0.226,0.123,14,55,24,13,
Technology - Construction and Mechanical Technologies,Level 3,More,2022,19,101,0.014,0,0,111,0.216,0.405,0.189,0.189,24,45,21,21,
Technology - Construction and Mechanical Technologies,Level 3,More,2023,25,145,0.019,2,0,167,0.293,0.389,0.162,0.156,49,65,27,26,
Technology - Construction and Mechanical Technologies,Level 3,More,2024,26,137,0.016,4,0.001,172,0.297,0.378,0.081,0.244,51,65,14,42,
Technology - Design and Visual Communication,Level 1,Fewer,2019,66,2407,0.108,1633,0.104,9364,0.061,0.336,0.313,0.291,570,3142,2928,2724,
Technology - Design and Visual Communication,Level 1,Fewer,2020,64,2062,0.08,1506,0.1,8210,0.072,0.33,0.304,0.294,595,2708,2492,2415,
Technology - Design and Visual Communication,Level 1,Fewer,2021,63,1751,0.068,1287,0.091,6846,0.071,0.292,0.316,0.32,487,2002,2163,2194,
Technology - Design and Visual Communication,Level 1,Fewer,2022,60,1908,0.076,1288,0.092,7249,0.056,0.301,0.327,0.317,403,2180,2369,2297,
Technology - Design and Visual Communication,Level 1,Fewer,2023,56,1942,0.086,1261,0.086,6959,0.06,0.305,0.344,0.291,419,2122,2393,2025,
Technology - Design and Visual Communication,Level 1,Fewer,2024,43,1301,0.099,599,0.082,2838,0.079,0.339,0.329,0.253,223,963,934,718,
Technology - Design and Visual Communication,Level 1,Moderate,2019,164,3818,0.088,2784,0.095,16327,0.113,0.426,0.275,0.186,1840,6951,4494,3042,
Technology - Design and Visual Communication,Level 1,Moderate,2020,154,3794,0.078,2387,0.084,14398,0.123,0.389,0.286,0.202,1767,5604,4121,2906,
Technology - Design and Visual Communication,Level 1,Moderate,2021,149,3328,0.071,2155,0.077,12947,0.105,0.379,0.294,0.221,1360,4912,3808,2867,
Technology - Design and Visual Communication,Level 1,Moderate,2022,143,3364,0.07,2200,0.079,12957,0.124,0.413,0.271,0.192,1613,5350,3508,2486,
Technology - Design and Visual Communication,Level 1,Moderate,2023,133,3169,0.066,2058,0.07,12012,0.124,0.396,0.274,0.206,1484,4755,3297,2476,
Technology - Design and Visual Communication,Level 1,Moderate,2024,121,2861,0.079,1953,0.075,7722,0.111,0.395,0.285,0.208,861,3052,2202,1607,
Technology - Design and Visual Communication,Level 1,More,2019,53,802,0.058,355,0.044,2497,0.215,0.564,0.149,0.072,536,1409,371,181,
Technology - Design and Visual Communication,Level 1,More,2020,47,720,0.049,254,0.033,2256,0.205,0.527,0.176,0.091,463,1189,398,206,
Technology - Design and Visual Communication,Level 1,More,2021,45,691,0.045,264,0.035,2142,0.211,0.543,0.179,0.067,451,1163,384,144,
Technology - Design and Visual Communication,Level 1,More,2022,43,631,0.04,270,0.035,2059,0.217,0.537,0.168,0.078,447,1105,346,161,
Technology - Design and Visual Communication,Level 1,More,2023,39,625,0.033,283,0.033,2024,0.247,0.543,0.162,0.047,500,1100,328,96,
Technology - Design and Visual Communication,Level 1,More,2024,38,549,0.039,256,0.033,1333,0.277,0.452,0.181,0.091,369,602,241,121,
Technology - Design and Visual Communication,Level 2,Fewer,2019,67,1420,0.071,978,0.064,4855,0.122,0.33,0.271,0.277,593,1602,1315,1345,
Technology - Design and Visual Communication,Level 2,Fewer,2020,67,1452,0.072,980,0.063,4751,0.137,0.293,0.271,0.3,651,1390,1286,1424,
Technology - Design and Visual Communication,Level 2,Fewer,2021,65,1456,0.075,941,0.063,4716,0.117,0.282,0.269,0.332,554,1330,1267,1565,
Technology - Design and Visual Communication,Level 2,Fewer,2022,66,1346,0.073,838,0.058,4340,0.109,0.309,0.282,0.3,472,1339,1226,1303,
Technology - Design and Visual Communication,Level 2,Fewer,2023,64,1477,0.075,1022,0.067,4955,0.107,0.296,0.273,0.324,530,1468,1352,1605,
