"Year Level","Qualification","Ethnicity","Academic Year","Typical Level Flag","Cumulative Year Attainment Rate - Excellence Endorsement","Current Year Attainment Rate - Excellence Endorsement","Cumulative Year Attainment Rate - Merit Endorsement","Current Year Attainment Rate - Merit Endorsement","Cumulative Year Attainment Rate - No Endorsement","Current Year Attainment Rate - No Endorsement","Cumulative Year Attainment - Excellence Endorsement","Current Year Attainment - Excellence Endorsement","Cumulative Year Attainment - Merit Endorsement","Current Year Attainment - Merit Endorsement","Cumulative Year Attainment - No Endorsement","Current Year Attainment - No Endorsement","Cumulative Year Attainment","Current Year Attainment","Total Student Count","Cohort Warning"
"11","NCEA Level 1","Maori","2015","1","0.086","0.086","0.262","0.264","0.652","0.65","775","768","2367","2354","5892","5799","9034","8921","14702",""
"11","NCEA Level 1","Maori","2016","1","0.094","0.095","0.255","0.256","0.65","0.649","899","891","2430","2406","6186","6092","9515","9389","15052",""
"11","NCEA Level 1","Maori","2017","1","0.095","0.096","0.263","0.264","0.642","0.64","865","860","2383","2368","5822","5734","9070","8962","14410",""
"11","NCEA Level 1","Maori","2018","1","0.096","0.097","0.268","0.268","0.636","0.635","812","804","2255","2227","5355","5277","8422","8308","14410",""
"11","NCEA Level 1","Maori","2019","1","0.096","0.096","0.271","0.272","0.633","0.632","818","808","2311","2284","5408","5301","8537","8393","14804",""
"11","NCEA Level 1","Maori","2020","1","0.101","0.1","0.259","0.259","0.641","0.642","920","901","2365","2332","5860","5788","9145","9021","15035",""
"11","NCEA Level 1","Maori","2021","1","0.107","0.107","0.256","0.257","0.637","0.636","986","965","2349","2316","5853","5725","9188","9006","15930",""
"11","NCEA Level 1","Maori","2022","1","0.097","0.099","0.244","0.246","0.659","0.655","878","870","2197","2171","5934","5773","9009","8814","16717",""
"11","NCEA Level 1","Maori","2023","1","0.09","0.091","0.238","0.24","0.672","0.669","819","808","2156","2135","6087","5943","9062","8886","17473",""
"11","NCEA Level 1","Maori","2024","1","0.067","0.063","0.195","0.196","0.738","0.741","492","442","1426","1378","5405","5207","7323","7027","17905",""
"11","NCEA Level 1","European","2015","1","0.206","0.205","0.348","0.35","0.446","0.445","6324","6271","10716","10673","13719","13580","30759","30524","38358",""
"11","NCEA Level 1","European","2016","1","0.216","0.217","0.352","0.353","0.432","0.43","6728","6697","10956","10920","13455","13299","31139","30916","38515",""
"11","NCEA Level 1","European","2017","1","0.221","0.221","0.352","0.354","0.427","0.425","6729","6670","10708","10675","13005","12844","30442","30189","37821",""
"11","NCEA Level 1","European","2018","1","0.224","0.224","0.363","0.364","0.413","0.412","6553","6506","10635","10605","12117","11986","29305","29097","37571",""
"11","NCEA Level 1","European","2019","1","0.213","0.213","0.359","0.361","0.428","0.426","6289","6247","10621","10591","12657","12519","29567","29357","38879",""
"11","NCEA Level 1","European","2020","1","0.223","0.222","0.341","0.342","0.437","0.436","6504","6452","9947","9919","12759","12659","29210","29030","38517",""
"11","NCEA Level 1","European","2021","1","0.219","0.219","0.337","0.339","0.444","0.441","6389","6358","9858","9832","12981","12794","29228","28984","39509",""
"11","NCEA Level 1","European","2022","1","0.199","0.199","0.33","0.333","0.471","0.468","5764","5692","9530","9490","13610","13351","28904","28533","41473",""
"11","NCEA Level 1","European","2023","1","0.165","0.166","0.328","0.331","0.507","0.504","4766","4722","9469","9423","14619","14345","28854","28490","42949",""
"11","NCEA Level 1","European","2024","1","0.108","0.109","0.293","0.295","0.598","0.596","2395","2362","6473","6414","13207","12948","22075","21724","43071",""
"11","NCEA Level 1","Pacific Peoples","2015","1","0.065","0.065","0.26","0.26","0.676","0.675","311","309","1247","1245","3246","3226","4804","4780","7201",""
"11","NCEA Level 1","Pacific Peoples","2016","1","0.075","0.075","0.25","0.251","0.675","0.674","369","369","1236","1235","3337","3310","4942","4914","7395",""
"11","NCEA Level 1","Pacific Peoples","2017","1","0.076","0.076","0.258","0.259","0.666","0.665","379","376","1286","1283","3313","3293","4978","4952","7423",""
"11","NCEA Level 1","Pacific Peoples","2018","1","0.077","0.077","0.279","0.28","0.644","0.643","358","356","1289","1286","2976","2954","4623","4596","7365",""
"11","NCEA Level 1","Pacific Peoples","2019","1","0.067","0.067","0.269","0.27","0.663","0.663","318","316","1270","1267","3126","3112","4714","4695","7622",""
"11","NCEA Level 1","Pacific Peoples","2020","1","0.086","0.086","0.282","0.282","0.632","0.632","449","446","1466","1461","3291","3278","5206","5185","7639",""
"11","NCEA Level 1","Pacific Peoples","2021","1","0.099","0.099","0.279","0.28","0.622","0.621","483","481","1361","1357","3038","3007","4882","4845","7842",""
"11","NCEA Level 1","Pacific Peoples","2022","1","0.084","0.085","0.267","0.268","0.649","0.647","399","398","1268","1263","3080","3047","4747","4708","8387",""
"11","NCEA Level 1","Pacific Peoples","2023","1","0.069","0.069","0.267","0.268","0.663","0.662","326","324","1260","1257","3126","3102","4712","4683","8936",""
"11","NCEA Level 1","Pacific Peoples","2024","1","0.053","0.052","0.215","0.217","0.732","0.731","189","182","763","761","2600","2565","3552","3508","9336",""
"11","NCEA Level 1","Asian","2015","1","0.318","0.317","0.352","0.353","0.33","0.331","1641","1622","1817","1805","1702","1693","5160","5120","6745",""
"11","NCEA Level 1","Asian","2016","1","0.331","0.33","0.358","0.358","0.311","0.311","1779","1764","1925","1915","1671","1663","5375","5342","6917",""
"11","NCEA Level 1","Asian","2017","1","0.309","0.308","0.359","0.36","0.333","0.332","1598","1583","1858","1853","1722","1707","5178","5143","6700",""
"11","NCEA Level 1","Asian","2018","1","0.327","0.326","0.36","0.361","0.313","0.313","1858","1828","2041","2028","1775","1759","5674","5615","7375",""
"11","NCEA Level 1","Asian","2019","1","0.328","0.325","0.37","0.371","0.302","0.303","1851","1830","2091","2088","1708","1705","5650","5623","7644",""
"11","NCEA Level 1","Asian","2020","1","0.337","0.336","0.351","0.352","0.312","0.312","2011","1995","2099","2089","1863","1852","5973","5936","8174",""
"11","NCEA Level 1","Asian","2021","1","0.366","0.363","0.334","0.336","0.3","0.301","2087","2054","1905","1899","1712","1701","5704","5654","8143",""
"11","NCEA Level 1","Asian","2022","1","0.331","0.329","0.35","0.351","0.319","0.319","1963","1938","2080","2067","1893","1880","5936","5885","9004",""
"11","NCEA Level 1","Asian","2023","1","0.298","0.298","0.348","0.352","0.354","0.351","1929","1905","2257","2250","2297","2246","6483","6401","10898",""
"11","NCEA Level 1","Asian","2024","1","0.193","0.193","0.347","0.348","0.461","0.46","975","963","1753","1740","2330","2299","5058","5002","12594",""
"11","NCEA Level 1","Middle Eastern/Latin American/African","2015","1","0.148","0.148","0.38","0.381","0.472","0.471","120","119","308","307","382","380","810","806","1065",""
"11","NCEA Level 1","Middle Eastern/Latin American/African","2016","1","0.17","0.168","0.355","0.354","0.475","0.478","145","143","303","301","406","406","854","850","1147",""
"11","NCEA Level 1","Middle Eastern/Latin American/African","2017","1","0.18","0.178","0.32","0.321","0.501","0.501","150","148","267","267","418","416","835","831","1091",""
"11","NCEA Level 1","Middle Eastern/Latin American/African","2018","1","0.203","0.201","0.36","0.362","0.437","0.437","170","168","302","302","367","365","839","835","1134",""
"11","NCEA Level 1","Middle Eastern/Latin American/African","2019","1","0.192","0.19","0.357","0.357","0.451","0.453","165","162","307","305","388","387","860","854","1274",""
"11","NCEA Level 1","Middle Eastern/Latin American/African","2020","1","0.204","0.202","0.319","0.319","0.478","0.479","200","198","313","312","469","468","982","978","1357",""
"11","NCEA Level 1","Middle Eastern/Latin American/African","2021","1","0.235","0.231","0.323","0.325","0.441","0.444","223","218","306","306","418","418","947","942","1384",""
"11","NCEA Level 1","Middle Eastern/Latin American/African","2022","1","0.166","0.166","0.359","0.362","0.475","0.473","152","151","330","329","436","430","918","910","1497",""
"11","NCEA Level 1","Middle Eastern/Latin American/African","2023","1","0.177","0.178","0.339","0.339","0.483","0.483","173","172","331","327","471","467","975","966","1620",""
"11","NCEA Level 1","Middle Eastern/Latin American/African","2024","1","0.094","0.094","0.351","0.352","0.554","0.553","69","69","258","258","407","405","734","732","1790",""
"11","NCEA Level 2","Maori","2015","0","0.041","0.043","0.058","0.059","0.901","0.898","14","14","20","19","310","291","344","324","14702",""
"11","NCEA Level 2","Maori","2016","0","0.093","0.098","0.08","0.082","0.827","0.82","37","36","32","30","329","301","398","367","15052",""
"11","NCEA Level 2","Maori","2017","0","0.066","0.066","0.139","0.136","0.795","0.799","28","27","59","56","338","329","425","412","14410",""
"11","NCEA Level 2","Maori","2018","0","0.087","0.091","0.15","0.15","0.763","0.759","26","26","45","43","229","217","300","286","14410",""
"11","NCEA Level 2","Maori","2019","0","0.109","0.113","0.191","0.203","0.7","0.683","36","34","63","61","231","205","330","300","14804",""
"11","NCEA Level 2","Maori","2020","0","0.067","0.061","0.164","0.164","0.769","0.775","31","27","76","73","357","344","464","444","15035",""
"11","NCEA Level 2","Maori","2021","0","0.072","0.077","0.154","0.153","0.774","0.77","36","35","77","70","387","352","500","457","15930",""
"11","NCEA Level 2","Maori","2022","0","0.122","0.131","0.141","0.152","0.737","0.718","58","56","67","65","350","308","475","429","16717",""
"11","NCEA Level 2","Maori","2023","0","0.172","0.181","0.137","0.144","0.691","0.675","97","97","77","77","389","362","563","536","17473",""
"11","NCEA Level 2","Maori","2024","0","0.201","0.204","0.19","0.192","0.609","0.603","96","85","91","80","291","251","478","416","17905",""
"11","NCEA Level 2","European","2015","0","0.188","0.197","0.087","0.091","0.725","0.712","91","91","42","42","350","329","483","462","38358",""
"11","NCEA Level 2","European","2016","0","0.174","0.18","0.07","0.073","0.756","0.746","87","86","35","35","377","356","499","477","38515",""
"11","NCEA Level 2","European","2017","0","0.192","0.197","0.104","0.099","0.704","0.704","105","103","57","52","385","368","547","523","37821",""
"11","NCEA Level 2","European","2018","0","0.216","0.22","0.267","0.273","0.518","0.507","80","79","99","98","192","182","371","359","37571",""
"11","NCEA Level 2","European","2019","0","0.23","0.233","0.256","0.26","0.514","0.506","99","95","110","106","221","206","430","407","38879",""
"11","NCEA Level 2","European","2020","0","0.143","0.146","0.241","0.235","0.616","0.619","83","82","140","132","357","348","580","562","38517",""
"11","NCEA Level 2","European","2021","0","0.167","0.164","0.239","0.245","0.594","0.591","99","95","142","142","353","342","594","579","39509",""
"11","NCEA Level 2","European","2022","0","0.157","0.161","0.196","0.207","0.647","0.632","98","95","122","122","403","373","623","590","41473",""
"11","NCEA Level 2","European","2023","0","0.143","0.148","0.22","0.224","0.637","0.628","73","73","112","110","324","309","509","492","42949",""
"11","NCEA Level 2","European","2024","0","0.182","0.189","0.187","0.196","0.63","0.615","75","74","77","77","259","241","411","392","43071",""
"11","NCEA Level 2","Pacific Peoples","2015","0","0.044","0.045","0.067","0.068","0.889","0.886","2","2","3","3","40","39","45","44","7201",""
"11","NCEA Level 2","Pacific Peoples","2016","0","0.02","0.021","0.02","0.021","0.96","0.958","1","1","1","1","48","46","50","48","7395",""
"11","NCEA Level 2","Pacific Peoples","2017","0","0.058","0.064","0.077","0.064","0.865","0.872","3","3","4","3","45","41","52","47","7423",""
"11","NCEA Level 2","Pacific Peoples","2018","0","0.061","0.071","0.242","0.25","0.697","0.679","2","2","8","7","23","19","33","28","7365",""
"11","NCEA Level 2","Pacific Peoples","2019","0","0.037","0.038","0.259","0.269","0.704","0.692","1","1","7","7","19","18","27","26","7622",""
"11","NCEA Level 2","Pacific Peoples","2020","0","0.027","0.027","0.16","0.151","0.813","0.822","2","2","12","11","61","60","75","73","7639",""
"11","NCEA Level 2","Pacific Peoples","2021","0","0.094","0.097","0.141","0.145","0.766","0.758","6","6","9","9","49","47","64","62","7842",""
"11","NCEA Level 2","Pacific Peoples","2022","0","0.091","0.081","0.121","0.129","0.788","0.79","6","5","8","8","52","49","66","62","8387",""
"11","NCEA Level 2","Pacific Peoples","2023","0","0.058","0.06","0.174","0.179","0.768","0.761","4","4","12","12","53","51","69","67","8936",""
"11","NCEA Level 2","Pacific Peoples","2024","0","0.247","0.247","0.2","0.198","0.553","0.556","21","20","17","16","47","45","85","81","9336",""
"11","NCEA Level 2","Asian","2015","0","0.433","0.435","0.134","0.137","0.433","0.427","55","54","17","17","55","53","127","124","6745",""
"11","NCEA Level 2","Asian","2016","0","0.504","0.509","0.124","0.116","0.372","0.375","57","57","14","13","42","42","113","112","6917",""
"11","NCEA Level 2","Asian","2017","0","0.452","0.455","0.105","0.098","0.444","0.447","56","56","13","12","55","55","124","123","6700",""
"11","NCEA Level 2","Asian","2018","0","0.482","0.486","0.355","0.35","0.163","0.164","68","68","50","49","23","23","141","140","7375",""
"11","NCEA Level 2","Asian","2019","0","0.417","0.409","0.409","0.427","0.174","0.164","48","45","47","47","20","18","115","110","7644",""
"11","NCEA Level 2","Asian","2020","0","0.361","0.356","0.361","0.368","0.277","0.276","60","58","60","60","46","45","166","163","8174",""
"11","NCEA Level 2","Asian","2021","0","0.462","0.464","0.28","0.29","0.259","0.246","66","64","40","40","37","34","143","138","8143",""
"11","NCEA Level 2","Asian","2022","0","0.491","0.491","0.329","0.333","0.18","0.176","79","78","53","53","29","28","161","159","9004",""
"11","NCEA Level 2","Asian","2023","0","0.391","0.4","0.32","0.32","0.289","0.28","50","50","41","40","37","35","128","125","10898",""
"11","NCEA Level 2","Asian","2024","0","0.411","0.401","0.288","0.296","0.301","0.303","60","57","42","42","44","43","146","142","12594",""
"11","NCEA Level 2","Middle Eastern/Latin American/African","2015","0","0.091","0.091","0.182","0.182","0.727","0.727","1","1","2","2","8","8","11","11","1065",""
"11","NCEA Level 2","Middle Eastern/Latin American/African","2016","0","0.25","0.25","0.25","0.25","0.5","0.5","2","2","2","2","4","4","8","8","1147",""
"11","NCEA Level 2","Middle Eastern/Latin American/African","2017","0","0.2","0.2","0.2","0.2","0.6","0.6","2","2","2","2","6","6","10","10","1091",""
"11","NCEA Level 2","Middle Eastern/Latin American/African","2018","0","0.4","0.4","0.6","0.6","0","0","2","2","3","3","0","0","5","5","1134",""
"11","NCEA Level 2","Middle Eastern/Latin American/African","2019","0","0.222","0.222","0.444","0.444","0.333","0.333","2","2","4","4","3","3","9","9","1274",""
"11","NCEA Level 2","Middle Eastern/Latin American/African","2020","0","0.4","0.4","0.267","0.267","0.333","0.333","6","6","4","4","5","5","15","15","1357",""
"11","NCEA Level 2","Middle Eastern/Latin American/African","2021","0","0.25","0.25","0.5","0.5","0.25","0.25","4","4","8","8","4","4","16","16","1384",""
"11","NCEA Level 2","Middle Eastern/Latin American/African","2022","0","0.111","0.111","0.444","0.444","0.444","0.444","2","2","8","8","8","8","18","18","1497",""
"11","NCEA Level 2","Middle Eastern/Latin American/African","2023","0","0.4","0.4","0.1","0.1","0.5","0.5","4","4","1","1","5","5","10","10","1620",""
"11","NCEA Level 2","Middle Eastern/Latin American/African","2024","0","0.364","0.4","0.273","0.3","0.364","0.3","4","4","3","3","4","3","11","10","1790",""
"11","NCEA Level 3","Maori","2015","0","0.05","0.1","0","0","0.95","0.9","1","1","0","0","19","9","20","10","14702",""
"11","NCEA Level 3","Maori","2016","0","0.214","0.25","0.143","0.125","0.643","0.625","6","6","4","3","18","15","28","24","15052",""
"11","NCEA Level 3","Maori","2017","0","0.339","0.339","0.161","0.161","0.5","0.5","21","21","10","10","31","31","62","62","14410",""
"11","NCEA Level 3","Maori","2018","0","0.182","0.204","0.109","0.122","0.709","0.673","10","10","6","6","39","33","55","49","14410",""
"11","NCEA Level 3","Maori","2019","0","0.283","0.333","0.283","0.378","0.433","0.289","17","15","17","17","26","13","60","45","14804",""
"11","NCEA Level 3","Maori","2020","0","0.111","0.079","0.042","0.032","0.847","0.889","8","5","3","2","61","56","72","63","15035",""
"11","NCEA Level 3","Maori","2021","0","0.114","0.132","0.076","0.088","0.81","0.779","9","9","6","6","64","53","79","68","15930",""
"11","NCEA Level 3","Maori","2022","0","0.423","0.5","0.115","0.136","0.462","0.364","22","22","6","6","24","16","52","44","16717",""
"11","NCEA Level 3","Maori","2023","0","0.553","0.507","0.145","0.159","0.303","0.333","42","35","11","11","23","23","76","69","17473",""
"11","NCEA Level 3","Maori","2024","0","0.456","0.473","0.272","0.304","0.272","0.223","62","53","37","34","37","25","136","112","17905",""
"11","NCEA Level 3","European","2015","0","0.063","0.067","0.063","0.067","0.875","0.867","1","1","1","1","14","13","16","15","38358",""
"11","NCEA Level 3","European","2016","0","0.105","0.143","0.053","0.071","0.842","0.786","2","2","1","1","16","11","19","14","38515",""
"11","NCEA Level 3","European","2017","0","0.105","0.118","0.053","0.059","0.842","0.824","2","2","1","1","16","14","19","17","37821",""
"11","NCEA Level 3","European","2018","0","0.286","0.333","0","0","0.714","0.667","2","2","0","0","5","4","7","6","37571",""
"11","NCEA Level 3","European","2019","0","0.3","0.3","0.2","0.2","0.5","0.5","6","6","4","4","10","10","20","20","38879",""
"11","NCEA Level 3","European","2020","0","0.167","0.143","0.208","0.19","0.625","0.667","4","3","5","4","15","14","24","21","38517",""
"11","NCEA Level 3","European","2021","0","0.071","0","0.357","0.444","0.571","0.556","1","0","5","4","8","5","14","9","39509",""
"11","NCEA Level 3","European","2022","0","0.208","0.2","0","0","0.792","0.8","5","4","0","0","19","16","24","20","41473",""
"11","NCEA Level 3","European","2023","0","0.389","0.353","0.111","0.118","0.5","0.529","7","6","2","2","9","9","18","17","42949",""
"11","NCEA Level 3","European","2024","0","0.243","0.25","0.108","0.125","0.649","0.625","9","8","4","4","24","20","37","32","43071",""
"11","NCEA Level 3","Pacific Peoples","2015","0","0","0","0","0","1","1","0","0","0","0","2","2","2","2","7201",""
"11","NCEA Level 3","Pacific Peoples","2016","0","0","0","0","0","1","1","0","0","0","0","5","5","5","5","7395",""
"11","NCEA Level 3","Pacific Peoples","2017","0","0.25","0.25","0","0","0.75","0.75","1","1","0","0","3","3","4","4","7423",""
"11","NCEA Level 3","Pacific Peoples","2018","0","0","0","0","0","1","1","0","0","0","0","1","1","1","1","7365",""
"11","NCEA Level 3","Pacific Peoples","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7622",""
"11","NCEA Level 3","Pacific Peoples","2020","0","0","0","0.5","0.5","0.5","0.5","0","0","1","1","1","1","2","2","7639",""
"11","NCEA Level 3","Pacific Peoples","2021","0","0","0","0.333","0.333","0.667","0.667","0","0","1","1","2","2","3","3","7842",""
"11","NCEA Level 3","Pacific Peoples","2022","0","0.857","1","0","0","0.143","0","6","6","0","0","1","0","7","6","8387",""
"11","NCEA Level 3","Pacific Peoples","2023","0","0.8","0.75","0","0","0.2","0.25","4","3","0","0","1","1","5","4","8936",""
"11","NCEA Level 3","Pacific Peoples","2024","0","0.387","0.367","0.452","0.467","0.161","0.167","12","11","14","14","5","5","31","30","9336",""
"11","NCEA Level 3","Asian","2015","0","0","0","1","1","0","0","0","0","2","1","0","0","2","1","6745",""
"11","NCEA Level 3","Asian","2016","0","0","0","0","0","1","1","0","0","0","0","1","1","1","1","6917",""
"11","NCEA Level 3","Asian","2017","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6700",""
"11","NCEA Level 3","Asian","2018","0","1","1","0","0","0","0","1","1","0","0","0","0","1","1","7375",""
"11","NCEA Level 3","Asian","2019","0","0.25","0.25","0.25","0.25","0.5","0.5","1","1","1","1","2","2","4","4","7644",""
"11","NCEA Level 3","Asian","2020","0","0.667","0.5","0","0","0.333","0.5","2","1","0","0","1","1","3","2","8174",""
"11","NCEA Level 3","Asian","2021","0","0.429","0.4","0","0","0.571","0.6","3","2","0","0","4","3","7","5","8143",""
"11","NCEA Level 3","Asian","2022","0","0.25","0.333","0.25","0.333","0.5","0.333","1","1","1","1","2","1","4","3","9004",""
"11","NCEA Level 3","Asian","2023","0","0.667","1","0","0","0.333","0","2","1","0","0","1","0","3","1","10898",""
"11","NCEA Level 3","Asian","2024","0","0.625","0.714","0.125","0.143","0.25","0.143","5","5","1","1","2","1","8","7","12594",""
"11","NCEA Level 3","Middle Eastern/Latin American/African","2015","0","1","1","0","0","0","0","1","1","0","0","0","0","1","1","1065",""
"11","NCEA Level 3","Middle Eastern/Latin American/African","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1147",""
"11","NCEA Level 3","Middle Eastern/Latin American/African","2017","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1091",""
"11","NCEA Level 3","Middle Eastern/Latin American/African","2018","0","0","0","1","1","0","0","0","0","1","1","0","0","1","1","1134",""
"11","NCEA Level 3","Middle Eastern/Latin American/African","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1274",""
"11","NCEA Level 3","Middle Eastern/Latin American/African","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1357",""
"11","NCEA Level 3","Middle Eastern/Latin American/African","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1384",""
"11","NCEA Level 3","Middle Eastern/Latin American/African","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1497",""
"11","NCEA Level 3","Middle Eastern/Latin American/African","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1620",""
"11","NCEA Level 3","Middle Eastern/Latin American/African","2024","0","1","1","0","0","0","0","2","2","0","0","0","0","2","2","1790",""
"11","University Entrance","Maori","2015","0","0","0","0","0","0","0","0","0","0","0","0","0","4","3","14702",""
"11","University Entrance","Maori","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","15052",""
"11","University Entrance","Maori","2017","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","14410",""
"11","University Entrance","Maori","2018","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","14410",""
"11","University Entrance","Maori","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","14804",""
"11","University Entrance","Maori","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15035",""
"11","University Entrance","Maori","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","15930",""
"11","University Entrance","Maori","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","9","9","16717",""
"11","University Entrance","Maori","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","4","4","17473",""
"11","University Entrance","Maori","2024","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","17905",""
"11","University Entrance","European","2015","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","38358",""
"11","University Entrance","European","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","4","4","38515",""
"11","University Entrance","European","2017","0","0","0","0","0","0","0","0","0","0","0","0","0","4","4","37821",""
"11","University Entrance","European","2018","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","37571",""
"11","University Entrance","European","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","13","13","38879",""
"11","University Entrance","European","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","11","10","38517",""
"11","University Entrance","European","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","6","3","39509",""
"11","University Entrance","European","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","5","4","41473",""
"11","University Entrance","European","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","6","6","42949",""
"11","University Entrance","European","2024","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","43071",""
"11","University Entrance","Pacific Peoples","2015","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7201",""
"11","University Entrance","Pacific Peoples","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7395",""
"11","University Entrance","Pacific Peoples","2017","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7423",""
"11","University Entrance","Pacific Peoples","2018","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7365",""
"11","University Entrance","Pacific Peoples","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7622",""
"11","University Entrance","Pacific Peoples","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","7639",""
"11","University Entrance","Pacific Peoples","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7842",""
"11","University Entrance","Pacific Peoples","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","8387",""
"11","University Entrance","Pacific Peoples","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8936",""
"11","University Entrance","Pacific Peoples","2024","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9336",""
"11","University Entrance","Asian","2015","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","6745",""
"11","University Entrance","Asian","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6917",""
"11","University Entrance","Asian","2017","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6700",""
"11","University Entrance","Asian","2018","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","7375",""
"11","University Entrance","Asian","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","7644",""
"11","University Entrance","Asian","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","8174",""
"11","University Entrance","Asian","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","8143",""
"11","University Entrance","Asian","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","9004",""
"11","University Entrance","Asian","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","10898",""
"11","University Entrance","Asian","2024","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","12594",""
"11","University Entrance","Middle Eastern/Latin American/African","2015","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1065",""
"11","University Entrance","Middle Eastern/Latin American/African","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1147",""
"11","University Entrance","Middle Eastern/Latin American/African","2017","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1091",""
"11","University Entrance","Middle Eastern/Latin American/African","2018","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1134",""
"11","University Entrance","Middle Eastern/Latin American/African","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1274",""
"11","University Entrance","Middle Eastern/Latin American/African","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1357",""
"11","University Entrance","Middle Eastern/Latin American/African","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1384",""
"11","University Entrance","Middle Eastern/Latin American/African","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1497",""
"11","University Entrance","Middle Eastern/Latin American/African","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1620",""
"11","University Entrance","Middle Eastern/Latin American/African","2024","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1790",""
"12","NCEA Level 1","Maori","2015","0","0.067","0.01","0.222","0.058","0.711","0.933","670","19","2212","112","7102","1816","9984","1947","11895",""
"12","NCEA Level 1","Maori","2016","0","0.073","0.007","0.229","0.049","0.698","0.944","787","13","2466","93","7513","1785","10766","1891","12567",""
"12","NCEA Level 1","Maori","2017","0","0.082","0.003","0.23","0.061","0.688","0.937","903","5","2541","108","7598","1672","11042","1785","12916",""
"12","NCEA Level 1","Maori","2018","0","0.085","0.014","0.238","0.067","0.677","0.919","883","23","2475","109","7054","1488","10412","1620","12183",""
"12","NCEA Level 1","Maori","2019","0","0.087","0.01","0.236","0.089","0.677","0.901","878","19","2389","165","6840","1670","10107","1854","12044",""
"12","NCEA Level 1","Maori","2020","0","0.096","0.003","0.341","0.093","0.562","0.905","1000","5","3550","180","5847","1753","10397","1938","12457",""
"12","NCEA Level 1","Maori","2021","0","0.086","0.003","0.213","0.075","0.7","0.922","926","6","2295","135","7532","1661","10753","1802","12953",""
"12","NCEA Level 1","Maori","2022","0","0.093","0.008","0.221","0.09","0.685","0.902","993","13","2354","151","7287","1505","10634","1669","13312",""
"12","NCEA Level 1","Maori","2023","0","0.088","0.036","0.212","0.112","0.699","0.852","962","76","2309","235","7612","1787","10883","2098","13607",""
