"Subject","Region","Academic Year","Outstanding Scholarship Rate","Scholarship Rate","No Award Rate","Outstanding Scholarship Count","Scholarship Count","No Award Count","Total Assessed Result Count","Total Student Count","Cohort Warning"
"Biology","Bay of Plenty","2022","0.023","0.209","0.767","1","9","33","43","93",""
"Biology","Bay of Plenty","2023","0.047","0.233","0.721","2","10","31","43","74",""
"Biology","Bay of Plenty","2024","0.04","0.3","0.66","2","15","33","50","86",""
"Biology","Canterbury","2015","0.032","0.266","0.702","4","33","87","124","160",""
"Biology","Canterbury","2016","0.03","0.271","0.699","4","36","93","133","172",""
"Biology","Canterbury","2017","0.015","0.172","0.813","2","23","109","134","166",""
"Biology","Canterbury","2018","0.03","0.307","0.663","3","31","67","101","135",""
"Biology","Canterbury","2019","0","0.191","0.809","0","18","76","94","127",""
"Biology","Canterbury","2020","0.01","0.364","0.626","1","36","62","99","143",""
"Biology","Canterbury","2021","0.031","0.289","0.68","3","28","66","97","156",""
"Biology","Canterbury","2022","0.023","0.307","0.67","2","27","59","88","137",""
"Biology","Canterbury","2023","0.013","0.351","0.636","1","27","49","77","125",""
"Biology","Canterbury","2024","0","0.208","0.792","0","16","61","77","109",""
"Biology","Gisborne","2015","0","0.2","0.8","0","1","4","5","6","Small Cohort"
"Biology","Gisborne","2016","","","","","","","","4","Small Cohort"
"Biology","Gisborne","2017","0","0.4","0.6","0","2","3","5","6","Small Cohort"
"Biology","Gisborne","2018","0","0.125","0.875","0","1","7","8","9","Small Cohort"
"Biology","Gisborne","2019","0","0.2","0.8","0","1","4","5","6","Small Cohort"
"Biology","Gisborne","2020","0","0","1","0","0","2","2","5","Small Cohort"
"Biology","Gisborne","2021","","","","","","","","1","Small Cohort"
"Biology","Gisborne","2024","","","","","","","","2","Small Cohort"
"Biology","Hawke's Bay","2015","0","0.291","0.709","0","16","39","55","62",""
"Biology","Hawke's Bay","2016","0.016","0.188","0.797","1","12","51","64","70",""
"Biology","Hawke's Bay","2017","0.024","0.167","0.81","1","7","34","42","48",""
"Biology","Hawke's Bay","2018","0.018","0.393","0.589","1","22","33","56","62",""
"Biology","Hawke's Bay","2019","0.054","0.243","0.703","2","9","26","37","46",""
"Biology","Hawke's Bay","2020","0","0.184","0.816","0","9","40","49","79",""
"Biology","Hawke's Bay","2021","0.031","0.313","0.656","1","10","21","32","48",""
"Biology","Hawke's Bay","2022","0.038","0.346","0.615","1","9","16","26","35",""
"Biology","Hawke's Bay","2023","0.042","0.25","0.708","1","6","17","24","30",""
"Biology","Hawke's Bay","2024","0.048","0.286","0.667","1","6","14","21","36",""
"Biology","Manawatu-Whanganui","2015","0.022","0.2","0.778","1","9","35","45","51",""
"Biology","Manawatu-Whanganui","2016","0","0.154","0.846","0","6","33","39","48",""
"Biology","Manawatu-Whanganui","2017","0.016","0.175","0.81","1","11","51","63","76",""
"Biology","Manawatu-Whanganui","2018","0.021","0.292","0.688","1","14","33","48","58",""
"Biology","Manawatu-Whanganui","2019","0","0.162","0.838","0","6","31","37","58",""
"Biology","Manawatu-Whanganui","2020","0.019","0.13","0.852","1","7","46","54","70",""
"Biology","Manawatu-Whanganui","2021","0","0.195","0.805","0","8","33","41","58",""
"Biology","Manawatu-Whanganui","2022","0","0.077","0.923","0","2","24","26","41",""
"Biology","Manawatu-Whanganui","2023","0","0.167","0.833","0","6","30","36","54",""
"Biology","Manawatu-Whanganui","2024","0","0.182","0.818","0","4","18","22","29","Small Cohort"
"Biology","Marlborough","2015","0","0.273","0.727","0","3","8","11","13","Small Cohort"
"Biology","Marlborough","2016","0","0.231","0.769","0","3","10","13","14","Small Cohort"
"Biology","Marlborough","2017","0","0.75","0.25","0","3","1","4","7","Small Cohort"
"Biology","Marlborough","2018","0","0.167","0.833","0","1","5","6","8","Small Cohort"
"Biology","Marlborough","2019","0","0.333","0.667","0","2","4","6","6","Small Cohort"
"Biology","Marlborough","2020","0","0.2","0.8","0","1","4","5","6","Small Cohort"
"Biology","Marlborough","2021","0","0","1","0","0","4","4","5","Small Cohort"
"Biology","Marlborough","2022","","","","","","","","2","Small Cohort"
"Biology","Marlborough","2023","","","","","","","","2","Small Cohort"
"Biology","Nelson","2015","0","0.257","0.743","0","9","26","35","38",""
"Biology","Nelson","2016","0.05","0.1","0.85","1","2","17","20","23","Small Cohort"
"Biology","Nelson","2017","0.053","0.158","0.789","1","3","15","19","29","Small Cohort"
"Biology","Nelson","2018","0","0.3","0.7","0","3","7","10","14","Small Cohort"
"Biology","Nelson","2019","0","0.111","0.889","0","1","8","9","18","Small Cohort"
"Biology","Nelson","2020","0","0.286","0.714","0","2","5","7","10","Small Cohort"
"Biology","Nelson","2021","0","0","1","0","0","4","4","12","Small Cohort"
"Biology","Nelson","2022","0.143","0.286","0.571","1","2","4","7","9","Small Cohort"
"Biology","Nelson","2023","0.143","0.286","0.571","1","2","4","7","10","Small Cohort"
"Biology","Nelson","2024","0","0.571","0.429","0","4","3","7","10","Small Cohort"
"Biology","Northland","2015","0","0.053","0.947","0","1","18","19","27","Small Cohort"
"Biology","Northland","2016","0","0.231","0.769","0","3","10","13","19","Small Cohort"
"Biology","Northland","2017","0.067","0","0.933","1","0","14","15","30",""
"Biology","Northland","2018","0","0.125","0.875","0","1","7","8","8","Small Cohort"
"Biology","Northland","2019","0","0.25","0.75","0","3","9","12","32",""
"Biology","Northland","2020","0","0.333","0.667","0","2","4","6","12","Small Cohort"
"Biology","Northland","2021","0","0.4","0.6","0","2","3","5","10","Small Cohort"
"Biology","Northland","2022","0","0","1","0","0","3","3","8","Small Cohort"
"Biology","Northland","2023","0","0","1","0","0","3","3","5","Small Cohort"
"Biology","Northland","2024","0","0","1","0","0","5","5","15","Small Cohort"
"Biology","Otago","2015","0","0.246","0.754","0","17","52","69","77",""
"Biology","Otago","2016","0.032","0.19","0.778","2","12","49","63","68",""
"Biology","Otago","2017","0.015","0.164","0.821","1","11","55","67","83",""
"Biology","Otago","2018","0.052","0.241","0.707","3","14","41","58","71",""
"Biology","Otago","2019","0.036","0.25","0.714","2","14","40","56","78",""
"Biology","Otago","2020","0.047","0.25","0.703","3","16","45","64","88",""
"Biology","Otago","2021","0.026","0.269","0.705","2","21","55","78","100",""
"Biology","Otago","2022","0","0.258","0.742","0","16","46","62","82",""
"Biology","Otago","2023","0","0.228","0.772","0","13","44","57","103",""
"Biology","Otago","2024","0.024","0.19","0.786","1","8","33","42","87",""
"Biology","Other","2015","","","","","","","","1","Small Cohort"
"Biology","Other","2016","","","","","","","","1","Small Cohort"
"Biology","Other","2017","","","","","","","","2","Small Cohort"
"Biology","Other","2018","","","","","","","","3","Small Cohort"
"Biology","Other","2019","0","0.333","0.667","0","1","2","3","6","Small Cohort"
"Biology","Other","2020","","","","","","","","2","Small Cohort"
"Biology","Other","2021","","","","","","","","2","Small Cohort"
"Biology","Other","2022","0","0.5","0.5","0","1","1","2","5","Small Cohort"
"Biology","Other","2023","","","","","","","","3","Small Cohort"
"Biology","Other","2024","","","","","","","","2","Small Cohort"
"Biology","Southland","2015","0","0.111","0.889","0","2","16","18","22","Small Cohort"
"Biology","Southland","2016","0","0.118","0.882","0","2","15","17","18","Small Cohort"
"Biology","Southland","2017","0","0.083","0.917","0","1","11","12","19","Small Cohort"
"Biology","Southland","2018","0","0.1","0.9","0","1","9","10","13","Small Cohort"
"Biology","Southland","2019","0","0.364","0.636","0","4","7","11","15","Small Cohort"
"Biology","Southland","2020","0","0.2","0.8","0","1","4","5","8","Small Cohort"
"Biology","Southland","2021","0.091","0.091","0.818","1","1","9","11","22","Small Cohort"
"Biology","Southland","2022","0","0.167","0.833","0","1","5","6","25","Small Cohort"
"Biology","Southland","2023","0.286","0.143","0.571","2","1","4","7","10","Small Cohort"
"Biology","Southland","2024","0","0","1","0","0","5","5","12","Small Cohort"
"Biology","Taranaki","2015","0","0.192","0.808","0","5","21","26","27","Small Cohort"
"Biology","Taranaki","2016","0.045","0.182","0.773","1","4","17","22","22","Small Cohort"
"Biology","Taranaki","2017","0.037","0.259","0.704","1","7","19","27","31",""
"Biology","Taranaki","2018","0.111","0.444","0.444","1","4","4","9","14","Small Cohort"
"Biology","Taranaki","2019","0","0.588","0.412","0","10","7","17","22","Small Cohort"
"Biology","Taranaki","2020","0","0.235","0.765","0","4","13","17","26","Small Cohort"
"Biology","Taranaki","2021","0","0.167","0.833","0","2","10","12","20","Small Cohort"
"Biology","Taranaki","2022","0.056","0.222","0.722","1","4","13","18","21","Small Cohort"
"Biology","Taranaki","2023","0","0.1","0.9","0","1","9","10","23","Small Cohort"
"Biology","Taranaki","2024","0","0.364","0.636","0","8","14","22","26","Small Cohort"
"Biology","Tasman","2015","0","0.091","0.909","0","1","10","11","11","Small Cohort"
"Biology","Tasman","2016","0","0.25","0.75","0","3","9","12","14","Small Cohort"
"Biology","Tasman","2017","0","0.1","0.9","0","1","9","10","10","Small Cohort"
"Biology","Tasman","2018","","","","","","","","4","Small Cohort"
"Biology","Tasman","2019","0","0.143","0.857","0","1","6","7","8","Small Cohort"
"Biology","Tasman","2020","0","0.143","0.857","0","1","6","7","8","Small Cohort"
"Biology","Tasman","2021","0","0.5","0.5","0","3","3","6","8","Small Cohort"
"Biology","Tasman","2022","0","0.125","0.875","0","1","7","8","12","Small Cohort"
"Biology","Tasman","2023","0","0.2","0.8","0","1","4","5","8","Small Cohort"
"Biology","Tasman","2024","0","0.25","0.75","0","1","3","4","6","Small Cohort"
"Biology","Waikato","2015","0.009","0.228","0.763","1","26","87","114","130",""
"Biology","Waikato","2016","0.047","0.202","0.752","6","26","97","129","160",""
"Biology","Waikato","2017","0.01","0.268","0.722","1","26","70","97","121",""
"Biology","Waikato","2018","0.022","0.289","0.689","2","26","62","90","124",""
"Biology","Waikato","2019","0.061","0.212","0.727","4","14","48","66","112",""
"Biology","Waikato","2020","0.014","0.186","0.8","1","13","56","70","111",""
"Biology","Waikato","2021","0.032","0.339","0.629","2","21","39","62","99",""
"Biology","Waikato","2022","0.045","0.194","0.761","3","13","51","67","116",""
"Biology","Waikato","2023","0.036","0.418","0.545","2","23","30","55","87",""
"Biology","Waikato","2024","0.037","0.296","0.667","2","16","36","54","86",""
"Biology","Wellington","2015","0.036","0.168","0.796","5","23","109","137","167",""
"Biology","Wellington","2016","0.029","0.235","0.735","4","32","100","136","178",""
"Biology","Wellington","2017","0.025","0.317","0.658","3","38","79","120","163",""
"Biology","Wellington","2018","0.036","0.255","0.709","4","28","78","110","134",""
"Biology","Wellington","2019","0.049","0.285","0.667","6","35","82","123","191",""
"Biology","Wellington","2020","0","0.22","0.78","0","18","64","82","130",""
"Biology","Wellington","2021","0.029","0.223","0.748","3","23","77","103","175",""
"Biology","Wellington","2022","0.04","0.28","0.68","3","21","51","75","118",""
"Biology","Wellington","2023","0.037","0.272","0.691","3","22","56","81","138",""
"Biology","Wellington","2024","0.014","0.219","0.767","1","16","56","73","129",""
"Biology","West Coast","2015","0","0","1","0","0","4","4","5","Small Cohort"
"Biology","West Coast","2016","","","","","","","","1","Small Cohort"
"Biology","West Coast","2019","0","0","1","0","0","3","3","5","Small Cohort"
"Biology","West Coast","2020","0","0.333","0.667","0","1","2","3","5","Small Cohort"
"Biology","West Coast","2022","","","","","","","","1","Small Cohort"
"Biology","West Coast","2023","","","","","","","","1","Small Cohort"
"Biology","West Coast","2024","","","","","","","","2","Small Cohort"
"Calculus","Auckland","2015","0.035","0.295","0.67","20","171","388","579","741",""
"Calculus","Auckland","2016","0.038","0.255","0.707","22","148","411","581","687",""
"Calculus","Auckland","2017","0.029","0.245","0.727","20","170","505","695","801",""
"Calculus","Auckland","2018","0.028","0.253","0.719","18","161","457","636","755",""
"Calculus","Auckland","2019","0.03","0.224","0.746","21","158","526","705","881",""
"Calculus","Auckland","2020","0.026","0.192","0.783","20","150","613","783","994",""
"Calculus","Auckland","2021","0.032","0.234","0.734","21","154","484","659","994",""
"Calculus","Auckland","2022","0.024","0.227","0.749","16","149","492","657","967",""
"Calculus","Auckland","2023","0.029","0.228","0.743","20","158","515","693","928",""
"Calculus","Auckland","2024","0.034","0.24","0.726","27","189","573","789","1162",""
"Calculus","Bay of Plenty","2015","0.015","0.106","0.879","1","7","58","66","82",""
"Calculus","Bay of Plenty","2016","0.044","0.111","0.844","2","5","38","45","53",""
"Calculus","Bay of Plenty","2017","0","0.091","0.909","0","6","60","66","76",""
"Calculus","Bay of Plenty","2018","0.014","0.099","0.887","1","7","63","71","82",""
"Calculus","Bay of Plenty","2019","0","0.137","0.863","0","7","44","51","73",""
"Calculus","Bay of Plenty","2020","0.019","0.154","0.827","1","8","43","52","69",""
"Calculus","Bay of Plenty","2021","0","0.163","0.837","0","8","41","49","71",""
"Calculus","Bay of Plenty","2022","0","0.076","0.924","0","5","61","66","102",""
"Calculus","Bay of Plenty","2023","0.02","0.157","0.824","1","8","42","51","75",""
"Calculus","Bay of Plenty","2024","0","0.195","0.805","0","8","33","41","69",""
"Calculus","Canterbury","2015","0.021","0.165","0.814","2","16","79","97","120",""
"Calculus","Canterbury","2016","0.009","0.202","0.789","1","22","86","109","136",""
"Calculus","Canterbury","2017","0.019","0.194","0.787","2","21","85","108","116",""
"Calculus","Canterbury","2018","0.049","0.207","0.744","4","17","61","82","114",""
"Calculus","Canterbury","2019","0.033","0.167","0.8","3","15","72","90","126",""
"Calculus","Canterbury","2020","0.01","0.238","0.752","1","25","79","105","155",""
"Calculus","Canterbury","2021","0.009","0.237","0.754","1","27","86","114","160",""
"Calculus","Canterbury","2022","0.049","0.245","0.706","5","25","72","102","179",""
"Calculus","Canterbury","2023","0.01","0.233","0.757","1","24","78","103","154",""
"Calculus","Canterbury","2024","0.017","0.185","0.798","2","22","95","119","165",""
"Calculus","Gisborne","2015","","","","","","","","4","Small Cohort"
