"Subject","Region","Academic Year","Outstanding Scholarship Rate","Scholarship Rate","No Award Rate","Outstanding Scholarship Count","Scholarship Count","No Award Count","Total Assessed Result Count","Total Student Count","Cohort Warning"
"Classical Studies","Southland","2020","","","","","","","","3","Small Cohort"
"Classical Studies","Southland","2021","0","0","1","0","0","5","5","8","Small Cohort"
"Classical Studies","Southland","2022","","","","","","","","1","Small Cohort"
"Classical Studies","Southland","2023","0","0","1","0","0","5","5","10","Small Cohort"
"Classical Studies","Southland","2024","0","0.25","0.75","0","2","6","8","14","Small Cohort"
"Classical Studies","Taranaki","2015","0.083","0.167","0.75","1","2","9","12","12","Small Cohort"
"Classical Studies","Taranaki","2016","0.167","0.167","0.667","1","1","4","6","8","Small Cohort"
"Classical Studies","Taranaki","2017","0","0.25","0.75","0","1","3","4","5","Small Cohort"
"Classical Studies","Taranaki","2018","","","","","","","","1","Small Cohort"
"Classical Studies","Taranaki","2019","0","0.5","0.5","0","2","2","4","7","Small Cohort"
"Classical Studies","Taranaki","2020","","","","","","","","4","Small Cohort"
"Classical Studies","Taranaki","2021","","","","","","","","3","Small Cohort"
"Classical Studies","Taranaki","2022","0","0.4","0.6","0","2","3","5","5","Small Cohort"
"Classical Studies","Taranaki","2023","","","","","","","","1","Small Cohort"
"Classical Studies","Taranaki","2024","","","","","","","","3","Small Cohort"
"Classical Studies","Tasman","2018","","","","","","","","1","Small Cohort"
"Classical Studies","Tasman","2022","0","0","1","0","0","3","3","10","Small Cohort"
"Classical Studies","Waikato","2015","0.022","0.089","0.889","1","4","40","45","56",""
"Classical Studies","Waikato","2016","0.037","0.296","0.667","1","8","18","27","45",""
"Classical Studies","Waikato","2017","0","0.2","0.8","0","4","16","20","37",""
"Classical Studies","Waikato","2018","0","0.444","0.556","0","8","10","18","27","Small Cohort"
"Classical Studies","Waikato","2019","0.071","0.357","0.571","1","5","8","14","30",""
"Classical Studies","Waikato","2020","0","0.25","0.75","0","3","9","12","24","Small Cohort"
"Classical Studies","Waikato","2021","0.182","0.273","0.545","2","3","6","11","19","Small Cohort"
"Classical Studies","Waikato","2022","0.077","0.154","0.769","1","2","10","13","25","Small Cohort"
"Classical Studies","Waikato","2023","0","0.111","0.889","0","1","8","9","13","Small Cohort"
"Classical Studies","Waikato","2024","0","0.091","0.909","0","1","10","11","16","Small Cohort"
"Classical Studies","Wellington","2015","0.032","0.306","0.661","2","19","41","62","77",""
"Classical Studies","Wellington","2016","0.063","0.286","0.651","4","18","41","63","86",""
"Classical Studies","Wellington","2017","0.085","0.319","0.596","4","15","28","47","66",""
"Classical Studies","Wellington","2018","0","0.219","0.781","0","7","25","32","45",""
"Classical Studies","Wellington","2019","0.026","0.237","0.737","1","9","28","38","65",""
"Classical Studies","Wellington","2020","0","0.3","0.7","0","9","21","30","52",""
"Classical Studies","Wellington","2021","0.067","0.333","0.6","2","10","18","30","45",""
"Classical Studies","Wellington","2022","0","0.286","0.714","0","6","15","21","52",""
"Classical Studies","Wellington","2023","0.036","0.393","0.571","1","11","16","28","35",""
"Classical Studies","Wellington","2024","0","0.167","0.833","0","5","25","30","47",""
"Classical Studies","West Coast","2016","","","","","","","","1","Small Cohort"
"Classical Studies","West Coast","2020","","","","","","","","2","Small Cohort"
"Classical Studies","West Coast","2021","","","","","","","","2","Small Cohort"
"Classical Studies","West Coast","2022","","","","","","","","1","Small Cohort"
"Dance","Auckland","2015","0.054","0.297","0.649","2","11","24","37","55",""
"Dance","Auckland","2016","0.055","0.4","0.545","3","22","30","55","78",""
"Dance","Auckland","2017","0.061","0.367","0.571","3","18","28","49","62",""
"Dance","Auckland","2018","0.056","0.315","0.63","3","17","34","54","68",""
"Dance","Auckland","2019","0.036","0.309","0.655","2","17","36","55","75",""
"Dance","Auckland","2020","0.075","0.225","0.7","3","9","28","40","81",""
"Dance","Auckland","2021","0.094","0.219","0.688","3","7","22","32","65",""
"Dance","Auckland","2022","0.097","0.548","0.355","3","17","11","31","61",""
"Dance","Auckland","2023","0.086","0.343","0.571","3","12","20","35","75",""
"Dance","Auckland","2024","0.082","0.469","0.449","4","23","22","49","71",""
"Dance","Bay of Plenty","2015","0","0.222","0.778","0","2","7","9","11","Small Cohort"
"Dance","Bay of Plenty","2016","","","","","","","","4","Small Cohort"
"Dance","Bay of Plenty","2017","0","0","1","0","0","3","3","9","Small Cohort"
"Dance","Bay of Plenty","2018","0","0.333","0.667","0","1","2","3","6","Small Cohort"
"Dance","Bay of Plenty","2019","","","","","","","","1","Small Cohort"
"Dance","Bay of Plenty","2020","0","0.167","0.833","0","1","5","6","6","Small Cohort"
"Dance","Bay of Plenty","2021","","","","","","","","1","Small Cohort"
"Dance","Bay of Plenty","2022","0","0","1","0","0","5","5","9","Small Cohort"
"Dance","Bay of Plenty","2023","","","","","","","","3","Small Cohort"
"Dance","Bay of Plenty","2024","0","0","1","0","0","3","3","5","Small Cohort"
"Dance","Canterbury","2015","0","0.25","0.75","0","1","3","4","5","Small Cohort"
"Dance","Canterbury","2016","0","0","1","0","0","5","5","8","Small Cohort"
"Dance","Canterbury","2017","0","0.4","0.6","0","2","3","5","9","Small Cohort"
"Dance","Canterbury","2018","","","","","","","","4","Small Cohort"
"Dance","Canterbury","2020","0","0","1","0","0","3","3","6","Small Cohort"
"Dance","Canterbury","2022","0","0","1","0","0","3","3","5","Small Cohort"
"Dance","Canterbury","2023","0","0","1","0","0","1","1","5","Small Cohort"
"Dance","Canterbury","2024","","","","","","","","2","Small Cohort"
"Dance","Hawke's Bay","2015","","","","","","","","1","Small Cohort"
"Dance","Hawke's Bay","2016","","","","","","","","1","Small Cohort"
"Dance","Hawke's Bay","2017","","","","","","","","1","Small Cohort"
"Dance","Hawke's Bay","2018","","","","","","","","1","Small Cohort"
"Dance","Hawke's Bay","2019","","","","","","","","2","Small Cohort"
"Dance","Hawke's Bay","2020","","","","","","","","3","Small Cohort"
"Dance","Hawke's Bay","2021","","","","","","","","3","Small Cohort"
"Dance","Hawke's Bay","2022","","","","","","","","2","Small Cohort"
"Dance","Hawke's Bay","2023","","","","","","","","4","Small Cohort"
"Dance","Manawatu-Whanganui","2015","0","0.25","0.75","0","1","3","4","6","Small Cohort"
"Dance","Manawatu-Whanganui","2016","","","","","","","","4","Small Cohort"
"Dance","Manawatu-Whanganui","2017","0","0","1","0","0","7","7","10","Small Cohort"
"Dance","Manawatu-Whanganui","2018","0","0.5","0.5","0","4","4","8","12","Small Cohort"
"Dance","Manawatu-Whanganui","2019","0","0.222","0.778","0","2","7","9","13","Small Cohort"
"Dance","Manawatu-Whanganui","2020","","","","","","","","4","Small Cohort"
"Dance","Manawatu-Whanganui","2021","0","0","1","0","0","2","2","7","Small Cohort"
"Dance","Manawatu-Whanganui","2022","0","0","1","0","0","2","2","6","Small Cohort"
"Dance","Manawatu-Whanganui","2023","0","0","1","0","0","5","5","5","Small Cohort"
"Dance","Manawatu-Whanganui","2024","","","","","","","","4","Small Cohort"
"Dance","Marlborough","2023","","","","","","","","1","Small Cohort"
"Dance","Nelson","2015","","","","","","","","4","Small Cohort"
"Dance","Nelson","2022","","","","","","","","1","Small Cohort"
"Dance","Nelson","2024","","","","","","","","1","Small Cohort"
"Dance","Northland","2022","","","","","","","","2","Small Cohort"
"Dance","Northland","2024","","","","","","","","1","Small Cohort"
"Dance","Otago","2015","","","","","","","","1","Small Cohort"
"Dance","Otago","2016","0","0.5","0.5","0","1","1","2","5","Small Cohort"
"Dance","Otago","2017","","","","","","","","2","Small Cohort"
"Dance","Otago","2018","0","0","1","0","0","6","6","8","Small Cohort"
"Dance","Otago","2019","","","","","","","","4","Small Cohort"
"Dance","Otago","2020","","","","","","","","4","Small Cohort"
"Dance","Otago","2021","0","0","1","0","0","5","5","8","Small Cohort"
"Dance","Otago","2022","","","","","","","","4","Small Cohort"
"Dance","Otago","2023","","","","","","","","3","Small Cohort"
"Dance","Otago","2024","","","","","","","","3","Small Cohort"
"Dance","Southland","2015","","","","","","","","2","Small Cohort"
"Dance","Southland","2016","","","","","","","","2","Small Cohort"
"Dance","Southland","2018","","","","","","","","2","Small Cohort"
"Dance","Southland","2019","","","","","","","","1","Small Cohort"
"Dance","Southland","2020","","","","","","","","3","Small Cohort"
"Dance","Southland","2021","","","","","","","","4","Small Cohort"
"Dance","Southland","2022","","","","","","","","1","Small Cohort"
"Dance","Taranaki","2016","","","","","","","","1","Small Cohort"
"Dance","Taranaki","2020","","","","","","","","2","Small Cohort"
"Dance","Taranaki","2021","","","","","","","","1","Small Cohort"
"Dance","Taranaki","2024","","","","","","","","2","Small Cohort"
"Dance","Tasman","2018","","","","","","","","1","Small Cohort"
"Dance","Tasman","2020","","","","","","","","2","Small Cohort"
"Dance","Tasman","2022","","","","","","","","2","Small Cohort"
"Dance","Tasman","2023","","","","","","","","1","Small Cohort"
"Dance","Waikato","2015","0","0","1","0","0","3","3","6","Small Cohort"
"Dance","Waikato","2016","0","0","1","0","0","5","5","8","Small Cohort"
"Dance","Waikato","2017","0","0.4","0.6","0","2","3","5","11","Small Cohort"
"Dance","Waikato","2018","0","0.667","0.333","0","2","1","3","5","Small Cohort"
"Dance","Waikato","2019","0","0","1","0","0","2","2","8","Small Cohort"
"Dance","Waikato","2020","0","0","1","0","0","9","9","9","Small Cohort"
"Dance","Waikato","2021","0","0","1","0","0","7","7","8","Small Cohort"
"Dance","Waikato","2022","0","0.143","0.857","0","1","6","7","10","Small Cohort"
"Dance","Waikato","2023","","","","","","","","2","Small Cohort"
"Dance","Wellington","2015","0","0.375","0.625","0","3","5","8","10","Small Cohort"
"Dance","Wellington","2016","","","","","","","","2","Small Cohort"
"Dance","Wellington","2017","0","0","1","0","0","3","3","5","Small Cohort"
"Dance","Wellington","2018","","","","","","","","4","Small Cohort"
"Dance","Wellington","2019","0","0","1","0","0","5","5","6","Small Cohort"
"Dance","Wellington","2020","","","","","","","","4","Small Cohort"
"Dance","Wellington","2021","","","","","","","","4","Small Cohort"
"Dance","Wellington","2023","","","","","","","","4","Small Cohort"
"Dance","Wellington","2024","","","","","","","","3","Small Cohort"
"Design","Auckland","2015","0.04","0.286","0.675","5","36","85","126","238",""
"Design","Auckland","2016","0.057","0.276","0.667","6","29","70","105","217",""
"Design","Auckland","2017","0.023","0.288","0.689","3","38","91","132","243",""
"Design","Auckland","2018","0.036","0.3","0.664","4","33","73","110","198",""
"Design","Auckland","2019","0.022","0.344","0.634","2","32","59","93","163",""
"Design","Auckland","2020","0.022","0.299","0.679","3","40","91","134","248",""
"Design","Auckland","2021","0.056","0.278","0.667","7","35","84","126","265",""
"Design","Auckland","2022","0.049","0.236","0.715","6","29","88","123","265",""
"Design","Auckland","2023","0.053","0.26","0.687","7","34","90","131","264",""
"Design","Auckland","2024","0.03","0.274","0.696","5","46","117","168","327",""
"Design","Bay of Plenty","2015","0","0.154","0.846","0","2","11","13","37",""
"Design","Bay of Plenty","2016","0.083","0.083","0.833","1","1","10","12","30",""
"Design","Bay of Plenty","2017","0","0.111","0.889","0","1","8","9","15","Small Cohort"
"Design","Bay of Plenty","2018","0.111","0","0.889","1","0","8","9","20","Small Cohort"
"Design","Bay of Plenty","2019","0","0","1","0","0","2","2","10","Small Cohort"
"Design","Bay of Plenty","2020","0","0","1","0","0","6","6","19","Small Cohort"
"Design","Bay of Plenty","2021","0","0","1","0","0","8","8","22","Small Cohort"
"Design","Bay of Plenty","2022","0","0.556","0.444","0","10","8","18","29","Small Cohort"
"Design","Bay of Plenty","2023","0","0.1","0.9","0","1","9","10","23","Small Cohort"
"Design","Bay of Plenty","2024","0.222","0.333","0.444","2","3","4","9","27","Small Cohort"
"Design","Canterbury","2015","0.019","0.283","0.698","1","15","37","53","106",""
"Design","Canterbury","2016","0.018","0.255","0.727","1","14","40","55","89",""
"Design","Canterbury","2017","0.051","0.308","0.641","2","12","25","39","69",""
"Design","Canterbury","2018","0.023","0.279","0.698","1","12","30","43","62",""
"Design","Canterbury","2019","0","0.391","0.609","0","9","14","23","70",""
"Design","Canterbury","2020","0","0.241","0.759","0","7","22","29","62",""
"Design","Canterbury","2021","0","0.273","0.727","0","9","24","33","69",""
"Design","Canterbury","2022","0","0.192","0.808","0","5","21","26","79",""
"Design","Canterbury","2023","0","0.24","0.76","0","6","19","25","63",""
"Design","Canterbury","2024","0","0.225","0.775","0","9","31","40","66",""
"Design","Gisborne","2015","","","","","","","","2","Small Cohort"
"Design","Gisborne","2017","","","","","","","","1","Small Cohort"
"Design","Gisborne","2018","","","","","","","","1","Small Cohort"
"Design","Gisborne","2020","","","","","","","","1","Small Cohort"
"Design","Gisborne","2021","","","","","","","","2","Small Cohort"
"Design","Gisborne","2022","","","","","","","","1","Small Cohort"
"Design","Hawke's Bay","2015","0","0.333","0.667","0","4","8","12","25","Small Cohort"
"Design","Hawke's Bay","2016","0","0.188","0.813","0","3","13","16","29","Small Cohort"
"Design","Hawke's Bay","2017","0","0.083","0.917","0","1","11","12","24","Small Cohort"
"Design","Hawke's Bay","2018","0","0.1","0.9","0","1","9","10","20","Small Cohort"
"Design","Hawke's Bay","2019","0","0","1","0","0","8","8","26","Small Cohort"
"Design","Hawke's Bay","2020","0","0","1","0","0","6","6","16","Small Cohort"
"Design","Hawke's Bay","2021","0","0.222","0.778","0","2","7","9","17","Small Cohort"
"Design","Hawke's Bay","2022","0","0.143","0.857","0","1","6","7","14","Small Cohort"
"Design","Hawke's Bay","2023","0","0.25","0.75","0","2","6","8","17","Small Cohort"
"Design","Hawke's Bay","2024","0","0.8","0.2","0","4","1","5","18","Small Cohort"
"Design","Manawatu-Whanganui","2015","0","0.25","0.75","0","2","6","8","14","Small Cohort"
"Design","Manawatu-Whanganui","2016","0","0.25","0.75","0","1","3","4","12","Small Cohort"
"Design","Manawatu-Whanganui","2017","0","0.091","0.909","0","1","10","11","16","Small Cohort"
"Design","Manawatu-Whanganui","2018","0","0.143","0.857","0","1","6","7","21","Small Cohort"
"Design","Manawatu-Whanganui","2019","0.091","0.273","0.636","1","3","7","11","18","Small Cohort"
"Design","Manawatu-Whanganui","2020","0","0.375","0.625","0","3","5","8","12","Small Cohort"
"Design","Manawatu-Whanganui","2021","0","0.278","0.722","0","5","13","18","28","Small Cohort"
"Design","Manawatu-Whanganui","2022","0","0.5","0.5","0","5","5","10","29","Small Cohort"
"Design","Manawatu-Whanganui","2023","0","0.278","0.722","0","5","13","18","34",""
"Design","Manawatu-Whanganui","2024","0","0.167","0.833","0","3","15","18","40",""
"Design","Marlborough","2015","","","","","","","","3","Small Cohort"
"Design","Marlborough","2016","","","","","","","","4","Small Cohort"
"Design","Marlborough","2017","","","","","","","","2","Small Cohort"
"Design","Marlborough","2018","","","","","","","","1","Small Cohort"
"Design","Marlborough","2019","","","","","","","","4","Small Cohort"
"Design","Marlborough","2020","","","","","","","","1","Small Cohort"
"Design","Marlborough","2021","","","","","","","","1","Small Cohort"
"Design","Marlborough","2022","","","","","","","","4","Small Cohort"
"Design","Nelson","2015","0","0","1","0","0","4","4","7","Small Cohort"
"Design","Nelson","2016","0","0.25","0.75","0","1","3","4","10","Small Cohort"
"Design","Nelson","2017","0","0","1","0","0","6","6","13","Small Cohort"
"Design","Nelson","2018","0","0","1","0","0","3","3","7","Small Cohort"
"Design","Nelson","2019","","","","","","","","4","Small Cohort"
"Design","Nelson","2020","0","0","1","0","0","4","4","11","Small Cohort"
"Design","Nelson","2021","0","0.667","0.333","0","2","1","3","6","Small Cohort"
"Design","Nelson","2022","0","0.25","0.75","0","1","3","4","6","Small Cohort"
"Design","Nelson","2023","0","0.25","0.75","0","1","3","4","6","Small Cohort"
"Design","Nelson","2024","0","0","1","0","0","2","2","7","Small Cohort"
"Design","Northland","2015","0","0.4","0.6","0","2","3","5","10","Small Cohort"
"Design","Northland","2016","0","1","0","0","1","0","1","5","Small Cohort"
"Design","Northland","2017","0","0.2","0.8","0","1","4","5","6","Small Cohort"
"Design","Northland","2018","0","0.429","0.571","0","3","4","7","13","Small Cohort"
"Design","Northland","2019","0","0","1","0","0","1","1","17","Small Cohort"
"Design","Northland","2020","0","0","1","0","0","2","2","7","Small Cohort"
"Design","Northland","2021","0","0.5","0.5","0","1","1","2","12","Small Cohort"
"Design","Northland","2022","0","0","1","0","0","4","4","5","Small Cohort"
"Design","Northland","2023","0","0.167","0.833","0","1","5","6","6","Small Cohort"
"Design","Northland","2024","0","0.25","0.75","0","1","3","4","6","Small Cohort"
"Design","Otago","2015","0","0.067","0.933","0","1","14","15","23","Small Cohort"
"Design","Otago","2016","0.063","0.375","0.563","1","6","9","16","24","Small Cohort"
"Design","Otago","2017","0","0.429","0.571","0","6","8","14","26","Small Cohort"
"Design","Otago","2018","0.045","0.182","0.773","1","4","17","22","28","Small Cohort"
"Design","Otago","2019","0.125","0.438","0.438","2","7","7","16","31",""
"Design","Otago","2020","0.048","0.143","0.81","1","3","17","21","27","Small Cohort"
"Design","Otago","2021","0","0.313","0.688","0","5","11","16","27","Small Cohort"
"Design","Otago","2022","0","0.375","0.625","0","6","10","16","23","Small Cohort"
"Design","Otago","2023","0","0.444","0.556","0","4","5","9","15","Small Cohort"
"Design","Otago","2024","0","0","1","0","0","11","11","19","Small Cohort"
"Design","Other","2016","","","","","","","","1","Small Cohort"
"Design","Other","2017","","","","","","","","2","Small Cohort"
"Design","Other","2019","","","","","","","","1","Small Cohort"
"Design","Other","2020","","","","","","","","1","Small Cohort"
"Design","Other","2022","","","","","","","","2","Small Cohort"
"Design","Other","2023","","","","","","","","1","Small Cohort"
"Design","Other","2024","","","","","","","","4","Small Cohort"
"Design","Southland","2015","","","","","","","","1","Small Cohort"
"Design","Southland","2017","","","","","","","","3","Small Cohort"
"Design","Southland","2018","","","","","","","","1","Small Cohort"
"Design","Southland","2019","","","","","","","","1","Small Cohort"
"Design","Southland","2021","","","","","","","","1","Small Cohort"
"Design","Southland","2022","","","","","","","","3","Small Cohort"
"Design","Southland","2023","","","","","","","","1","Small Cohort"
"Design","Taranaki","2015","0","0.091","0.909","0","1","10","11","17","Small Cohort"
"Design","Taranaki","2016","0","0","1","0","0","5","5","13","Small Cohort"
"Design","Taranaki","2017","0.222","0.444","0.333","2","4","3","9","14","Small Cohort"
"Design","Taranaki","2018","0","0.4","0.6","0","2","3","5","6","Small Cohort"
"Design","Taranaki","2019","0","0.444","0.556","0","4","5","9","14","Small Cohort"
"Design","Taranaki","2020","0","0.444","0.556","0","4","5","9","12","Small Cohort"
"Design","Taranaki","2021","0","0.667","0.333","0","2","1","3","7","Small Cohort"
"Design","Taranaki","2022","0.143","0.571","0.286","1","4","2","7","13","Small Cohort"
"Design","Taranaki","2023","0","0.333","0.667","0","2","4","6","9","Small Cohort"
"Design","Taranaki","2024","0","0.133","0.867","0","2","13","15","29","Small Cohort"
"Design","Tasman","2015","","","","","","","","4","Small Cohort"
"Design","Tasman","2016","","","","","","","","3","Small Cohort"
"Design","Tasman","2017","","","","","","","","3","Small Cohort"
"Design","Tasman","2018","","","","","","","","2","Small Cohort"
"Design","Tasman","2019","","","","","","","","1","Small Cohort"
"Design","Tasman","2020","","","","","","","","1","Small Cohort"
"Design","Tasman","2021","","","","","","","","2","Small Cohort"
"Design","Tasman","2022","0","0","1","0","0","1","1","5","Small Cohort"
"Design","Tasman","2023","","","","","","","","3","Small Cohort"
"Design","Tasman","2024","","","","","","","","1","Small Cohort"
"Design","Waikato","2015","0.059","0","0.941","1","0","16","17","38",""
"Design","Waikato","2016","0","0.308","0.692","0","4","9","13","35",""
"Design","Waikato","2017","0","0.188","0.813","0","3","13","16","36",""
"Design","Waikato","2018","0","0.2","0.8","0","4","16","20","31",""
"Design","Waikato","2019","0.083","0","0.917","1","0","11","12","27","Small Cohort"
"Design","Waikato","2020","0.125","0","0.875","1","0","7","8","23","Small Cohort"
"Design","Waikato","2021","0","0.1","0.9","0","1","9","10","19","Small Cohort"
"Design","Waikato","2022","0","0.118","0.882","0","2","15","17","37",""
"Design","Waikato","2023","0","0.455","0.545","0","5","6","11","27","Small Cohort"
"Design","Waikato","2024","0","0.077","0.923","0","1","12","13","35",""
"Design","Wellington","2015","0.036","0.286","0.679","1","8","19","28","64",""
"Design","Wellington","2016","0","0.256","0.744","0","10","29","39","78",""
"Design","Wellington","2017","0.033","0.2","0.767","1","6","23","30","63",""
"Design","Wellington","2018","0.034","0.276","0.69","1","8","20","29","60",""
"Design","Wellington","2019","0.048","0.143","0.81","1","3","17","21","47",""
"Design","Wellington","2020","0.067","0.2","0.733","2","6","22","30","64",""
"Design","Wellington","2021","0","0.357","0.643","0","5","9","14","43",""
"Design","Wellington","2022","0","0.211","0.789","0","4","15","19","52",""
"Design","Wellington","2023","0","0.4","0.6","0","6","9","15","45",""
"Design","Wellington","2024","0","0.167","0.833","0","3","15","18","45",""
"Design","West Coast","2017","","","","","","","","1","Small Cohort"
"Design and Visual Communication","Auckland","2015","0.032","0.152","0.816","5","24","129","158","181",""
"Design and Visual Communication","Auckland","2016","0.006","0.143","0.851","1","25","149","175","191",""
"Design and Visual Communication","Auckland","2017","0.006","0.183","0.811","1","31","137","169","201",""
"Design and Visual Communication","Auckland","2018","0.014","0.215","0.771","2","31","111","144","152",""
"Design and Visual Communication","Auckland","2019","0.011","0.156","0.833","2","28","150","180","203",""
"Design and Visual Communication","Auckland","2020","0.013","0.126","0.861","3","28","192","223","246",""
"Design and Visual Communication","Auckland","2021","0.013","0.113","0.874","3","26","202","231","265",""
"Design and Visual Communication","Auckland","2022","0.009","0.114","0.877","2","25","192","219","277",""
"Design and Visual Communication","Auckland","2023","0.009","0.119","0.872","2","26","190","218","247",""
"Design and Visual Communication","Auckland","2024","0.008","0.116","0.876","2","29","218","249","286",""
"Design and Visual Communication","Bay of Plenty","2015","0","0","1","0","0","15","15","15","Small Cohort"
"Design and Visual Communication","Bay of Plenty","2016","0","0","1","0","0","7","7","7","Small Cohort"
"Design and Visual Communication","Bay of Plenty","2017","0","0","1","0","0","6","6","6","Small Cohort"
"Design and Visual Communication","Bay of Plenty","2018","0","0","1","0","0","5","5","5","Small Cohort"
"Design and Visual Communication","Bay of Plenty","2019","","","","","","","","3","Small Cohort"
"Design and Visual Communication","Bay of Plenty","2020","","","","","","","","4","Small Cohort"
"Design and Visual Communication","Bay of Plenty","2021","0","0.167","0.833","0","1","5","6","6","Small Cohort"
"Design and Visual Communication","Bay of Plenty","2022","","","","","","","","2","Small Cohort"
"Design and Visual Communication","Bay of Plenty","2023","0","0","1","0","0","9","9","14","Small Cohort"
"Design and Visual Communication","Bay of Plenty","2024","0","0","1","0","0","7","7","14","Small Cohort"
"Design and Visual Communication","Canterbury","2015","0","0.114","0.886","0","4","31","35","40",""
"Design and Visual Communication","Canterbury","2016","0","0.116","0.884","0","5","38","43","46",""
"Design and Visual Communication","Canterbury","2017","0.028","0.056","0.917","1","2","33","36","42",""
"Design and Visual Communication","Canterbury","2018","0","0.088","0.912","0","3","31","34","34",""
"Design and Visual Communication","Canterbury","2019","0","0.111","0.889","0","3","24","27","31",""
"Design and Visual Communication","Canterbury","2020","0","0.116","0.884","0","5","38","43","46",""
"Design and Visual Communication","Canterbury","2021","0","0.038","0.962","0","2","51","53","61",""
"Design and Visual Communication","Canterbury","2022","0","0.079","0.921","0","3","35","38","46",""
"Design and Visual Communication","Canterbury","2023","0","0.061","0.939","0","2","31","33","39",""
"Design and Visual Communication","Canterbury","2024","0","0.094","0.906","0","3","29","32","49",""
"Design and Visual Communication","Hawke's Bay","2015","0","0.136","0.864","0","3","19","22","26","Small Cohort"
"Design and Visual Communication","Hawke's Bay","2016","0","0.222","0.778","0","4","14","18","20","Small Cohort"
"Design and Visual Communication","Hawke's Bay","2017","0","0","1","0","0","18","18","19","Small Cohort"
"Design and Visual Communication","Hawke's Bay","2018","0","0.048","0.952","0","1","20","21","21","Small Cohort"
"Design and Visual Communication","Hawke's Bay","2019","0.045","0.091","0.864","1","2","19","22","23","Small Cohort"
"Design and Visual Communication","Hawke's Bay","2020","0","0.273","0.727","0","3","8","11","11","Small Cohort"
"Design and Visual Communication","Hawke's Bay","2021","0","0","1","0","0","18","18","21","Small Cohort"
"Design and Visual Communication","Hawke's Bay","2022","0","0.1","0.9","0","1","9","10","17","Small Cohort"
"Design and Visual Communication","Hawke's Bay","2023","0","0.091","0.909","0","1","10","11","17","Small Cohort"
"Design and Visual Communication","Hawke's Bay","2024","0","0.143","0.857","0","1","6","7","10","Small Cohort"
"Design and Visual Communication","Manawatu-Whanganui","2015","0","0.25","0.75","0","2","6","8","8","Small Cohort"
"Design and Visual Communication","Manawatu-Whanganui","2016","0","0","1","0","0","7","7","10","Small Cohort"
"Design and Visual Communication","Manawatu-Whanganui","2017","0","0","1","0","0","7","7","9","Small Cohort"
"Design and Visual Communication","Manawatu-Whanganui","2018","0","0","1","0","0","9","9","9","Small Cohort"
"Design and Visual Communication","Manawatu-Whanganui","2019","0","0.2","0.8","0","1","4","5","5","Small Cohort"
"Design and Visual Communication","Manawatu-Whanganui","2020","0","0","1","0","0","8","8","11","Small Cohort"
"Design and Visual Communication","Manawatu-Whanganui","2021","0","0.5","0.5","0","1","1","2","7","Small Cohort"
"Design and Visual Communication","Manawatu-Whanganui","2022","0.143","0","0.857","1","0","6","7","8","Small Cohort"
"Design and Visual Communication","Manawatu-Whanganui","2023","0","0","1","0","0","7","7","8","Small Cohort"
"Design and Visual Communication","Manawatu-Whanganui","2024","0","0","1","0","0","6","6","9","Small Cohort"
"Design and Visual Communication","Marlborough","2015","","","","","","","","2","Small Cohort"
"Design and Visual Communication","Marlborough","2016","","","","","","","","4","Small Cohort"
"Design and Visual Communication","Marlborough","2018","","","","","","","","3","Small Cohort"
"Design and Visual Communication","Marlborough","2020","","","","","","","","1","Small Cohort"
"Design and Visual Communication","Nelson","2015","0","0.2","0.8","0","1","4","5","5","Small Cohort"
"Design and Visual Communication","Nelson","2016","","","","","","","","1","Small Cohort"
"Design and Visual Communication","Nelson","2017","","","","","","","","1","Small Cohort"
"Design and Visual Communication","Nelson","2018","0","0","1","0","0","6","6","6","Small Cohort"
"Design and Visual Communication","Nelson","2019","","","","","","","","3","Small Cohort"
"Design and Visual Communication","Nelson","2021","0","0","1","0","0","5","5","5","Small Cohort"
"Design and Visual Communication","Nelson","2022","","","","","","","","3","Small Cohort"
"Design and Visual Communication","Nelson","2024","","","","","","","","1","Small Cohort"
"Design and Visual Communication","Northland","2015","0","0","1","0","0","5","5","5","Small Cohort"
"Design and Visual Communication","Northland","2016","0","0.143","0.857","0","1","6","7","8","Small Cohort"
"Design and Visual Communication","Northland","2017","","","","","","","","4","Small Cohort"
"Design and Visual Communication","Northland","2018","","","","","","","","1","Small Cohort"
"Design and Visual Communication","Northland","2019","","","","","","","","1","Small Cohort"
"Design and Visual Communication","Northland","2020","0","0.5","0.5","0","1","1","2","5","Small Cohort"
"Design and Visual Communication","Northland","2021","","","","","","","","3","Small Cohort"
"Design and Visual Communication","Northland","2023","","","","","","","","1","Small Cohort"
"Design and Visual Communication","Northland","2024","0","0","1","0","0","8","8","11","Small Cohort"
"Design and Visual Communication","Otago","2015","0","0.1","0.9","0","1","9","10","10","Small Cohort"
"Design and Visual Communication","Otago","2016","","","","","","","","3","Small Cohort"
"Design and Visual Communication","Otago","2017","0","0","1","0","0","8","8","8","Small Cohort"
"Design and Visual Communication","Otago","2018","0","0.2","0.8","0","2","8","10","10","Small Cohort"
"Design and Visual Communication","Otago","2019","0","0","1","0","0","5","5","5","Small Cohort"
"Design and Visual Communication","Otago","2020","0","0.2","0.8","0","1","4","5","5","Small Cohort"
"Design and Visual Communication","Otago","2021","0","0.091","0.909","0","1","10","11","12","Small Cohort"
"Design and Visual Communication","Otago","2022","0","0","1","0","0","7","7","8","Small Cohort"
