Secondary Subject,Level,Gender,Academic Year,Provider Count,Students Assessed in 1+ Credits Count,Students Assessed in 1+ Credits Rate,Students Assessed in 14+ Credits Count,Students Assessed in 14+ Credits Rate,Assessed Count,Not Achieved Rate,Achieved Rate,Merit Rate,Excellence Rate,Not Achieved Count,Achieved Count,Merit Count,Excellence Count,Cohort Warning
Chinese,Level 1,Female,2019,70,526,0.013,392,0.014,1815,0.047,0.117,0.248,0.588,85,212,450,1068,
Chinese,Level 1,Female,2020,78,557,0.012,390,0.015,1785,0.095,0.14,0.232,0.533,170,250,414,951,
Chinese,Level 1,Female,2021,67,438,0.01,330,0.013,1498,0.033,0.097,0.22,0.65,50,146,329,973,
Chinese,Level 1,Female,2022,57,394,0.008,289,0.011,1361,0.044,0.118,0.243,0.595,60,160,331,810,
Chinese,Level 1,Female,2023,60,444,0.01,324,0.012,1492,0.048,0.136,0.259,0.557,72,203,386,831,
Chinese,Level 1,Female,2024,5,32,0.001,0,0,54,0,0.056,0.204,0.741,0,3,11,40,
Chinese,Level 1,Male,2015,50,368,0.01,244,0.008,1240,0.117,0.206,0.299,0.377,145,256,371,468,
Chinese,Level 1,Male,2016,64,386,0.01,244,0.008,1323,0.088,0.227,0.277,0.409,116,300,366,541,
Chinese,Level 1,Male,2017,58,449,0.013,282,0.01,1495,0.117,0.209,0.312,0.363,175,312,466,542,
Chinese,Level 1,Male,2018,57,466,0.013,316,0.011,1583,0.114,0.191,0.29,0.406,180,302,459,642,
Chinese,Level 1,Male,2019,62,530,0.012,337,0.012,1745,0.108,0.192,0.293,0.407,188,335,511,711,
Chinese,Level 1,Male,2020,62,483,0.01,318,0.012,1578,0.145,0.198,0.251,0.406,229,313,396,640,
Chinese,Level 1,Male,2021,54,351,0.007,273,0.01,1293,0.053,0.181,0.277,0.49,68,234,358,633,
Chinese,Level 1,Male,2022,48,301,0.006,236,0.009,1127,0.097,0.201,0.28,0.423,109,226,315,477,
Chinese,Level 1,Male,2023,54,366,0.008,277,0.01,1326,0.095,0.194,0.269,0.442,126,257,357,586,
Chinese,Level 1,Male,2024,3,28,0.001,0,0,56,0.089,0.214,0.321,0.375,5,12,18,21,
Chinese,Level 2,Female,2015,49,302,0.009,205,0.008,1088,0.074,0.097,0.255,0.574,81,106,277,624,
Chinese,Level 2,Female,2016,72,358,0.01,246,0.009,1298,0.051,0.106,0.273,0.569,66,138,355,739,
Chinese,Level 2,Female,2017,73,460,0.013,317,0.012,1648,0.05,0.123,0.258,0.569,82,202,426,938,
Chinese,Level 2,Female,2018,71,455,0.013,317,0.012,1685,0.061,0.128,0.226,0.585,103,216,380,986,
Chinese,Level 2,Female,2019,76,442,0.012,304,0.012,1572,0.063,0.177,0.281,0.48,99,278,441,754,
Chinese,Level 2,Female,2020,82,472,0.013,352,0.014,1686,0.034,0.094,0.244,0.628,58,158,412,1058,
Chinese,Level 2,Female,2021,80,391,0.011,300,0.012,1416,0.025,0.077,0.254,0.645,35,109,359,913,
Chinese,Level 2,Female,2022,64,331,0.01,252,0.011,1183,0.033,0.123,0.238,0.606,39,145,282,717,
Chinese,Level 2,Female,2023,69,411,0.012,303,0.012,1473,0.031,0.113,0.236,0.621,45,167,347,914,
Chinese,Level 2,Female,2024,75,444,0.011,348,0.013,1666,0.049,0.113,0.238,0.601,81,188,396,1001,
Chinese,Level 2,Male,2015,44,270,0.008,178,0.007,929,0.126,0.195,0.316,0.363,117,181,294,337,
Chinese,Level 2,Male,2016,56,342,0.01,230,0.009,1184,0.128,0.225,0.285,0.362,151,266,338,429,
