Secondary Subject,Level,Gender,Academic Year,Provider Count,Students Assessed in 1+ Credits Count,Students Assessed in 1+ Credits Rate,Students Assessed in 14+ Credits Count,Students Assessed in 14+ Credits Rate,Assessed Count,Not Achieved Rate,Achieved Rate,Merit Rate,Excellence Rate,Not Achieved Count,Achieved Count,Merit Count,Excellence Count,Cohort Warning
Music,Level 2,Male,2022,278,2206,0.065,1274,0.058,6730,0.183,0.197,0.224,0.395,1234,1328,1510,2658,
Music,Level 2,Male,2023,289,2529,0.07,1465,0.061,7571,0.165,0.204,0.227,0.405,1247,1541,1716,3067,
Music,Level 2,Male,2024,290,2695,0.068,1613,0.062,8143,0.162,0.218,0.23,0.39,1322,1773,1869,3179,
Music,Level 3,Female,2015,252,1277,0.049,880,0.042,4025,0.122,0.216,0.229,0.433,491,869,921,1744,
Music,Level 3,Female,2016,262,1321,0.05,836,0.04,3832,0.129,0.19,0.256,0.425,493,729,980,1630,
Music,Level 3,Female,2017,276,1402,0.05,982,0.045,4359,0.118,0.183,0.23,0.469,514,796,1004,2045,
Music,Level 3,Female,2018,280,1419,0.05,937,0.043,4041,0.121,0.183,0.22,0.477,487,739,888,1927,
Music,Level 3,Female,2019,278,1390,0.049,945,0.044,3999,0.124,0.183,0.224,0.469,496,732,897,1874,
Music,Level 3,Female,2020,279,1458,0.051,890,0.043,3854,0.098,0.166,0.218,0.518,379,639,841,1995,
Music,Level 3,Female,2021,285,1485,0.052,893,0.042,3828,0.097,0.156,0.233,0.514,371,598,892,1967,
Music,Level 3,Female,2022,271,1263,0.045,763,0.038,3248,0.121,0.169,0.232,0.478,393,548,755,1552,
Music,Level 3,Female,2023,274,1388,0.051,890,0.044,3634,0.106,0.172,0.236,0.486,385,625,858,1766,
Music,Level 3,Female,2024,276,1473,0.049,960,0.044,3922,0.115,0.18,0.224,0.481,450,705,879,1888,
Music,Level 3,Male,2015,255,1431,0.06,954,0.053,4342,0.164,0.214,0.214,0.408,714,929,929,1770,
Music,Level 3,Male,2016,253,1411,0.058,963,0.053,4305,0.157,0.193,0.226,0.423,675,833,974,1823,
Music,Level 3,Male,2017,254,1425,0.057,950,0.051,4269,0.163,0.187,0.199,0.451,695,799,850,1925,
Music,Level 3,Male,2018,262,1402,0.056,936,0.051,4070,0.147,0.201,0.192,0.459,600,818,782,1870,
Music,Level 3,Male,2019,262,1528,0.06,995,0.055,4253,0.145,0.191,0.219,0.445,617,811,931,1894,
Music,Level 3,Male,2020,257,1626,0.063,988,0.056,4324,0.135,0.157,0.208,0.5,585,678,901,2160,
Music,Level 3,Male,2021,272,1731,0.067,1062,0.059,4529,0.133,0.169,0.2,0.498,601,766,905,2257,
Music,Level 3,Male,2022,251,1606,0.063,984,0.057,4279,0.157,0.179,0.209,0.455,672,764,894,1949,
Music,Level 3,Male,2023,256,1585,0.063,1015,0.058,4269,0.155,0.186,0.204,0.455,663,792,872,1942,
Music,Level 3,Male,2024,277,1940,0.07,1286,0.066,5325,0.158,0.183,0.206,0.452,844,977,1095,2409,
New Zealand Sign Language,Level 1,Female,2015,2,9,0,4,0,22,0,0,0.045,0.955,0,0,1,21,Small Cohort
New Zealand Sign Language,Level 1,Female,2016,2,11,0,5,0,24,0,0.083,0.375,0.542,0,2,9,13,Small Cohort
New Zealand Sign Language,Level 1,Female,2017,3,24,0.001,20,0.001,85,0.106,0.271,0.365,0.259,9,23,31,22,
New Zealand Sign Language,Level 1,Female,2018,3,15,0,14,0,56,0.071,0.286,0.446,0.196,4,16,25,11,
New Zealand Sign Language,Level 1,Female,2019,3,21,0.001,19,0.001,78,0.077,0.192,0.423,0.308,6,15,33,24,
New Zealand Sign Language,Level 1,Female,2020,4,21,0,19,0.001,65,0.185,0.246,0.415,0.154,12,16,27,10,
New Zealand Sign Language,Level 1,Female,2021,2,16,0,16,0.001,64,0.234,0.188,0.328,0.25,15,12,21,16,
New Zealand Sign Language,Level 1,Female,2022,4,37,0.001,8,0,65,0.138,0.185,0.246,0.431,9,12,16,28,
New Zealand Sign Language,Level 1,Female,2023,2,16,0,0,0,22,0.136,0.273,0.364,0.227,3,6,8,5,Small Cohort
New Zealand Sign Language,Level 1,Female,2024,4,30,0.001,24,0.001,95,0.074,0.189,0.4,0.337,7,18,38,32,
New Zealand Sign Language,Level 1,Male,2015,2,4,0,2,0,9,0,0.222,0,0.778,0,2,0,7,Small Cohort
New Zealand Sign Language,Level 1,Male,2016,2,4,0,1,0,6,0,0,0.5,0.5,0,0,3,3,Small Cohort
New Zealand Sign Language,Level 1,Male,2017,4,12,0,10,0,40,0.025,0.375,0.375,0.225,1,15,15,9,
New Zealand Sign Language,Level 1,Male,2018,4,16,0,14,0,53,0.151,0.245,0.377,0.226,8,13,20,12,
New Zealand Sign Language,Level 1,Male,2019,3,14,0,8,0,40,0.125,0.375,0.275,0.225,5,15,11,9,
New Zealand Sign Language,Level 1,Male,2020,4,18,0,13,0,50,0.2,0.42,0.32,0.06,10,21,16,3,
New Zealand Sign Language,Level 1,Male,2021,3,12,0,11,0,45,0.133,0.333,0.4,0.133,6,15,18,6,
New Zealand Sign Language,Level 1,Male,2022,4,25,0.001,14,0.001,67,0.104,0.224,0.343,0.328,7,15,23,22,
New Zealand Sign Language,Level 1,Male,2023,,,,,,2,,,,,,,,,Small Cohort
New Zealand Sign Language,Level 1,Male,2024,4,9,0,8,0,32,0.156,0.281,0.313,0.25,5,9,10,8,
New Zealand Sign Language,Level 2,Female,2015,,,,,,2,,,,,,,,,Small Cohort
New Zealand Sign Language,Level 2,Female,2016,2,6,0,2,0,11,0,0.182,0.455,0.364,0,2,5,4,Small Cohort
New Zealand Sign Language,Level 2,Female,2017,,,,,,2,,,,,,,,,Small Cohort
New Zealand Sign Language,Level 2,Female,2018,4,17,0,14,0.001,55,0.073,0.4,0.327,0.2,4,22,18,11,
New Zealand Sign Language,Level 2,Female,2019,2,4,0,3,0,13,0,0.308,0.538,0.154,0,4,7,2,Small Cohort
New Zealand Sign Language,Level 2,Female,2020,3,12,0,9,0,40,0.225,0.05,0.3,0.425,9,2,12,17,
New Zealand Sign Language,Level 2,Female,2021,2,7,0,4,0,22,0,0.273,0.636,0.091,0,6,14,2,Small Cohort
New Zealand Sign Language,Level 2,Female,2022,3,9,0,9,0,35,0.114,0.057,0.514,0.314,4,2,18,11,
New Zealand Sign Language,Level 2,Female,2023,2,17,0,15,0.001,61,0.033,0.23,0.361,0.377,2,14,22,23,
New Zealand Sign Language,Level 2,Female,2024,3,15,0,15,0.001,57,0.105,0.263,0.474,0.158,6,15,27,9,
New Zealand Sign Language,Level 2,Male,2016,,,,,,3,,,,,,,,,Small Cohort
New Zealand Sign Language,Level 2,Male,2017,,,,,,0,,,,,,,,,Small Cohort
New Zealand Sign Language,Level 2,Male,2018,4,10,0,10,0,40,0.225,0.3,0.3,0.175,9,12,12,7,
New Zealand Sign Language,Level 2,Male,2019,3,6,0,6,0,20,0,0.4,0.25,0.35,0,8,5,7,Small Cohort
New Zealand Sign Language,Level 2,Male,2020,2,4,0,4,0,16,0.5,0.125,0.375,0,8,2,6,0,Small Cohort
New Zealand Sign Language,Level 2,Male,2021,1,8,0,7,0,28,0,0.179,0.536,0.286,0,5,15,8,Small Cohort
New Zealand Sign Language,Level 2,Male,2022,2,11,0,8,0,36,0.194,0.389,0.306,0.111,7,14,11,4,
New Zealand Sign Language,Level 2,Male,2023,2,13,0,12,0,49,0.02,0.286,0.469,0.224,1,14,23,11,
New Zealand Sign Language,Level 2,Male,2024,1,6,0,6,0,22,0,0.136,0.636,0.227,0,3,14,5,Small Cohort
New Zealand Sign Language,Level 3,Female,2017,,,,,,3,,,,,,,,,Small Cohort
New Zealand Sign Language,Level 3,Female,2018,1,3,0,2,0,10,0,0,0.3,0.7,0,0,3,7,Small Cohort
New Zealand Sign Language,Level 3,Female,2019,3,12,0,10,0,43,0.233,0.07,0.349,0.349,10,3,15,15,
New Zealand Sign Language,Level 3,Female,2020,2,2,0,2,0,8,0.125,0.25,0.375,0.25,1,2,3,2,Small Cohort
New Zealand Sign Language,Level 3,Female,2021,1,4,0,4,0,12,0.167,0.167,0.667,0,2,2,8,0,Small Cohort
New Zealand Sign Language,Level 3,Female,2022,2,2,0,2,0,7,0,0,0.286,0.714,0,0,2,5,Small Cohort
New Zealand Sign Language,Level 3,Female,2023,2,7,0,5,0,20,0.15,0.3,0.45,0.1,3,6,9,2,Small Cohort
New Zealand Sign Language,Level 3,Female,2024,2,10,0,8,0,34,0.088,0.118,0.471,0.324,3,4,16,11,
New Zealand Sign Language,Level 3,Male,2017,,,,,,1,,,,,,,,,Small Cohort
New Zealand Sign Language,Level 3,Male,2019,3,6,0,5,0,21,0,0.238,0.381,0.381,0,5,8,8,Small Cohort
New Zealand Sign Language,Level 3,Male,2020,,,,,,4,,,,,,,,,Small Cohort
New Zealand Sign Language,Level 3,Male,2021,1,2,0,2,0,6,0.333,0.333,0.167,0.167,2,2,1,1,Small Cohort
New Zealand Sign Language,Level 3,Male,2022,1,3,0,3,0,12,0,0,0.25,0.75,0,0,3,9,Small Cohort
New Zealand Sign Language,Level 3,Male,2023,2,6,0,4,0,17,0.118,0.294,0.294,0.294,2,5,5,5,Small Cohort
New Zealand Sign Language,Level 3,Male,2024,2,5,0,4,0,18,0.056,0.333,0.556,0.056,1,6,10,1,Small Cohort
Nga Mahi a te Rehia,Level 1,Female,2015,2,10,0,0,0,11,0,0.727,0.091,0.182,0,8,1,2,Small Cohort
Nga Mahi a te Rehia,Level 1,Female,2016,2,3,0,0,0,7,0,0,0.857,0.143,0,0,6,1,Small Cohort
Nga Mahi a te Rehia,Level 1,Female,2017,2,14,0,8,0,37,0,0.243,0.514,0.243,0,9,19,9,
Nga Mahi a te Rehia,Level 1,Female,2018,2,10,0,2,0,24,0,0,0.042,0.958,0,0,1,23,Small Cohort
Nga Mahi a te Rehia,Level 1,Female,2019,1,7,0,0,0,18,0,1,0,0,0,18,0,0,Small Cohort
Nga Mahi a te Rehia,Level 1,Female,2020,5,19,0,0,0,30,0.067,0.533,0.267,0.133,2,16,8,4,
Nga Mahi a te Rehia,Level 1,Female,2022,2,6,0,0,0,16,0,0.563,0.438,0,0,9,7,0,Small Cohort
Nga Mahi a te Rehia,Level 1,Female,2023,1,3,0,0,0,6,0,0.5,0,0.5,0,3,0,3,Small Cohort
Nga Mahi a te Rehia,Level 1,Female,2024,1,2,0,2,0,8,0,0,0.25,0.75,0,0,2,6,Small Cohort
Nga Mahi a te Rehia,Level 1,Male,2015,2,15,0,0,0,23,0,0.87,0.043,0.087,0,20,1,2,Small Cohort
Nga Mahi a te Rehia,Level 1,Male,2016,1,5,0,0,0,15,0,0.2,0.733,0.067,0,3,11,1,Small Cohort
Nga Mahi a te Rehia,Level 1,Male,2017,2,10,0,5,0,27,0.074,0.37,0.259,0.296,2,10,7,8,Small Cohort
Nga Mahi a te Rehia,Level 1,Male,2018,2,10,0,2,0,26,0.154,0,0.154,0.692,4,0,4,18,Small Cohort
Nga Mahi a te Rehia,Level 1,Male,2019,,,,,,2,,,,,,,,,Small Cohort
Nga Mahi a te Rehia,Level 1,Male,2020,4,10,0,1,0,20,0.05,0.7,0,0.25,1,14,0,5,Small Cohort
Nga Mahi a te Rehia,Level 1,Male,2022,2,4,0,0,0,8,0,0.625,0.25,0.125,0,5,2,1,Small Cohort
Nga Mahi a te Rehia,Level 1,Male,2024,2,3,0,0,0,5,0,0.2,0.8,0,0,1,4,0,Small Cohort
Nga Mahi a te Rehia,Level 2,Female,2016,,,,,,2,,,,,,,,,Small Cohort
Nga Mahi a te Rehia,Level 2,Female,2017,1,3,0,3,0,12,0,0.583,0.167,0.25,0,7,2,3,Small Cohort
Nga Mahi a te Rehia,Level 2,Female,2018,1,3,0,2,0,10,0,0.2,0.3,0.5,0,2,3,5,Small Cohort
Nga Mahi a te Rehia,Level 2,Female,2019,,,,,,2,,,,,,,,,Small Cohort
Nga Mahi a te Rehia,Level 2,Female,2020,5,20,0.001,2,0,26,0.077,0.462,0.154,0.308,2,12,4,8,Small Cohort
Nga Mahi a te Rehia,Level 2,Female,2021,2,3,0,3,0,9,0,0.222,0.111,0.667,0,2,1,6,Small Cohort
Nga Mahi a te Rehia,Level 2,Female,2022,2,6,0,5,0,16,0,0,0,1,0,0,0,16,Small Cohort
Nga Mahi a te Rehia,Level 2,Female,2023,1,4,0,0,0,5,0,1,0,0,0,5,0,0,Small Cohort
Nga Mahi a te Rehia,Level 2,Male,2016,,,,,,0,,,,,,,,,Small Cohort
Nga Mahi a te Rehia,Level 2,Male,2017,,,,,,4,,,,,,,,,Small Cohort
Nga Mahi a te Rehia,Level 2,Male,2018,,,,,,4,,,,,,,,,Small Cohort
Nga Mahi a te Rehia,Level 2,Male,2019,,,,,,0,,,,,,,,,Small Cohort
Nga Mahi a te Rehia,Level 2,Male,2020,2,13,0,0,0,17,0.353,0.176,0.176,0.294,6,3,3,5,Small Cohort
Nga Mahi a te Rehia,Level 2,Male,2021,1,2,0,2,0,6,0,0,0,1,0,0,0,6,Small Cohort
Nga Mahi a te Rehia,Level 2,Male,2022,4,7,0,2,0,11,0.091,0.091,0,0.818,1,1,0,9,Small Cohort
Nga Mahi a te Rehia,Level 2,Male,2023,,,,,,4,,,,,,,,,Small Cohort
Nga Mahi a te Rehia,Level 3,Female,2018,1,25,0.001,0,0,25,0,0.12,0.72,0.16,0,3,18,4,Small Cohort
Nga Mahi a te Rehia,Level 3,Female,2019,,,,,,1,,,,,,,,,Small Cohort
Nga Mahi a te Rehia,Level 3,Female,2020,5,6,0,1,0,14,0.071,0.357,0.143,0.429,1,5,2,6,Small Cohort
Nga Mahi a te Rehia,Level 3,Female,2021,1,12,0,0,0,12,0,1,0,0,0,12,0,0,Small Cohort
Nga Mahi a te Rehia,Level 3,Female,2022,2,3,0,0,0,5,0,0,0.2,0.8,0,0,1,4,Small Cohort
Nga Mahi a te Rehia,Level 3,Female,2023,2,6,0,0,0,11,0,0.364,0.364,0.273,0,4,4,3,Small Cohort
Nga Mahi a te Rehia,Level 3,Female,2024,,,,,,1,,,,,,,,,Small Cohort
Nga Mahi a te Rehia,Level 3,Male,2018,2,19,0.001,0,0,19,0,0.263,0.474,0.263,0,5,9,5,Small Cohort
Nga Mahi a te Rehia,Level 3,Male,2020,3,7,0,2,0,21,0,0.524,0.19,0.286,0,11,4,6,Small Cohort
Nga Mahi a te Rehia,Level 3,Male,2021,1,8,0,0,0,8,0,1,0,0,0,8,0,0,Small Cohort
Nga Mahi a te Rehia,Level 3,Male,2022,2,3,0,0,0,5,0,0,0.2,0.8,0,0,1,4,Small Cohort
Nga Mahi a te Rehia,Level 3,Male,2023,2,3,0,0,0,5,0,0,0.6,0.4,0,0,3,2,Small Cohort
Nga Mahi a te Rehia,Level 3,Male,2024,,,,,,1,,,,,,,,,Small Cohort
Nga Toi Ataata,Level 1,Female,2015,5,24,0.001,0,0,31,0.097,0.452,0.258,0.194,3,14,8,6,
Nga Toi Ataata,Level 1,Female,2016,6,50,0.001,4,0,65,0.077,0.077,0.262,0.585,5,5,17,38,
Nga Toi Ataata,Level 1,Female,2017,4,27,0.001,3,0,40,0.1,0.25,0.375,0.275,4,10,15,11,
Nga Toi Ataata,Level 1,Female,2018,5,9,0,0,0,12,0.083,0.25,0,0.667,1,3,0,8,Small Cohort
Nga Toi Ataata,Level 1,Female,2019,6,53,0.001,0,0,59,0.051,0.39,0.254,0.305,3,23,15,18,
Nga Toi Ataata,Level 1,Female,2020,6,49,0.001,3,0,64,0.016,0.547,0.328,0.109,1,35,21,7,
Nga Toi Ataata,Level 1,Female,2021,7,46,0.001,3,0,56,0.018,0.393,0.339,0.25,1,22,19,14,
Nga Toi Ataata,Level 1,Female,2022,5,26,0.001,0,0,30,0.067,0.433,0.3,0.2,2,13,9,6,
Nga Toi Ataata,Level 1,Female,2023,6,23,0,12,0,58,0.052,0.655,0.19,0.103,3,38,11,6,
Nga Toi Ataata,Level 1,Female,2024,9,44,0.001,11,0.001,86,0.174,0.198,0.291,0.337,15,17,25,29,
Nga Toi Ataata,Level 1,Male,2015,6,29,0.001,0,0,33,0,0.455,0.273,0.273,0,15,9,9,
Nga Toi Ataata,Level 1,Male,2016,5,34,0.001,4,0,46,0.13,0.109,0.217,0.543,6,5,10,25,
Nga Toi Ataata,Level 1,Male,2017,5,39,0.001,2,0,56,0.107,0.268,0.304,0.321,6,15,17,18,
Nga Toi Ataata,Level 1,Male,2018,7,23,0.001,4,0,43,0.023,0.372,0.395,0.209,1,16,17,9,
Nga Toi Ataata,Level 1,Male,2019,6,43,0.001,1,0,54,0.056,0.574,0.074,0.296,3,31,4,16,
Nga Toi Ataata,Level 1,Male,2020,9,43,0.001,6,0,61,0.033,0.541,0.311,0.115,2,33,19,7,
Nga Toi Ataata,Level 1,Male,2021,8,24,0,6,0,38,0.026,0.579,0.368,0.026,1,22,14,1,
Nga Toi Ataata,Level 1,Male,2022,4,21,0,0,0,22,0.409,0.455,0.091,0.045,9,10,2,1,Small Cohort
Nga Toi Ataata,Level 1,Male,2023,5,22,0,15,0.001,56,0.071,0.679,0.143,0.107,4,38,8,6,
Nga Toi Ataata,Level 1,Male,2024,11,47,0.001,6,0,81,0.21,0.333,0.198,0.259,17,27,16,21,
Nga Toi Ataata,Level 2,Female,2016,3,13,0,0,0,24,0.042,0.542,0.208,0.208,1,13,5,5,Small Cohort
Nga Toi Ataata,Level 2,Female,2017,5,17,0,0,0,26,0.077,0.385,0.308,0.231,2,10,8,6,Small Cohort
Nga Toi Ataata,Level 2,Female,2018,3,14,0,0,0,22,0.182,0.591,0.182,0.045,4,13,4,1,Small Cohort
Nga Toi Ataata,Level 2,Female,2019,4,17,0,1,0,30,0.1,0.567,0.233,0.1,3,17,7,3,
Nga Toi Ataata,Level 2,Female,2020,5,12,0,0,0,22,0,0.273,0.409,0.318,0,6,9,7,Small Cohort
Nga Toi Ataata,Level 2,Female,2021,6,23,0.001,0,0,28,0.107,0.393,0.214,0.286,3,11,6,8,Small Cohort
Nga Toi Ataata,Level 2,Female,2022,8,24,0.001,0,0,33,0.061,0.576,0.182,0.182,2,19,6,6,
Nga Toi Ataata,Level 2,Female,2023,5,20,0.001,12,0,52,0.058,0.269,0.346,0.327,3,14,18,17,
Nga Toi Ataata,Level 2,Female,2024,7,25,0.001,10,0,55,0,0.509,0.218,0.273,0,28,12,15,
Nga Toi Ataata,Level 2,Male,2016,2,5,0,0,0,8,0.125,0.375,0.5,0,1,3,4,0,Small Cohort
Nga Toi Ataata,Level 2,Male,2017,4,10,0,0,0,14,0.357,0.571,0.071,0,5,8,1,0,Small Cohort
Nga Toi Ataata,Level 2,Male,2018,3,14,0,5,0,32,0.125,0.563,0.281,0.031,4,18,9,1,
Nga Toi Ataata,Level 2,Male,2019,4,12,0,1,0,24,0.25,0.333,0.083,0.333,6,8,2,8,Small Cohort
Nga Toi Ataata,Level 2,Male,2020,5,16,0,7,0,42,0.119,0.214,0.357,0.31,5,9,15,13,
Nga Toi Ataata,Level 2,Male,2021,5,14,0,0,0,16,0.313,0.125,0.25,0.313,5,2,4,5,Small Cohort
Nga Toi Ataata,Level 2,Male,2022,7,19,0.001,0,0,23,0.261,0.478,0.174,0.087,6,11,4,2,Small Cohort
Nga Toi Ataata,Level 2,Male,2023,4,17,0,5,0,40,0.325,0.575,0.075,0.025,13,23,3,1,
Nga Toi Ataata,Level 2,Male,2024,4,10,0,4,0,23,0.261,0.696,0.043,0,6,16,1,0,Small Cohort
Nga Toi Ataata,Level 3,Female,2017,,,,,,2,,,,,,,,,Small Cohort
Nga Toi Ataata,Level 3,Female,2018,,,,,,1,,,,,,,,,Small Cohort
Nga Toi Ataata,Level 3,Female,2019,2,2,0,1,0,6,0,0.5,0.333,0.167,0,3,2,1,Small Cohort
Nga Toi Ataata,Level 3,Female,2020,,,,,,3,,,,,,,,,Small Cohort
Nga Toi Ataata,Level 3,Female,2021,2,4,0,0,0,6,0,0,1,0,0,0,6,0,Small Cohort
Nga Toi Ataata,Level 3,Female,2022,3,5,0,0,0,7,0,0.714,0.286,0,0,5,2,0,Small Cohort
Nga Toi Ataata,Level 3,Female,2023,4,12,0,0,0,23,0,0.304,0.217,0.478,0,7,5,11,Small Cohort
Nga Toi Ataata,Level 3,Female,2024,6,19,0.001,3,0,49,0.02,0.49,0.122,0.367,1,24,6,18,
Nga Toi Ataata,Level 3,Male,2018,3,7,0,0,0,15,0.133,0.2,0.133,0.533,2,3,2,8,Small Cohort
Nga Toi Ataata,Level 3,Male,2019,4,6,0,2,0,18,0.167,0.278,0.222,0.333,3,5,4,6,Small Cohort
Nga Toi Ataata,Level 3,Male,2020,4,7,0,0,0,11,0.273,0,0.182,0.545,3,0,2,6,Small Cohort
Nga Toi Ataata,Level 3,Male,2021,,,,,,2,,,,,,,,,Small Cohort
Nga Toi Ataata,Level 3,Male,2022,3,6,0,1,0,12,0,0.333,0.333,0.333,0,4,4,4,Small Cohort
Nga Toi Ataata,Level 3,Male,2023,4,8,0,0,0,13,0.385,0.231,0.231,0.154,5,3,3,2,Small Cohort
Nga Toi Ataata,Level 3,Male,2024,3,11,0,0,0,27,0.111,0.704,0.111,0.074,3,19,3,2,Small Cohort
Nga Toi Puoro,Level 1,Female,2015,1,11,0,1,0,13,0,0,0.077,0.923,0,0,1,12,Small Cohort
Nga Toi Puoro,Level 1,Female,2016,,,,,,2,,,,,,,,,Small Cohort
Nga Toi Puoro,Level 1,Female,2017,,,,,,0,,,,,,,,,Small Cohort
Nga Toi Puoro,Level 1,Female,2018,1,13,0,0,0,14,0,0.643,0.286,0.071,0,9,4,1,Small Cohort
Nga Toi Puoro,Level 1,Female,2019,,,,,,4,,,,,,,,,Small Cohort
Nga Toi Puoro,Level 1,Female,2020,3,7,0,0,0,17,0.059,0.176,0.118,0.647,1,3,2,11,Small Cohort
Nga Toi Puoro,Level 1,Female,2021,1,9,0,0,0,27,0,0.222,0.148,0.63,0,6,4,17,Small Cohort
Nga Toi Puoro,Level 1,Female,2024,5,11,0,4,0,26,0.115,0.077,0.385,0.423,3,2,10,11,Small Cohort
Nga Toi Puoro,Level 1,Male,2015,1,5,0,1,0,7,0,0,0.143,0.857,0,0,1,6,Small Cohort
Nga Toi Puoro,Level 1,Male,2016,1,5,0,0,0,5,0,0.4,0.4,0.2,0,2,2,1,Small Cohort
Nga Toi Puoro,Level 1,Male,2017,,,,,,0,,,,,,,,,Small Cohort
Nga Toi Puoro,Level 1,Male,2018,,,,,,1,,,,,,,,,Small Cohort
Nga Toi Puoro,Level 1,Male,2020,2,6,0,0,0,14,0.143,0.286,0.214,0.357,2,4,3,5,Small Cohort
Nga Toi Puoro,Level 1,Male,2021,1,2,0,0,0,6,0,0.333,0,0.667,0,2,0,4,Small Cohort
Nga Toi Puoro,Level 1,Male,2022,,,,,,0,,,,,,,,,Small Cohort
Nga Toi Puoro,Level 1,Male,2023,,,,,,1,,,,,,,,,Small Cohort
Nga Toi Puoro,Level 1,Male,2024,2,3,0,2,0,10,0,0,0.4,0.6,0,0,4,6,Small Cohort
Nga Toi Puoro,Level 2,Female,2016,1,5,0,0,0,5,0,0.2,0.4,0.4,0,1,2,2,Small Cohort
Nga Toi Puoro,Level 2,Female,2018,,,,,,0,,,,,,,,,Small Cohort
Nga Toi Puoro,Level 2,Female,2020,,,,,,1,,,,,,,,,Small Cohort
Nga Toi Puoro,Level 2,Female,2021,2,3,0,1,0,5,0,0.4,0.6,0,0,2,3,0,Small Cohort
Nga Toi Puoro,Level 2,Female,2022,,,,,,2,,,,,,,,,Small Cohort
Nga Toi Puoro,Level 2,Female,2023,,,,,,2,,,,,,,,,Small Cohort
Nga Toi Puoro,Level 2,Female,2024,,,,,,1,,,,,,,,,Small Cohort
Nga Toi Puoro,Level 2,Male,2016,2,7,0,0,0,7,0,0.143,0.143,0.714,0,1,1,5,Small Cohort
Nga Toi Puoro,Level 2,Male,2020,,,,,,0,,,,,,,,,Small Cohort
Nga Toi Puoro,Level 2,Male,2021,,,,,,2,,,,,,,,,Small Cohort
Nga Toi Puoro,Level 3,Female,2018,1,5,0,0,0,5,0,0.2,0.2,0.6,0,1,1,3,Small Cohort
Nga Toi Puoro,Level 3,Female,2019,1,8,0,0,0,8,0,0.375,0.625,0,0,3,5,0,Small Cohort
Nga Toi Puoro,Level 3,Female,2020,3,8,0,0,0,14,0,0.357,0.5,0.143,0,5,7,2,Small Cohort
Nga Toi Puoro,Level 3,Female,2021,2,5,0,4,0,22,0.227,0.273,0.045,0.455,5,6,1,10,Small Cohort
Nga Toi Puoro,Level 3,Female,2022,2,3,0,0,0,6,0,0.833,0,0.167,0,5,0,1,Small Cohort
Nga Toi Puoro,Level 3,Female,2023,,,,,,3,,,,,,,,,Small Cohort
Nga Toi Puoro,Level 3,Female,2024,2,9,0,4,0,25,0.08,0.2,0.2,0.52,2,5,5,13,Small Cohort
Nga Toi Puoro,Level 3,Male,2018,,,,,,2,,,,,,,,,Small Cohort
Nga Toi Puoro,Level 3,Male,2019,1,7,0,0,0,7,0,0.429,0.571,0,0,3,4,0,Small Cohort
Nga Toi Puoro,Level 3,Male,2020,2,8,0,0,0,11,0,0.364,0,0.636,0,4,0,7,Small Cohort
Nga Toi Puoro,Level 3,Male,2021,1,1,0,1,0,5,0,1,0,0,0,5,0,0,Small Cohort
Nga Toi Puoro,Level 3,Male,2022,,,,,,2,,,,,,,,,Small Cohort
Nga Toi Puoro,Level 3,Male,2024,2,9,0,2,0,17,0.176,0.176,0.176,0.471,3,3,3,8,Small Cohort
Painting,Level 3,Female,2015,313,2175,0.084,1846,0.088,5901,0.096,0.304,0.282,0.318,568,1795,1663,1875,
Painting,Level 3,Female,2016,316,2196,0.084,1792,0.085,5700,0.098,0.312,0.288,0.302,560,1779,1639,1722,
Painting,Level 3,Female,2017,318,2151,0.077,1813,0.083,5709,0.082,0.311,0.283,0.324,467,1773,1617,1852,
Painting,Level 3,Female,2018,319,2237,0.079,1866,0.086,5796,0.102,0.31,0.3,0.288,591,1798,1739,1668,
Painting,Level 3,Female,2019,314,2170,0.076,1771,0.083,5578,0.102,0.311,0.289,0.298,570,1736,1610,1662,
Painting,Level 3,Female,2020,314,2331,0.082,1908,0.092,5940,0.078,0.279,0.297,0.346,464,1660,1763,2053,
Painting,Level 3,Female,2021,321,2477,0.086,2041,0.096,6315,0.07,0.28,0.315,0.335,444,1767,1990,2114,
Painting,Level 3,Female,2022,314,2354,0.084,1843,0.092,5858,0.113,0.285,0.29,0.312,661,1671,1696,1830,
Painting,Level 3,Female,2023,317,2389,0.088,1946,0.096,6105,0.09,0.307,0.299,0.304,549,1876,1825,1855,
Painting,Level 3,Female,2024,316,2470,0.083,2010,0.091,6320,0.088,0.308,0.292,0.311,558,1949,1846,1967,
Painting,Level 3,Male,2015,243,1054,0.044,804,0.044,2708,0.165,0.377,0.241,0.218,446,1021,652,589,
Painting,Level 3,Male,2016,225,963,0.04,714,0.039,2438,0.167,0.351,0.226,0.256,408,855,552,623,
Painting,Level 3,Male,2017,233,968,0.038,726,0.039,2359,0.178,0.402,0.221,0.199,420,948,522,469,
Painting,Level 3,Male,2018,224,827,0.033,609,0.033,1996,0.182,0.385,0.249,0.183,364,769,497,366,
Painting,Level 3,Male,2019,230,872,0.034,660,0.037,2122,0.199,0.391,0.222,0.188,422,829,472,399,
Painting,Level 3,Male,2020,213,807,0.031,562,0.032,1888,0.169,0.376,0.236,0.218,320,710,446,412,
Painting,Level 3,Male,2021,221,898,0.035,657,0.037,2175,0.131,0.394,0.257,0.218,286,856,558,475,
Painting,Level 3,Male,2022,226,801,0.032,576,0.033,1958,0.173,0.387,0.237,0.203,338,758,465,397,
